,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,-2.1388642212816635,0.0,0.0,0.03972027972027972,0.817892857142857,-0.07416666666666662,0.0,0.31562462624318927,0.0,0.01603071391846378,0.0,0.15680555555555536,-0.23418467993109865,0.0,0.0006684491978609233,0.0,-0.34788221622432147,0.0,0.021618073396657698,0.10695535714285712,-2.156392507321167,1.0699346529689715,0.20057009657009667,0.0,-0.07614668066046523,0.25550925925925927,-5.005823568856499,0.0,-0.01681909045477261,-28.108995927122425,-11.920088548140999,-50.37285746258209,86.26716151265883,69.89568660210408,31.91485374069969
1,23.087504489643464,0.0,0.0,0.0,0.03237684729064028,0.0,0.0,0.435010892616156,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.5144884450989327,0.0,0.1366651059561542,0.0,0.021618073396657698,0.14145604395604414,-4.23054711017736,1.1326824139887774,0.0,0.0,0.0,-0.35316065416065445,-2.9267203417251237,0.0,0.0,63.78604874658272,6.79737258551488,71.51685985858877,-49.397505538140344,11.816099212973906,-4.568204019275394
2,23.087504489643464,0.0,0.0,0.0,0.03237684729064028,0.0,0.0,0.435010892616156,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.5144884450989327,0.0,0.1366651059561542,0.0,0.021618073396657698,0.14145604395604414,-4.23054711017736,1.1326824139887774,0.0,0.0,0.0,-0.35316065416065445,-2.9267203417251237,0.0,0.0,63.78604874658272,6.79737258551488,71.51685985858877,-49.397505538140344,11.816099212973906,-4.568204019275394
3,23.087504489643464,0.0,0.0,0.0,0.03237684729064028,0.0,0.0,0.435010892616156,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.5144884450989327,0.0,0.1366651059561542,0.0,0.021618073396657698,0.14145604395604414,-4.23054711017736,1.1326824139887774,0.0,0.0,0.0,-0.35316065416065445,-2.9267203417251237,0.0,0.0,63.78604874658272,6.79737258551488,71.51685985858877,-49.397505538140344,11.816099212973906,-4.568204019275394
4,16.257264509193813,0.0,-0.049530443756449924,0.0,0.025623707304342037,0.0,0.0,0.203930809591056,0.0,0.03235796205909935,0.0,0.15680555555555536,-0.21289996699006267,0.0,-0.05285714285714291,0.040119047619047596,1.4851180160155386,-0.022666666666666654,0.12722178856693614,0.2484114010989012,-3.2098622835685133,1.7565117790681435,0.0,0.0,0.0,-0.710677970177971,-3.361494151248931,0.0,0.0,72.99949628031989,19.938072737878116,-37.90952656223136,-14.56032171122733,23.06803523263481,-23.363988387510936
5,25.631477169741146,0.0,0.0,0.0,0.03237684729064028,0.0,0.0,-0.312044785039521,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.5168910425015303,0.0,-0.9471206083295605,0.0,0.021618073396657698,0.14145604395604414,-5.471102665732915,2.0848998052931256,0.11913419913419913,0.0,0.0,0.8262282347282357,-3.9412719290267084,0.0,0.0,87.58812610966861,-7.134260163627507,65.67789488856363,49.84213093899043,3.6654584396272707,-5.6739180175784805
6,30.363926193224067,0.0,0.0,0.0,0.0,0.0,0.0,0.17415384615384652,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.3712849818954698,0.0,-1.2520933023022542,0.0,0.021618073396657698,0.0,-3.7725021063472175,1.4471533518954802,0.11913419913419913,0.0,0.0,2.211750000000001,-7.098849320589397,0.0,0.0,95.94489750525861,111.12945861411015,35.857701739247304,30.896162165434763,66.35811803023068,-13.711773680518963
7,30.363926193224067,0.0,0.0,0.0,0.0,0.0,0.0,0.17415384615384652,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.3712849818954698,0.0,-1.2520933023022542,0.0,0.021618073396657698,0.0,-3.7725021063472175,1.4471533518954802,0.11913419913419913,0.0,0.0,2.211750000000001,-7.098849320589397,0.0,0.0,95.94489750525861,111.12945861411015,35.857701739247304,30.896162165434763,66.35811803023068,-13.711773680518963
8,27.2376478306404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.18701253607503648,0.0,0.9219625041045814,0.0,0.021618073396657698,0.0,-1.1215072148033014,0.9136026272577995,0.0,0.0,0.0,2.0209166666666674,-8.37993265392273,0.0,0.0,72.28118383403874,51.78026363848299,430.5926703186132,-8.358604879197857,34.17223913199422,-41.44745593264687
9,26.03316298215557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03235796205909935,0.0,0.0,-0.02083090208892528,0.0,0.18701253607503648,0.0,1.8123485918730224,0.0,0.021618073396657698,0.0,-0.6511183259144131,0.9136026272577995,0.0,0.0,0.0,1.793,-8.629918034039692,0.0,0.0,69.47365698996775,131.8282904723006,416.4924658437309,79.69619740918495,62.92698913199424,107.02630818271714
