,Cement..component.1..kg.in.a.m.3.mixture.,Blast.Furnace.Slag..component.2..kg.in.a.m.3.mixture.,Fly.Ash..component.3..kg.in.a.m.3.mixture.,Water...component.4..kg.in.a.m.3.mixture.,Superplasticizer..component.5..kg.in.a.m.3.mixture.,Coarse.Aggregate...component.6..kg.in.a.m.3.mixture.,Fine.Aggregate..component.7..kg.in.a.m.3.mixture.,Age..day.
0,15.3299146457329,-1.2011894371292415,2.5842636664997034,8.348263222828082,1.9059896421191935,5.117443941625869,1.9936158057661153,4.648146570809812
1,15.34140924776828,-1.2460811037959079,2.596243666499704,7.855159056161419,1.2542742819238326,-1.3101584556602481,1.8725378501010903,4.576463515254259
2,1.0476188153969057,0.3057157085536567,0.06692027134787124,-2.4852203385658274,-2.349236990718122,0.4714610810900626,-2.193748853465967,9.635438364613854
3,1.0625257201588103,0.37492460473597666,0.06692027134787124,-2.4852203385658274,-2.340661990718123,0.4714610810900626,-2.185267792859905,10.366266503063567
4,-2.854005309049454,2.4314509236561825,0.05035664026167204,-2.3709436281316942,-2.745898897148232,0.46175900966916983,-1.6067563767226818,13.830185695717468
5,-1.1114922009560286,2.592691977243938,0.05910185985630502,-2.123749668095041,-2.288982021732202,0.4927373649830675,6.498233621501945,7.464907125450452
6,7.101249935513759,-0.29119403986885567,-0.07392513078095835,-3.9668440112567156,-2.679181782720215,0.22392054859852026,-3.022462037886193,9.730684576653095
7,7.257748707458774,0.598214465987461,-0.12005588490178944,-4.759061000218723,-2.627950726791128,0.1779954592866446,-0.7944914392362981,1.4866484766674979
8,1.4812145954933111,3.6954096946365507,0.12096135754977856,-2.158942588470271,-1.5075090810815879,1.1671252482421275,4.620415692210533,1.5156731396719902
9,9.91367250856374,-1.3259574345208216,-0.212084423605361,-5.6982528601047875,-2.199289466414364,0.16244835028570415,0.9001598273929896,2.2171515566553306
10,-2.819523420516418,2.308995370590037,-0.04248052545518943,-2.3065239601873015,-2.784140137227597,0.6293792712018397,-1.8427306772426628,10.450072137089725
11,-4.122835398551937,2.1091968101403817,0.2586385324944595,-2.9637826640169562,-2.0725794297708133,0.5621703520975241,-2.705710119216048,2.0243499750758236
12,7.8031175542971365,0.5038914892775924,-0.11020301811292452,-4.5194557530730455,-2.6887407947010704,0.1472512774845987,-2.8506387731219163,8.870526076202067
13,-4.029153932688361,0.9769735733290945,0.10209747142693425,-1.9794436462841374,-2.3708035582914033,0.20383630895522653,6.87026527328723,8.040676568517851
14,3.8497937272198874,2.259076007321347,0.005487236498213883,-2.400731993574051,-1.7406074615173543,1.5285233478600437,4.718098271200881,1.4740089232434683
15,7.656318611301183,-0.7206733542278996,-0.10910583205252647,-4.194552788071429,-2.466158085457102,0.8642263817585599,7.5181115236588445,8.209181601342804
16,-6.2930424960894,3.4261761732567773,0.3069989719269673,-1.8830326607995374,-2.3897280005608796,1.2047129752236987,-0.711938943555575,10.328102038850382
17,2.774895242069128,3.510595508474617,0.022770370698027738,-2.468686312851292,-2.5054922362733496,0.4726424477227538,6.431846002616136,11.212677035796418
18,7.0066272001935275,-0.23669410355516926,-0.07392513078095835,-3.9362440112567163,-2.679181782720215,0.21443367991165152,-2.982594521546321,7.280426728006642
19,8.412895722571985,-0.8799458332074307,-0.15262608122705876,-5.00294203578688,-2.50646205171428,0.09097931819922268,-2.296939308737745,8.955688328154622
20,7.783998539145623,0.3987205976692007,-0.11020301811292452,-4.5190557530730455,-2.6887407947010704,0.1472512774845987,-2.9563098282106193,8.063387038050672
21,-8.829806376266914,4.140709250814164,0.47981612231733584,-2.4547943300823905,-1.1572243396273043,-1.696189774117999,-0.650398862914513,2.061436368130058
22,-7.285146055828044,-0.4203842789961778,-0.07910562992229855,-1.5169672591421781,-2.3667938568773965,0.4000706536864565,-0.615319736668244,-15.568105777999683
23,-6.072818634261681,3.3547812866237288,0.3500061376438289,-1.9353670768799562,-2.377618903338657,1.2404701542733227,-0.6336342509276989,13.16922934511955
24,7.260547617236767,-0.9283120455529138,-0.10910583205252647,-4.226178163251803,-2.466158085457102,0.6594092461164242,7.367251502382388,9.449193818831201
25,7.240464283903437,-0.9030001407910099,-0.10910583205252647,-4.236861496585136,-2.466158085457102,0.6594092461164242,7.2841384071442965,9.766061675974058
26,6.99084285675918,-0.4835185835196495,-0.07392513078095835,-3.9668440112567156,-2.679181782720215,0.22392054859852026,-2.9569334664576212,8.397187627629895
27,2.8942318254857096,3.414896359112131,0.003103704031361124,-2.4932210168461277,-2.5365534267495415,0.47015701482232125,6.375895980599968,8.031237617796606
28,8.412402661098614,0.8904533607701739,-0.19422520080518424,-5.424460656453969,-2.6578697387719834,0.08186426863997123,-0.942816940591766,1.6582003043665778
29,11.254388576414632,-0.3150019663742293,0.01861361111111095,-3.7944513672602023,-2.2712827013176455,1.1701261657502673,4.612473515157029,-10.139017775228528
30,0.9868659079639355,3.2312515706139364,0.008634871432712646,-2.093548859615755,-2.2407377459224898,0.4859786908492058,6.3585554595530605,12.065048163377831
31,-1.3633128167454682,2.4006238719606703,0.08120463763408282,-1.9881353284580698,-2.2777113868115664,0.5628262610869641,6.529123455049723,12.622629364536097
32,-2.796853920160564,2.3483867569895134,0.04625330692833868,-2.355863944033287,-2.7716613971482316,0.4788684271634407,-1.6733647697185745,12.128983598231798
33,8.285385928199691,-0.8835005693046666,-0.15262608122705876,-4.957342035786879,-2.50646205171428,-0.03662068180077729,-2.1972703904011803,9.071183940287591
34,-3.361984217916551,1.4568248474308096,0.11685858253804556,-1.6917530033890202,-2.345626891624737,0.41545108338014813,6.8126122974917855,14.605365360341944
35,-4.36486616300565,-0.8204748523455779,0.2158192522652323,-2.0657668377505676,-2.2790351183881694,0.0283732236580928,-0.2261729473322726,12.12317150115134
36,-5.02479242925639,2.333873822665438,0.7436550946220146,-2.6594290131027445,-1.1831233999886206,1.1531830816515876,0.8245799091272868,0.917300992533863
37,1.0742169011415696,0.17658949402771967,0.06692027134787124,-2.4852203385658274,-2.349236990718122,0.41620171240319387,-2.103328247405362,7.135605256021391
38,8.457389770191028,-0.7886699457615436,-0.15262608122705876,-5.00294203578688,-2.50646205171428,0.09097931819922268,-2.355567880166317,8.342446964518265
39,-4.48641512632303,-0.7330223348630603,0.2158192522652323,-2.0657668377505676,-2.2790351183881694,-0.06345814889092682,-0.3388533691979888,10.388479741400944
40,2.908452932989319,3.3798819642962346,0.03570751355517053,-2.480648722473835,-2.479453426749542,0.5301677218930282,6.435310515702549,6.723929559039509
41,7.814241339400925,0.3775622432458459,-0.11020301811292452,-4.5190557530730455,-2.6887407947010704,0.1472512774845987,-2.9841006778838217,9.623193441891932
42,-4.342899496338982,-0.775761690290242,0.2158192522652323,-2.048148655932385,-2.2790351183881694,0.0283732236580928,-0.2176918867262121,13.020492430005097
43,7.580405198602769,-0.781649080184949,-0.10910583205252647,-4.221955385474023,-2.466158085457102,0.7375740080211866,7.458556382966201,8.48528085183088
44,7.753261324138406,0.41058565178175477,-0.11020301811292452,-4.5190557530730455,-2.6887407947010704,0.1377644087977301,-2.9563098282106193,7.484346067632202
45,10.85358856102706,0.32179838864093824,0.031716468253968004,-3.8445613195919077,-2.5397792080514776,0.9411680723256708,3.439090353479207,-9.792173257831024
46,1.1292961968683513,-0.21551221632531894,-0.020617147916092447,-2.5728699527340155,-2.354984914587695,0.07259588929467864,-1.3877554305762894,-15.430404365771182
47,6.924145508274333,-0.3029928084613743,-0.07392513078095835,-3.9668440112567156,-2.679181782720215,0.22392054859852026,-2.982594521546321,7.861820256145171
48,-4.344743442737515,0.09809630119863569,0.0006533709679682721,-0.1508237953598262,-2.2023873309788558,1.6008683898888314,5.82134127683651,-11.838256711563316
49,5.748430392874704,1.498388763789444,0.05529642857142838,-2.565950444105359,-2.6638245403781315,1.6168349439132057,4.253196532055595,-10.572424018468453
50,1.125671042555712,0.20391955347310523,0.06692027134787124,-2.4852203385658274,-2.349236990718122,0.4453010810900625,-2.172052186799301,8.780845625868942
51,-3.825116591418521,1.230632780554804,0.1136335825380455,-1.9017662436867349,-2.3708035582914033,0.20758464228855983,6.838290132124044,10.146093314143636
52,-4.537031576539482,-0.7594158791569308,0.2158192522652323,-2.0657668377505676,-2.2790351183881694,-0.08307064889092688,-0.3314344298040496,8.428183296517322
53,0.9404623126866614,3.0446549861425134,0.007269236512077629,-2.1278303962224223,-2.247450047509792,0.48993359705411205,6.364994798352974,6.982413571236309
54,-7.216176368587976,0.20594911572505203,-0.06502572672678182,-1.8380631435429866,-2.323692893438814,0.32630506606175924,-0.7843552981692139,-11.240392693068609
55,-4.265693210874433,-0.31771441396492633,-0.17621535687816842,-1.7978986850309668,-2.488585112679775,0.4808025950143353,-1.2995343250241744,-11.602313432309462
56,8.191104713303476,-1.0132243391459375,-0.15262608122705876,-4.95694203578688,-2.50646205171428,-0.03662068180077729,-2.262798961829751,9.176017496453648
57,-4.168982165799853,-0.7601536072036347,-0.2350602721113236,-1.7125924082924975,-2.4956701968821244,0.10831644102999284,-1.246216863399764,-15.456792869088366
58,0.9148218401036897,3.061101047625079,-0.011031795233953966,-2.111469833451859,-2.2698389363986813,0.47619288998340503,6.2830667101368425,8.645406135487915
59,4.0689724217739744,0.6246660751934306,0.044606063907156046,-3.389839414441073,-2.5168916983427128,0.27920909997233156,-0.6166278006816983,0.926653310871028
60,1.0732385178540453,3.302882933641361,0.008634871432712646,-2.0963626042044994,-2.2549460792558236,0.478568690849206,6.278511713691079,11.225820014244352
61,-1.2517225145476667,2.4048792826071437,0.08120463763408282,-2.007115739713481,-2.2777113868115664,0.5628262610869641,6.476313678485989,11.435173839510972
62,-0.5004445199356252,-0.12976416750524844,-0.06680294003253504,-2.627133026812647,-2.4232486480435607,-0.7606729454675655,-3.153733354326537,-15.263852339623849
63,-3.4430514157187475,1.202539673661697,0.11685858253804556,-1.7045003518738697,-2.345626891624737,0.39370108338014836,6.837100843438876,12.851426534451022
64,-1.1016022370310647,2.469877017802982,0.07797963763408285,-2.097205771991144,-2.2926042439544236,0.4843399912456938,6.413010753066033,8.993352911480276
65,2.7630452420691274,3.6243152048353746,0.022770370698027738,-2.468914343154324,-2.521660569606684,0.4652324477227539,6.357005590087491,10.307854115600666
66,-6.104988151805544,3.3559687866237304,0.35791788006807135,-1.940212316533919,-2.3758689033386573,1.2302116458699617,-0.6246550777616843,14.281074195130476
67,0.2697038094932031,1.1657739848878699,0.034608423178344304,-1.0431914972277143,-2.6776166432295687,1.3661933881759751,4.9813904367312425,-11.552813843756919
68,-4.352319902199798,3.1552063428893464,0.6460288074170332,-2.058720792923405,-1.085052901551152,1.4486499039919922,4.823560712185771,0.9601958884426445
69,12.467379472082625,-1.3899686665916464,2.3558043326369886,10.429741539720842,-0.07260474996725202,1.2793944632716454,0.9543908235874671,4.3581108435117635
70,7.554964100002286,2.555708140026634,2.004141179440478,3.036130977330915,2.3323099588755563,0.8754064134066694,0.390269797166967,-19.34808250799708
71,-0.14353357950185508,2.0486720019256697,2.0800493271400415,3.263264458243166,2.7459990824330074,-0.15814387670569385,1.7608007406236568,-19.56726009590556
72,8.849490455372559,1.6697957026146355,2.3216473947673446,2.4138593236295645,2.5968344861273414,0.2544957040057994,-0.4398700665969924,-20.04850494166782
73,8.813745386070947,1.6377138686419148,2.3083154851856973,3.3566408426540737,2.7884457756711325,0.8361364810182104,0.32209980057831566,-19.964849581567858
74,6.520730210966764,0.16306483529938023,2.236144221473633,4.177607066909123,3.3279545173594487,0.4992913121443427,-0.9056104576816263,-19.000933648218627
75,11.806791903913394,2.2597349165330107,1.3201224949481594,1.106843159123823,3.303556122413939,1.445036739090789,0.25227156223853076,-18.900028840009213
76,9.997218313106112,1.6930189894001149,2.177133853803748,5.570643488213552,4.396512830078495,0.4108981452113941,0.23440150642126847,-20.251179067982257
77,8.849490455372559,1.6697957026146355,2.3216473947673446,2.4138593236295645,2.5968344861273414,0.2544957040057994,-0.4398700665969924,-20.04850494166782
78,7.161833582670387,0.0705259317138618,2.2818211279540916,1.9511226876950403,2.439875029098438,0.4538820928693325,-1.3081435004947939,-18.784168893253923
79,11.32266580124224,-0.7499025885050733,2.4668951932241523,5.6535830060942445,4.4527947663042955,0.10913803381092672,-0.0031994464700273685,-19.141306707448333
80,8.849490455372559,1.6697957026146355,2.3216473947673446,2.4138593236295645,2.5968344861273414,0.2544957040057994,-0.4398700665969924,-20.04850494166782
81,-0.233812328180064,0.7559503849309392,2.4900323249073355,2.2518848092544674,4.359599775628501,0.2583945355792346,-0.33477996986443875,-18.952021474003537
82,9.071580725675728,0.9534437619336746,2.331176239153951,5.98645143846216,3.103802332799077,1.2193573522343026,0.5865825631351606,-19.946146355141632
83,7.27914387219015,2.6870552754632024,2.2205328731533354,2.749278481646277,3.0176667258421164,0.9452655610673895,0.521006112545784,-19.855200843655826
84,0.8314176739567145,2.4712031310709004,1.1711792417737548,0.3405851519598962,6.808971613144855,-0.005286987063448301,1.8975437780180218,-18.51316554460826
85,7.146638378078837,2.175037886569093,2.384719442019628,2.3438023763268694,2.1814237348733587,-0.6361431711553178,-0.6057881076018048,-19.582409147524892
86,7.27914387219015,2.6870552754632024,2.2205328731533354,2.749278481646277,3.0176667258421164,0.9452655610673895,0.521006112545784,-19.855200843655826
87,-0.7119446700734262,0.7341643980112807,2.71820791650528,3.3957865227622492,4.50509136907643,-0.3563375307373158,-0.2874278805687063,-19.381692066723364
88,7.27914387219015,2.6870552754632024,2.2205328731533354,2.749278481646277,3.0176667258421164,0.9452655610673895,0.521006112545784,-19.855200843655826
89,10.33742803695632,3.2262384916765985,1.051651740772631,-1.523287907246726,6.845154938925538,1.4214562497263907,1.319624101481505,-18.597017594039823
90,8.672597335669339,2.705125847852082,2.275126352953265,6.014216228470239,3.691216825212052,0.8304403894451996,0.6149044784890085,-20.51627939983875
91,7.27914387219015,2.6870552754632024,2.2205328731533354,2.749278481646277,3.0176667258421164,0.9452655610673895,0.521006112545784,-19.855200843655826
