,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,-423.0080739409953,-950.3449052919971,-388.8686999772683,3.6461307779494114,79.99178375363317,-59.63144588426478,-40.64644359168325,-985.5075475987758,-259.5403220753364,-261.76950953377354,2.0064341833050916
1,-441.6384917003573,-949.5791091966717,-406.95024422412206,4.620751164076409,-88.50347054889268,-73.24921115733835,-53.72980077911799,-957.5525545176795,-272.88941570292417,-106.62869646645204,-44.83235604973383
2,-330.85617438099786,-812.1444093984061,-331.79098370430825,2.7703157310889064,-43.03210108892353,56.99583226216948,39.418252876237965,-1294.4789472194077,-567.105414597254,181.22711980875988,-24.016089468182493
3,-319.0722450632161,-837.3930419605315,-317.5628107550435,2.7888267870921624,-23.639173502548175,51.86343720437788,38.53497736602439,-1206.8536187996658,-535.0559839162229,110.60530269255175,23.05173076797868
4,-314.5589488914514,-829.1850657505393,-308.6096548625468,2.972842080395431,-5.019187132100314,59.492471996931194,38.69894826598558,-1196.6895435981505,-511.75306839518356,178.0048706441207,13.053736463338398
5,-321.20944523317746,-827.3379154069582,-339.7877479634965,2.7893480896220066,10.482637745371443,53.35241093754422,35.549238207326134,-1224.2590524464874,-511.42613557270533,145.57743759703834,65.18662486672511
6,-322.6299267448623,-835.4344747327582,-296.4242982458779,2.487356645278248,47.82865752574652,53.53696534684499,-27.712786318447023,-1262.8910581692917,-554.1974976262095,176.84823070015375,18.626232440230996
7,-352.94217483200214,-804.6027975412348,-347.0144515776814,2.269528729546383,64.20271404877454,-99.86693619893454,-32.558877157418166,-1358.483429662277,-622.7525272473379,110.7819669413636,-54.395614682004364
8,-343.70175111757726,-757.4874661918691,-348.2814270642278,2.3625681082809216,-54.347448106161856,-105.32261495541879,45.67428396378716,-1349.6464457403406,-597.3649555531332,152.1669074551923,-224.39424997773446
9,-333.9994969560194,-815.7421766739576,-331.164688658074,2.591793105374239,-41.48878884491225,54.36774504051846,39.00959515395761,-1303.2785811475055,-579.8624324860679,167.66082683845534,-4.606394550990339
10,-347.8438373019581,-797.2319300030537,-335.292577780987,2.4651533005077098,-29.344941267427096,33.06365009415806,-25.32152373121297,-1303.7516972088913,-590.4545780372333,-51.151609098053335,55.501291854950864
11,-333.5265613238684,-788.5261635513989,-345.6769310514094,2.5704872459949852,-5.576841396299546,49.37850381118321,40.93094828039642,-1277.1807984009583,-580.3413103775989,90.27958338475266,-104.55351580000068
12,-329.9289762151825,-768.9398637902896,-336.4329594964649,2.5947881245631828,11.673060472635902,56.35030419074514,41.643932204320386,-1309.3448677912213,-573.1386319205379,170.63610059466987,-87.08548555244984
13,-337.3714526639085,-849.4393389294974,-349.612010206704,2.4927350972989877,48.972320519846114,50.12691955763336,36.07252697731026,-1286.5316953584593,-575.1074322420615,119.03172440759042,49.15310366175616
14,-333.7497302888885,-802.0125138139053,-315.72665626816257,2.695336987862106,60.537475495437114,-111.60814423658583,-31.26671075264565,-1288.2958839212292,-547.5999708491132,142.55807140473283,21.106127063299912
15,-335.62728740988007,-793.6469906132363,-327.304417836515,2.5406903053548935,-47.09472482292712,-115.6373574450832,38.38269560177117,-1277.4200618678494,-546.8220497302461,149.50995093501209,12.856953704384452
16,-315.4314286633231,-801.8029648323266,-324.80314577025763,-51.52948465458757,-38.68759544139394,-101.91994118148104,-27.650929222390612,-1316.4593421405182,-584.4196448533723,110.67828336357601,9.183594216877186
17,-267.11116234533483,-714.8261719943986,-294.67537137750315,2.565141784765277,-29.2610495880464,22.37399212081361,-23.072817821512334,-1248.7888089413887,-554.2072257777456,-570.4159717255328,15.726846486680886
18,-412.87253708438016,-866.4017246416934,-290.6159023213892,4.56082738756367,-8.901165831286999,40.39257446454964,-35.42033356815108,-902.2264648636465,-280.28435954744674,-155.98192960794367,-8.021583565387084
19,-321.3028502315794,-812.9522184611027,-279.5237128989903,4.096686553701176,13.167253740026776,53.94740747481225,-30.45649773628552,-1025.9862228674965,-406.0001824438744,134.7679629398644,18.059774751716816
20,-316.7695383471907,-771.0389431605615,-316.8014304139027,2.387990294655547,45.03949069071267,67.12653537837988,43.907095442589195,-1269.4706580931183,-555.4707486254923,187.0471134924798,-172.8795058377561
21,-356.71018739259,-827.7779130753297,-368.75080298195525,2.29861986893847,60.05704417268629,-96.25177773449145,38.37326399221152,-1415.348106971912,-633.8926262142929,173.05419456872661,24.025692588812092
22,-355.9712115315791,-766.2072946294882,-362.3552483983569,2.4539671749231373,-53.00886561867003,-98.7087840182042,37.51811009214539,-1403.9370084209702,-624.4706676287384,155.56151048573287,-24.80710668599628
23,-328.30960523091034,-804.7321837610505,-327.00896366264806,2.469817409689369,-40.99970546416327,53.72154794585012,38.356838101740934,-1296.5010322486278,-579.788727287243,164.72911805862122,26.370296959540624
24,-288.7382262245063,-759.4722226665561,-273.2548626659497,3.147360139448949,-20.723767963601617,66.26356919969952,-24.291673402101477,-1099.1166759356088,-462.1757478230966,125.77700892789049,59.65263923517506
25,-208.01328373916556,-681.6441728172821,-266.76424663506623,2.270505274793162,-15.22921569209643,20.337832404345203,-314.2451837986016,-1156.7650102490763,-517.4753812829343,-578.3325450137525,-96.87189763036434
26,-377.77663152799374,-885.6952971378605,-391.4355051438768,2.5487163554248147,-7.6014061336409355,23.882529171599145,32.52328777326134,-1380.3331766297767,-621.1437486378325,-159.78546749543926,31.28410022693112
27,-336.38751199135515,-748.7156090780306,-308.2076622091121,2.6710357534522466,52.933911218230755,30.36388971917502,-23.24305592017334,-1277.0229330150707,-581.1981460275841,-295.6343043240478,61.387786695303205
28,-355.3416834911814,-829.7559096067474,-357.57444692399963,2.3883379928960724,73.77099756708826,-67.66201323089281,37.69053479729735,-1338.823679845465,-589.9397636561471,42.52406168037935,34.95096553756429
29,-353.15130346741967,-743.9674662448333,-342.37529695031606,2.4121277202365894,-54.1269055441471,-53.790542471480265,34.93069274308364,-1300.0001769236835,-515.0465746682324,-114.70552855263153,95.02837518020391
30,-322.73481043142914,-796.5853670111668,-289.5211110881869,2.584333714698595,-39.50052874482285,53.670085204414285,-27.424685180516747,-1226.0328212300155,-555.9518504025965,105.34157500438188,16.302580986038382
31,-302.11247599912934,-629.907821799726,-181.19172187512768,2.719638438639482,-31.32174975642931,22.14127602821853,-27.61829994165856,-1247.6557019273466,-568.3369800345946,-331.24815280830677,115.22939049625836
32,-312.3490624914537,-663.9250819886668,-185.97054223165645,4.4727957766469135,-4.721137339673005,30.0540218108794,-37.6175578991974,-1033.2829288366454,-452.42523154264546,-225.50979057755922,-62.88808385924962
33,-314.92458688339,-770.0600253745617,-242.496485131326,3.366370739141749,12.834572435052808,42.413752194014386,42.970864700805926,-1256.6595503965937,-575.1675978648324,179.98902600260402,-55.00893960013507
