,class_C,class_D,class_E,class_F,class_H,largest.spot.size_H,largest.spot.size_K,largest.spot.size_R,largest.spot.size_S,largest.spot.size_X,spot.distribution_I,spot.distribution_O,spot.distribution_X,Activity,Evolution,Previous.24.hour.flare.activity.code,Historically.complex,Did.region.become.historically.complex,Area,Area.of.the.largest.spot
0,-0.0013832024653620838,-0.006551465010483746,-0.029408045677897367,-0.004000627699514964,-0.06053801402640377,0.0017599559601726535,-0.00761640258164177,0.008092810107830773,-0.03272617712651922,0.005577774249694264,-0.028148416302749352,-0.002432706378069235,-0.0478283100206448,-0.029270254274891324,-0.03740773136673974,-0.002943244396075651,-0.004090744831951581,-0.019247103238333722,-0.0008061999860854112,0.0
1,0.003960051486508118,0.044865791548574084,-0.0414811452353474,-0.006413796032343679,0.026188820153028522,0.002429413292326737,-0.015308384631230711,-0.059241528132363816,-0.03193551547574833,0.025070876660903216,-0.04643517123451931,-0.03243303046225085,0.02593293488212103,-0.03654379536340635,-0.0023083015513928945,-0.0044166513770703235,-0.016883189326853742,0.0028693090705977837,-0.0011957045806539716,0.0
2,-0.027986448772321,-0.022459915445857397,-0.05025874660889534,-0.00619729010099422,0.03548216536082366,-0.0024867609837465497,-0.017151131968725645,0.016937489599809785,0.042931848077039904,0.02133341022040808,-0.030350951092677186,-0.022474114238697312,0.028122083735547525,-0.03342224867492194,-0.0015335830019723063,-0.002864248306115244,-0.03185833049969027,0.003625997307891601,-0.0021388173862735772,0.0
3,-0.0002517153938769018,-0.0069370717237018,-0.027912913400579942,-0.0040859350561531045,-0.055198886280746436,0.0015509573324178371,-0.00770801611958804,-0.052638111888121605,-0.005830921623817181,0.0056939822007646,-0.03413398834075324,0.000644089014525809,-0.04532004639045893,-0.028843116069542356,-0.008040806560509307,-0.002871833805828222,-0.00318828652532686,-0.023089284448284914,-0.0008061999860854112,0.0
4,-0.0009945425588734219,-0.008455463108127932,-0.03264418119290356,-0.0038661372813581433,-0.05564242258713538,0.0005159320306305128,-0.007892018350115965,-0.00044863617817153555,-0.00607349302460471,0.0032055839885499118,-0.026917739930674398,-0.00216835133766304,-0.048934973002004126,-0.024183461704733795,-0.06890650217628215,-0.0024847585940306555,-0.02114372049584966,0.008629625801555593,-0.000562845363873569,0.0
5,-0.008812347399453208,-0.006296046576121358,-0.0585041993881289,-0.012234119903608818,0.031119080712101246,-0.004867108079506158,-0.04457887544831416,0.08671601310531883,-0.011202374955838333,0.03234155003512836,-0.03821995095340425,-0.01929552149583915,0.02504684083461017,-0.03188507082221528,0.11840380096848094,-0.003593225242729265,0.010802172754929827,0.0027437442979306847,-0.0023292351857748814,0.0
6,-0.004489700531360752,-0.015613489718216144,-0.04334087796406628,-0.005397403280060758,0.02507781687320368,0.00017653709180716495,-0.014170233974615339,-0.0006205630997884732,-0.01455590501078493,-0.08311276751252655,-0.03227556023676636,-0.013763954966141651,0.02185809786745823,-0.03014092240961987,0.02025928245271046,-0.003908763010949592,-0.021547296150431137,0.0022753797697730675,-0.0017410603550783966,0.0
7,-0.017600438300284172,-0.018344332801286126,-0.0628287096972881,-0.011165619269659742,0.03011567501208684,-0.03932779208011205,-0.022903573803291097,0.0011687868704744753,-0.05097303849580402,0.03369793586114783,-0.04002650772238939,-0.022117085113345095,0.02535401393745565,-0.035208983466346225,-0.053132146936897266,-0.0035319779243855147,-0.012111756475343544,0.0029418418156989313,-0.0023292351857748814,0.0
8,-0.008812347399453208,-0.006296046576121358,-0.0585041993881289,-0.012234119903608818,0.031119080712101246,-0.004867108079506158,-0.04457887544831416,0.08671601310531883,-0.011202374955838333,0.03234155003512836,-0.03821995095340425,-0.01929552149583915,0.02504684083461017,-0.03188507082221528,0.11840380096848094,-0.003593225242729265,0.010802172754929827,0.0027437442979306847,-0.0023292351857748814,0.0
9,-0.004489700531360752,-0.015613489718216144,-0.04334087796406628,-0.005397403280060758,0.02507781687320368,0.00017653709180716495,-0.014170233974615339,-0.0006205630997884732,-0.01455590501078493,-0.08311276751252655,-0.03227556023676636,-0.013763954966141651,0.02185809786745823,-0.03014092240961987,0.02025928245271046,-0.003908763010949592,-0.021547296150431137,0.0022753797697730675,-0.0017410603550783966,0.0
