,Sex_I,Sex_M,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
0,0.8307339049191561,0.1382384582292501,0.4245070308605163,0.5037410323965853,0.03227082479738316,0.370228031637347,0.8679855230283616,0.12309158955303105,-0.3538392491444619
1,0.3546539795554215,0.015951545262073347,-0.008268278049079042,-0.5622978633612066,-0.9354652413937428,-0.5793168031516103,0.8152102549293562,-0.1570979507416616,-1.7264124967723955
2,0.19409845529787695,-0.007622556768565302,-0.15645819441495695,0.027769239959985297,-0.2399376803265659,-0.36806966119277496,0.5950957219594715,0.21763368166780903,-0.7455518599050756
3,0.2294304095170544,-0.019084504687452025,0.2960477395633943,0.1821270922902187,-0.16727411798603264,-0.2801137154976724,0.8017585944591761,-0.045954762820162136,-0.9999795885613524
4,-0.20370041337530423,-0.04937942688041113,0.10942471867734847,-0.4333470181558834,-0.9138330231826104,-0.519349847976856,0.8112915902298713,0.08391485359057779,-1.9880642866495408
5,-0.3409110687402324,-0.007240217604985679,0.12330025514543995,-0.0703863555488149,-0.9688214078345087,-0.325662825018148,0.7044285007176273,-0.0026575969031989925,-0.8950921379360385
6,0.16796683762465253,0.0992905369681898,0.27085365126699346,0.6722923543385381,0.5079605866140086,0.4754233147982414,2.1664775871144566,1.0482538619618473,2.058438415590339
7,0.2507421341592208,-0.0012569298949455753,0.20616290742528817,0.45365435650902264,0.31945153810957727,0.11050565475216792,1.367750868257033,0.31210835201919584,1.3278382649406746
8,0.17902275460376277,-0.012359651680275224,0.06106551352930171,0.012906433818627735,-0.18508253367143768,-0.4697518619177725,0.6927207216758102,-0.09576481300311865,-1.035799417077694
9,0.16338853019571078,0.08727526564126106,0.3871140960887714,0.46992940711761605,0.5042829390014789,0.6092772697456416,1.9285716677821136,1.1327783799329796,2.4243395907716234
10,0.32344337797391537,0.003293195112142121,0.09199896880382857,0.38160398847641797,0.2193195876851397,0.10051001564693177,2.0103820159956736,0.3595011868848884,0.0369048096982648
11,0.42709689420055197,0.019702755907735493,0.16684302384097138,0.29027118429838833,-0.6517851025727268,-0.44336757060518367,0.778696335319759,0.127358211401459,-1.0678585855138176
