,class_C,class_D,class_E,class_F,class_H,largest.spot.size_H,largest.spot.size_K,largest.spot.size_R,largest.spot.size_S,largest.spot.size_X,spot.distribution_I,spot.distribution_O,spot.distribution_X,Activity,Evolution,Previous.24.hour.flare.activity.code,Historically.complex,Did.region.become.historically.complex,Area,Area.of.the.largest.spot
0,0.004653429591295583,-0.010900571401541359,-0.060000586854156386,-0.006486377738525415,-0.09233651061553029,0.0014740147738501969,-0.010773834352018282,0.0034268775733073296,-0.026553298042053957,0.014565519547530055,-0.016502190993381023,0.04744072980536048,-0.08824480500207475,-0.03708340189133061,-0.018533483389175036,-0.005413187383263823,0.014588699245345121,-0.010067698293616523,-0.002221429645687511,0.0
1,0.00885281504423367,0.01902995841944329,-0.04457814498344726,-0.005176602753155056,0.026105332754240387,0.0022253358354700414,-0.018338281724022187,-0.05562781955326025,-0.03214367677373233,0.018976833974982715,-0.030861243491614527,-0.05646131420787286,0.02016101940155796,-0.029304754543604955,0.0006843701646981152,-0.007008340699790538,0.01744778801138816,0.004012537737950194,-0.0012748289225868112,0.0
2,-0.025895466610737695,-0.019093547635293383,-0.07643704882747117,-0.005752093024610904,0.02821919691202479,-0.0021144902198820033,-0.01819625576521555,0.006961758573665843,0.03939860241828824,0.018512181977038487,-0.0187034476372086,-0.022540606533677687,0.020463235660936944,-0.023754788002682062,0.008337469088850729,-0.0028453228689860476,-0.010475131492861037,0.0028470727987018564,-0.0016809115902485668,0.0
3,-0.0018783210107203715,-0.004203312474623694,-0.05029012957765768,-0.008917721089222765,-0.08798879707007772,0.0012599086356502873,-0.012449998099852592,-0.05699703723306002,-0.00613957478204063,0.012608525887335499,-0.03169399504396856,0.045881232640738394,-0.06395956242844177,-0.02943983322831512,-0.008715825019942032,-0.0040359966585752595,0.017057702025942215,-0.00848728602717694,-0.0005780845116572555,0.0
4,0.002953579300693396,-0.00886098485811249,-0.05825405641004358,-0.007327005737229274,-0.06192061659465246,0.0006237703916667549,-0.012876573514940216,-0.0025399762531145608,-0.02212904208041629,0.010780717944521553,-0.011659219425301343,0.04091106946881241,-0.05751156303673017,-0.029200340586554182,-0.07663089088867579,-0.004591645485747385,-0.002695248007673217,0.0025661161053158067,-0.0006061953974853645,0.0
5,6.504825381034765e-05,0.006623195421112974,-0.07101940699034814,-0.007534572808725904,0.0367505682035966,-0.0023612428542008146,-0.02868540494616434,0.04317722447713878,-0.004579874163847413,0.034906027744539776,-0.025482978105539057,-0.016183108768008974,0.024061466348976466,-0.023030386927665684,0.06064806823320215,-0.0012354429307485598,0.03990459171839448,-0.00013943761693411622,-0.0005292070310221434,0.0
6,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
7,-0.048276020447207614,-0.021920120486278703,-0.06720010133521896,-0.006184484416201086,0.023584095448810172,-0.012603766098144974,-0.022051247607764068,-0.015658462410772137,-0.03883369077928604,0.014500445741092669,-0.030536192341929877,-0.034151954126043015,0.017501267453057804,-0.02916889472156882,-0.03140625094447555,-0.005007723606649478,0.009396751384412191,0.0019436389586833626,-0.0022502334398596465,0.0
8,6.504825381034765e-05,0.006623195421112974,-0.07101940699034814,-0.007534572808725904,0.0367505682035966,-0.0023612428542008146,-0.02868540494616434,0.04317722447713878,-0.004579874163847413,0.034906027744539776,-0.025482978105539057,-0.016183108768008974,0.024061466348976466,-0.023030386927665684,0.06064806823320215,-0.0012354429307485598,0.03990459171839448,-0.00013943761693411622,-0.0005292070310221434,0.0
9,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
10,6.504825381034765e-05,0.006623195421112974,-0.07101940699034814,-0.007534572808725904,0.0367505682035966,-0.0023612428542008146,-0.02868540494616434,0.04317722447713878,-0.004579874163847413,0.034906027744539776,-0.025482978105539057,-0.016183108768008974,0.024061466348976466,-0.023030386927665684,0.06064806823320215,-0.0012354429307485598,0.03990459171839448,-0.00013943761693411622,-0.0005292070310221434,0.0
11,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
12,-0.003645224477731191,0.0004581040858404093,-0.07773076433152336,-0.021248900290466697,0.028529410279714004,-0.00106642965353767,-0.026297048386595082,-0.01904636896125154,0.001466704003019143,-0.1364653805210372,0.023589035776203016,0.04791746934634455,0.018269801541433126,-0.06718358309540344,0.0016907390273582475,-0.0023490441700230475,-0.06046472020588735,8.755893203651159e-06,-0.00040066092532560173,0.0
13,-0.05041664053736513,-0.02070889294461308,-0.08849160336934361,-0.009858694620590627,0.03189224384349141,0.00025543640440400843,-0.025786421064701723,0.016742806973110053,-0.02626084039809563,0.01734704361748699,-0.023622050146075945,-0.03271824861038508,0.021049967865617983,0.05621012647147133,-0.0117927543491393,0.0035695473513568782,0.0038418669478246657,-0.00511992916928076,-0.0027368502166186526,0.0
14,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
15,-0.007895505557394556,-0.011302340408672026,-0.06734773737479406,-0.007942950583920546,0.02364156073003197,0.0007713534910514638,-0.02147078303442004,0.00873128330880542,-0.01332446704835685,-0.08653359029852292,-0.01621690950328171,-0.026908946766866067,0.015304557113937365,-0.030934555757223803,-0.003606244526660597,-0.0033080244357956605,-0.014340858648858609,-0.0009712321738677259,-0.0003301973735641368,0.0
16,-0.005059200955979351,0.014492178651081539,-0.0334005144140398,-0.00818768319124505,0.037820818984974865,0.0006310318458539484,-0.02864972539427116,0.026885418610371775,0.013717624110557243,0.03243100909840131,0.03635073299027409,0.10315206622007105,0.033323324003928595,-0.06514655263365884,0.03228721584819186,-0.0021065221184357924,0.05604034647228831,0.005361750469232581,-0.00114466264650208,0.0
17,0.002556022439961274,-0.011580814862727589,-0.07019826933224632,-0.007144395363384373,-0.0844493891117682,0.0014072177108482094,-0.010082684641035745,0.003730560221057046,0.008845687601111266,0.012905241655140091,-0.013182103312042717,0.043902595881297204,-0.07897335367842553,-0.01863913399102901,0.020890285332641666,-0.004432824642819415,0.009529308644387596,0.0027317133483536447,-0.0019365598929611102,0.0
18,-0.007895505557394556,-0.011302340408672026,-0.06734773737479406,-0.007942950583920546,0.02364156073003197,0.0007713534910514638,-0.02147078303442004,0.00873128330880542,-0.01332446704835685,-0.08653359029852292,-0.01621690950328171,-0.026908946766866067,0.015304557113937365,-0.030934555757223803,-0.003606244526660597,-0.0033080244357956605,-0.014340858648858609,-0.0009712321738677259,-0.0003301973735641368,0.0
19,0.01884783371242083,-0.03436057027246664,-0.06286930334391687,-0.01502917233972792,0.028529803211364734,0.00272418087868693,-0.02208637644670574,0.01354424750957483,-7.781373409341227e-05,-0.08817220222159648,-0.03354975767271627,-0.01993337702157111,0.022874910436078,-0.057199692825087765,0.02020651047986011,-0.004160770179577659,0.04144915276925358,0.002184604433224995,-0.0009820319936249973,0.0
20,0.002427586680961794,-0.02069987637025759,-0.052537685141324,-0.009245161879268963,-0.06959726982082866,0.0011504109287715505,-0.012608010655308192,0.008024846354131074,-0.0007763671260782774,0.012699071977585732,-0.009188846561087894,0.031280866920154145,-0.05946367952640746,-0.022573038779748502,-0.004246965082916916,-0.0029964399140526487,0.02620155147682184,0.006220660821402628,-0.0006432225360165872,0.0
21,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
22,0.050469128869540414,0.004591951932088336,-0.07044045852227061,-0.015328205841656338,0.04843407755967505,0.005301323811315156,-0.03048445123267883,0.025156669579918647,0.02603890281371943,-0.05982942497141164,-0.00014714090212214216,0.014425816317165153,0.03916369510064906,0.2980836715120555,0.08669358697901038,0.009800044321212417,0.14600304329956704,-0.0008058422765496851,-0.005609644930043612,0.0
23,-0.021635489743537028,-0.0026818010748776446,-0.04592258289303256,-0.005429045438680595,0.02408343343899004,-0.0018391967199084427,-0.018740374780960623,-0.010853049822945956,-0.01687913608481218,0.017922034512938716,-0.040864527091337755,-0.0382456933539387,0.017854665935770817,-0.021807018115048635,0.006572813980755635,-0.004941559019029721,0.012856765370063418,0.003504415689314764,-0.0015437388378945877,0.0
24,0.01884783371242083,-0.03436057027246664,-0.06286930334391687,-0.01502917233972792,0.028529803211364734,0.00272418087868693,-0.02208637644670574,0.01354424750957483,-7.781373409341227e-05,-0.08817220222159648,-0.03354975767271627,-0.01993337702157111,0.022874910436078,-0.057199692825087765,0.02020651047986011,-0.004160770179577659,0.04144915276925358,0.002184604433224995,-0.0009820319936249973,0.0
25,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
26,0.020921603852529416,0.07781933473013489,-0.0880187952126554,0.00876491502919405,0.058433695857531234,0.014883850672863118,-0.03546546097833794,0.04467406930688008,0.13307328799333326,0.04177553441507236,0.09984626803514039,0.15115408786245726,0.05796308029767952,0.4710347229172001,0.05420741234840579,0.06627925686619518,0.12836067796559913,0.0018907070383442698,0.0005249157780380966,0.0
27,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
28,0.00885281504423367,0.01902995841944329,-0.04457814498344726,-0.005176602753155056,0.026105332754240387,0.0022253358354700414,-0.018338281724022187,-0.05562781955326025,-0.03214367677373233,0.018976833974982715,-0.030861243491614527,-0.05646131420787286,0.02016101940155796,-0.029304754543604955,0.0006843701646981152,-0.007008340699790538,0.01744778801138816,0.004012537737950194,-0.0012748289225868112,0.0
29,0.009362093169893762,-0.015227364806341898,-0.06387787609014837,-0.005984022664924875,0.023320481696166687,-6.827970768276099e-05,-0.018195127684613295,0.0031600684977904575,-0.017626756330239718,-0.07338475294344461,-0.014128539875051605,-0.02985623465297429,0.017407743832096634,-0.026310479040204133,0.0065975370636316335,-0.005944234496371239,-0.004557659844353562,0.001980170346195345,-0.0016981506348777752,0.0
30,0.013282535816668852,-0.009564023549041846,-0.09962471819620301,-0.012276392460312306,0.019245011342610866,0.0009618802708702972,-0.02237131612697183,0.01045816521329,0.00649153450505625,-0.09284670956577137,-0.02657066940864686,-0.02057158071756043,0.015479278139313818,-0.04014534008401066,-0.056238260367803085,-0.00662864289365316,0.022262448293688564,0.0017384774888016602,-0.0010497827659923583,0.0
