,motor_B,motor_C,motor_D,motor_E,screw_B,screw_C,screw_D,screw_E,pgain,vgain
0,-0.006503283446116285,0.02692534192530428,0.06862572705484947,-0.23361959675854133,0.03993172605146138,0.04956089329648239,0.05319095433417549,-0.25790831243237705,-0.8061048422303189,0.011411804636222237
1,0.01861538594464891,0.050752399484875955,0.08374799104344002,0.06607963200018846,0.03044745661971157,0.03769157993122852,-0.2329853166295313,0.03584747617656209,-0.9891336391256763,0.033448746885684465
2,-0.003422415072927505,0.03676990535736931,-0.48870397979668034,0.033909818807530995,0.028403046969963795,0.03528549011267649,-0.19236994572607163,0.03081594162887686,-0.475156050604055,0.09860424495445824
3,0.02031266436276427,0.12404397862415899,0.3529026075186148,0.06228515736968278,0.1832395842912268,0.18764838858263067,0.20017478540981012,0.1640864974967741,2.4639682603434787,0.24474963653200638
4,-0.004054849500660305,0.024075710316921472,-0.4062344935968707,0.03264088260778477,-0.06744799729024982,0.03671430462910644,0.04103312760807248,0.03688060368063706,-0.6764305324624575,-0.00491587146114727
5,-0.005401843109236242,0.03053327160707176,0.09354556317417848,-0.17778382567852313,0.03813478656709587,-0.24036897451857683,0.05640953225060735,0.05041132264462863,-0.5365412129113882,0.1938242853052789
6,-0.021080312087438897,-0.2591342432848897,0.32881156673303863,0.023802459877412745,0.14216694207122216,0.1907750412245546,0.29004727908341255,0.1880388161807363,2.2867176550592645,0.2972424306738236
7,0.008422895746189202,0.16100393567144264,0.3835677768373559,0.08213432381731758,0.19360556968072165,0.20106593684290167,0.21065534078547804,0.18284333143777037,2.4583458962551683,0.24577221845680164
8,-0.0038508040258019263,-0.07603662442053576,0.09110670159291302,0.04554895778978455,0.06189451160097534,0.0692594914852387,0.08354731888855278,0.06468754714380887,-1.040296207769492,0.055402358445692176
9,-0.002016178014593241,0.045966625474930266,-0.3501267711680114,0.018955808256976715,0.06699759327720556,0.09102543796906293,0.09466578653285228,0.08978055030730164,-0.5603846541511215,0.01089841304653462
10,0.011661485302211411,0.0373516076365364,0.08963718699832447,0.07086644294603646,0.03201213819369803,0.039250604561765136,0.04313747979020739,-0.2128268512136194,-1.0454010237099263,0.044447489425900454
11,-0.006231445131445598,0.025727929350144473,0.06793410256448545,-0.20790583242167263,0.03989015079195513,-0.1980600957729124,0.05918830268912316,0.05549123698128627,-0.8303365638852782,0.03131327016544962
12,0.012477540186690981,0.055810159651065866,0.0817450431602866,0.05447491888965582,0.022630303244946033,-0.2662967842720523,0.05025307581843852,0.04922140868612838,-0.9262471252742389,-0.18480812685978187
13,-0.04387064263930985,0.08346849122162445,0.19216439625800366,-0.7651602709020174,0.12204390265432809,-0.8618643460926753,0.1658672680137368,0.18111992902810414,1.4834823622251,-0.18986042823575755
14,-0.0027724079226166777,-0.06509497082508393,0.08134676816078323,0.05913745365705406,0.028311419626095635,-0.17596863237046537,0.052691836083728634,0.04003632974328679,-0.9397239024711722,0.05917283784952466
15,-0.03798769345279844,0.053095416341355006,0.23212684415580964,-0.6832728581753464,-0.5600142313097657,0.2140891481818037,0.22250844426371008,0.21759503669983488,1.7531313873610033,0.2561282634655357
16,-0.0338743330525817,0.07576705248669968,-1.2533508312876644,0.08523743931771348,0.06804606375354776,-0.38898489543221415,0.09514814023363452,0.11738268977620185,1.2074186317256326,-0.1154086399898302
17,0.009692282164303578,0.035507295693043076,0.08584262640736418,0.06284888374387071,0.03190163860220905,-0.18996758842711128,0.043359001762134135,0.0377010294164919,-1.0301794112388207,0.029805846107647548
18,0.007614337508592324,0.03258027777535179,0.09121126037354665,0.06079629943979039,-0.10113732556233468,0.04548300673217039,0.04936989937995743,0.04347487688945049,-1.0542129911081188,-0.0012926193972713023
19,-0.006664472844671969,-0.09634807746768084,0.0872761759408314,0.03970921778397293,0.025598724715662928,0.0416592109285534,0.0587683607500318,-0.25677137931563493,-0.8796041695016366,-0.07336320365829183
20,-0.006814130011861589,0.03773325694049947,0.09945011215704314,-0.16728003808645914,0.038108965763181374,0.056114141941387974,-0.2603548082653348,0.0507637182204079,-0.46925597470133495,0.19179657577360917
21,0.0017808224631681198,0.06610627989437559,0.12096407653782651,0.06222681242988935,0.030597029070044624,0.04171365845572298,-0.20730398736536274,0.031760680541940076,-0.6829705611209387,0.20700975302447258
22,0.010657847739850651,0.03516939035052141,0.0860801702889143,0.06098472992793965,0.030543628991128537,-0.19026952833963648,0.04273671010082892,0.036973955292444245,-1.0349178082247439,0.02992744760388678
23,0.0006855005514716367,0.05712291785344256,0.09699420255724334,0.07623056474123617,0.02802104938101274,-0.23341801537352086,0.05185011385584857,0.04465296316940186,-0.9772589013563049,-0.02574376614869538
24,0.0033465239539611515,0.04051301070134152,0.09623057305908593,0.06660896742560847,-0.0958901648053502,0.04653095979481871,0.05309224672852078,0.04469538919266788,-1.0502196591403288,0.0046044152208073764
25,-0.006489243230272314,0.025737014178441722,0.06797637091593278,-0.20248094307643982,0.03948124626186575,-0.19715866428691245,0.06014396317339215,0.056383499314604575,-0.8295177113422629,0.033810599722784856
26,0.008568037468559326,0.21787449528853217,0.37000446030544176,0.0816610260073275,0.1564098115782136,0.2354901306893128,0.20848375049953477,0.2296345210599051,2.299383799100608,-0.09211134946629106
27,0.004745861015380586,0.06071981126067969,0.09820916949347358,0.05137977219515523,0.02766133466660325,0.04070965752739178,0.04829011755596213,-0.2694099969985998,-0.9694207509187941,-0.05437391196611322
28,-0.05045566365522092,-0.42491310403645344,0.22100576577295897,0.12790310256136478,0.05222616570678951,0.07552684748757364,-0.9186081225141147,0.0765755741710142,1.7295211363520588,0.23859366068516819
29,0.03265927889723685,0.08292181153184806,0.3414514238902946,0.20963717993294442,-0.26209631093964064,0.09507146200479652,0.1298537580801622,0.08770327799184532,2.261367003838456,0.1828032713031925
30,0.0069985157496230055,0.04687644181142185,0.09493927716860588,0.04604805988523186,0.026373185293052003,0.037844955081956025,0.04636636517077643,-0.2665277491409474,-1.0027569169473094,-0.05952649784127364
31,0.08343920905622498,0.2017006453107536,0.3244631887939758,0.2364100344065116,0.045522778277203316,-0.4546239163132716,0.0936158210910259,0.10452339499255245,2.0806382455045744,-0.13033487458841386
32,-0.000802497381507915,-0.06918244085604523,0.07300397457909011,0.03491791437767561,0.024505978677528368,0.05537243745191177,0.06413294304267161,-0.25122036856614016,-0.6657365619991172,-0.18297999759492856
33,-0.005762251582907407,-0.0936428676983981,0.0883842807204781,0.030323562931632495,0.044895006022593706,0.0654456954610057,0.08228523342751279,0.06962821664262697,-1.136961878991599,0.02441699319818769
34,-0.0028342050388194553,-0.06435408372085621,0.08153916828580673,0.05780637428885377,0.027675255266679768,-0.17446669169353163,0.05323714886592684,0.03912529104298704,-0.9447815403954121,0.06006498582949969
35,-0.051179537362448825,0.061177097209236364,0.22391359975316666,-0.8401124203456874,0.14695010884386542,0.16160226572623926,0.17976907193582956,-1.037124407186764,1.5849479907307331,0.2774557472269713
36,-0.03766210059480083,0.08442694267248646,-1.308869924489723,0.08063061263580994,0.05635906558268256,0.07744299220743239,0.08141610197723705,-0.594463383589102,1.090138676563575,-0.13803602143446672
37,-0.009225805843666548,0.03552533869337949,0.0746489744370882,-0.198250375355994,0.038134337836465936,-0.3411151759077532,0.06085605763744565,0.054072071953117244,-0.7335900450243701,-0.050170055894576085
38,-0.0024278624580143056,-0.0637790026613649,0.08833168027865747,0.05804931059401218,-0.08337702247148633,0.04618557378008269,0.061698258885596144,0.04585886243068337,-0.9933624226265234,0.026834716379493247
39,-0.010199306135301138,-0.115767035538181,0.06855183059900764,0.030956457637860334,0.022231358008601893,0.045713614753719586,-0.3487762907641703,0.04100371251661071,-0.6792141538766281,-0.207240447270381
40,-0.0028203058544012194,0.045310456732926656,-0.3520242877382138,0.012946208627569445,-0.08372910518855774,0.06407748592322406,0.07016797914464289,0.06554833771410899,-0.5133699138302594,-0.009969550599903215
41,-0.003802579091505058,-0.08508535140598478,0.10818829518619248,0.04192945363862385,-0.07300960554915195,0.04526254384263735,0.05719638788086331,0.036414529767408554,-0.7353634281945816,0.1586587783566354
42,-0.004870011780403125,-0.08094261887892015,0.10541704705181955,0.05301491045920948,0.026944881666030356,-0.16004774665564825,0.05070405615317531,0.032585364953670204,-0.690228124730155,0.21106176349235917
43,0.0201754301393622,0.06405386782389344,0.08018336076154238,0.04458350831723805,0.0228455126106958,0.044279339286808606,-0.3292327464206796,0.045148216302583054,-0.9081607991593699,-0.199490692530935
44,0.008101888521586382,0.04499864264014339,0.0936880972232144,0.04394878117633134,0.05423828249204578,0.0612892854473618,0.062453493029329364,0.05559191780481579,-1.153448812780831,0.01852612177713387
45,0.003250843081485133,0.04835740882731622,0.12035725945652034,0.052017625592505716,-0.08047060700648626,0.046062730948044125,0.048019661027190255,0.03764864497799809,-0.766667922455493,0.13443738058205776
46,0.0030579728211723592,0.05945032571294681,0.08218654076490448,0.024050954315267627,0.06406829217702144,0.09944823161377568,0.097745364079962,0.10021553844847475,-0.9982490403037158,-0.11246056009866635
47,-0.005056156408253315,0.048395414370693564,0.07140836096544462,-0.13972326889575043,0.03986505281479741,0.06580955600921706,-0.3526196177071401,0.05328877656966737,-0.6617086892572944,-0.03314802703024229
48,-0.04255372299505391,-0.27431603436461327,0.33310303649799067,0.21544059791704617,0.05291442727027337,0.08719664708312888,0.18223340709625988,-0.5535194807210059,1.99527473664779,0.423589715099339
49,-0.03250824297439119,0.10558749353343008,-1.2136143310258216,0.08796139907652394,0.06308921869506598,0.08462547816155198,-0.49074907618503594,0.11041166862118972,1.178664338403723,-0.13008688277510522
50,-0.0044103548371162565,0.026465061467493792,-0.44474228409245725,0.02699347700551678,0.053787808807092476,0.051216270331533136,0.05490529655264132,0.04811653586110799,-0.7519479524335904,0.0002523602689123336
51,-0.01699554138235912,-0.17119625101590666,0.3366631624735233,0.21399551733567224,-0.1802835276333231,0.11916822898728215,0.2333670212444385,0.1291966364307452,2.154650401704015,0.24080365138705362
52,0.07580338324309185,0.13647879361921522,0.3777753099306545,0.25038383228076827,0.06902206574744595,0.08759319655093431,0.11177045660427148,-0.4634414435087638,2.258859749208604,0.30513216185491515
53,-0.0073230560117703535,-0.08514185537971954,0.07338832595280506,0.05570904448582206,0.028113796487741625,0.036608759497949395,-0.25742102298384806,0.03729530433883662,-0.805741761296862,0.057899174640181246
54,0.007974020920143161,0.051440992804233365,0.1083227410420629,0.04793831905969796,-0.08454233281522434,0.056142774190120495,0.06540174617139062,0.06067088612382893,-0.977043505674403,-0.016167610290713844
55,0.0008042003918953024,0.04903427460213236,0.11724489207937798,0.07131300754006176,0.032915947078986776,0.04415541099943455,0.04527628860715489,-0.16133737023781197,-0.7088890052486908,0.22298888291859553
56,0.004587789428020616,0.06251266473733404,0.12015076058521129,0.030112368702752853,0.06575758847785351,0.08529519063397742,0.09029958169387005,0.0868802251335444,-1.0648713748918206,-0.00946069846960466
57,0.015468785882268486,0.055393952075237805,0.11828653547417768,0.055387428099201406,0.029436429116216294,0.040626843949135745,-0.19677700406976548,0.03034390058060056,-0.701853056473687,0.2060730962977521
58,-0.023761754190128655,0.07025007467354716,0.33049489466815996,-0.3257043266146602,0.4282831881025834,0.426560014124322,0.4185462674402638,0.39687032100810227,2.287449921401804,0.2684710809171597
59,0.010535800651849518,0.039940973013499026,0.1118269650787869,0.05807461702641064,0.02728529537481837,-0.16879232456125223,0.041108979046557415,0.03186346371607627,-0.7630438077513539,0.18483970193574578
60,-0.006560681838133539,0.03935283192274982,0.08500650199091578,-0.13998236525955673,-0.12658891869330294,0.08388933229607437,0.07736735179409578,0.06995187530699797,-0.7241151776463275,-0.030684974242369968
61,-0.00418790003837033,0.029122165960897874,0.08070419330625467,-0.19453425567331611,0.08292492630987804,0.09025824312635797,0.09380632566232178,0.08769165667334723,-1.1098851457266405,-0.009013386169589232
62,-0.0049615418457452905,0.025504381410876267,0.07127882511711187,-0.20059669311512954,-0.10299298892229851,0.05861768179224192,0.06511140570362649,0.06205865827991826,-0.8890258739802575,-0.01423256390920276
63,-0.005768232115458923,-0.10174176867214862,0.0777273444592294,0.026406342940469996,0.0424281729612683,0.0792755822480389,0.08522414469410014,0.07014246199170865,-1.0136413578221788,-0.08916568715388896
64,-0.0029485511882360624,0.03021725632775134,-0.49511853919458265,0.022230950255475026,0.052956761280669624,0.059073620110029354,0.07292532610594904,0.045347130002570055,-0.5574522003633267,0.06628081449483715
