,Sex_I,Sex_M,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
0,0.6425461322948256,0.1023424239303675,0.3898675617228292,0.5276008249532999,0.19827176759450416,0.9732005446875777,0.38429355254247743,0.08321198797999554,-0.36437764942864453
1,0.676297867281879,0.3322115012345066,-0.03198852441245243,-0.6911574250631154,-0.9806819788868161,-0.5812018459990378,-0.09505489155372675,-0.3649079481858103,-1.0465596081381936
2,0.2671815626145859,-0.021972927667394792,-0.4521674310214494,-0.18173593062980323,-0.16831799540058048,-0.26189860465191406,0.3100997995574609,-0.0005589614625205381,0.026327634938847974
3,0.34618614886329174,-0.05057904819620104,0.3158646928543225,0.27214583514766777,0.02356543911356875,-0.15029804771212482,0.08241282936156305,-0.27481006006024467,-0.5675306430946109
4,-0.2793602897298815,-0.09026513907025437,0.17369545383845889,-0.16787031643746556,-1.0372806350732284,-0.17307467934539375,-0.033658102003941454,0.040108964609263324,-1.535338110510324
5,-0.42881142082739865,-0.04605367204448447,0.07141708525571104,0.05167381794605587,-1.27753555402015,-0.07644373149216965,0.12428861038281237,-0.155524396739888,-0.04605359218325605
6,0.07844964152335425,0.3224487460712005,0.18934068804147525,0.6881795724608316,0.4007882479051035,0.4638163589003838,2.021877474469172,1.4316257169374698,1.8704306999682416
7,0.17940426968869128,-0.01808770387117656,0.2521550976256812,0.4297793443303271,0.24541550198561063,0.06195565175487625,1.4083452176034768,0.1593920049787722,1.628597762180973
8,0.42393652795077014,-0.06115270116793272,0.013077252888611052,-0.07002190196289469,-0.0396393582263335,-0.20257965536888453,0.1311647311129142,-0.3295449614007426,-0.7182827875482746
9,0.08248219635894041,0.26047308135138697,0.4261918444385166,0.2740010480318867,0.43700201212613615,0.703652147915874,1.828363024575714,1.7979488734236715,1.8968429180551059
10,0.32036505897706896,-0.03550706466104226,-0.0429625208633358,0.3401246747348088,0.29160016600594346,0.4133347557652831,1.6456822881012354,0.21338079881087235,0.3809389894063996
11,0.6692821998047165,-0.015478277557396402,0.07485694121922047,0.26207431935623327,-0.6513600095821918,-0.37687396198191003,0.2822857270829787,0.26872475602917045,-0.8665545480935891
12,0.32638487925885046,0.0983015898477257,0.22438627796072025,0.22750730172142622,0.36490673414470004,-0.35564714625614524,0.584221261717114,-0.4304663743695216,0.15736262225236222
13,0.2795053267182004,-0.0104823097378139,-0.43461113426743236,0.056908707717522905,0.1726559464257978,-0.32789712294437456,0.6181982486794375,-0.045882898493383714,0.01856238217927881
14,0.46828597830977803,0.027831166163649303,-0.04581272307270214,0.1746877192474908,-1.3444378047357326,-0.3235933566624631,0.9021931352370902,-0.14108708428000738,0.4788901160701293
15,0.27930908598369586,-0.11819077880762704,0.5322323921753243,-0.09615711615115664,-0.08695856911642923,0.08903835403242469,0.38536790582102887,0.2108051873469256,1.0315106849930458
