,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat
0,-0.4085914405367565,0.009515712070878986,1.3184933277602298,-0.01194903926482873,-0.5435933181414361,-2.3622827816435765,-0.30789271798639484,-0.024278442420029366,-0.13182905905380363,-0.5832839133658033,0.5758046932543239,-0.041645229874080425,5.406658691414707
1,-0.06190165735893371,-0.1811813755420985,-0.4991133609231765,-0.004378205128205046,0.4335816421794606,-1.803215132038128,-0.3935131257951239,-0.24202870961207693,-0.11558261773624984,-0.025472885858313546,0.5402297917131407,-0.03813078774321817,1.8068329060563562
2,0.1263071393008605,0.023198751334664952,-0.45915786581722,-0.0005000000000000424,0.06502129290923567,6.442155124440289,-0.018160964316581724,-0.27217243632227045,-0.2860669188737385,0.14737649090716612,0.21627640295867653,-0.4144625251105081,7.111311990802861
3,-0.42149886082506144,-0.04954746838129177,1.1569797828611221,-0.013882657463330462,0.010407934651641056,4.813300907114393,0.06981929357113872,-0.6718445419895497,-0.20098623863710915,0.5487376654243146,-0.5105944131124076,-0.12657570208791316,7.053810781087482
4,0.2873559622819843,0.025590478811067564,1.4394457121113846,-0.02260023988091291,0.29689213845092494,7.89935284004669,0.036904937439511634,-0.38824522792480975,-0.019735567297673662,0.6841302926157445,0.3515641470672561,0.10744840688826408,2.1800226016040005
5,0.1263369230473359,-0.01993623058973508,1.6318340187585922,0.0,0.3801646329184763,-3.6899664596639026,0.20385612673948664,-0.26882712701685907,0.012578004347820604,1.8549214773273286,0.1538893333811896,-0.036341293362671154,4.99761707632637
6,0.5994675177050445,0.09798087914235874,-0.9043315043390897,-0.01638847506437784,0.5900466138488433,-1.713343238348535,0.5615568206600668,0.161401849384271,0.014176211759880961,-0.030277313776230046,1.1986961994285292,0.16894340137230654,-1.2118024795596374
7,1.6964987670371927,0.33424698138817704,-0.8359726629531795,-0.0032198010932689477,1.1879568821127222,-0.404859889109323,-0.26003324229939595,0.7603907741101535,0.10875064718653323,0.2399338283088276,1.4753371025696593,0.4800931676071387,-4.081996072651802
8,0.8008815242474718,0.08948416666666663,-0.9389969337795597,-0.055859323313911205,0.9984339632334058,-1.8465779949474872,-0.8572829476604394,0.3328828030855488,0.06494420069845874,0.1691436850568732,1.293155887355065,0.12047913879254156,-5.6475616872211996
9,0.9084878635756751,0.13685607267603386,-0.9895300843758202,-0.02756761247439272,1.058317307291365,-1.6806519785629108,-0.2134300487860776,0.06281798976462813,0.043061457853494224,0.15689617499035205,1.3426815102516827,0.10615785314412576,-4.197970023134725
10,0.4998703427949668,0.05641333333333335,-0.9312202273449831,-0.05222608710567512,0.9665749826108534,-1.158809711232533,-0.799204609790784,0.07146733496458724,0.10341947460094901,0.10458714077209226,1.260118438342487,0.08791498263364017,-5.2727789123655
