,2way,3way,4way,5way,6way,7way,8way,9way,10way
0,0.6666666666666664,0.5714285714285714,0.5333333333333334,0.25806451612903225,0.12698412698412698,0.06299212598425197,0.03137254901960784,0.015655577299412915,0.007820136852394917
1,0.3333333333333332,0.2857142857142858,0.13333333333333325,0.06451612903225808,0.5079365079365079,0.25196850393700787,0.12549019607843137,0.06262230919765166,0.03128054740957967
2,0.0,0.14285714285714318,0.06666666666666672,0.5161290322580645,0.25396825396825395,0.5039370078740157,0.25098039215686274,0.12524461839530332,0.06256109481915934
3,0.0,0.0,0.2666666666666666,0.12903225806451613,0.06349206349206349,0.031496062992125984,0.01568627450980392,0.007827788649706457,0.0039100684261974585
4,0.0,0.0,0.0,0.032258064516129226,0.015873015873015865,0.007874015748031496,0.003921568627450979,0.0019569471624266005,0.0009775171065493646
5,0.0,0.0,0.0,0.0,0.03174603174603174,0.015748031496062992,0.007843137254901959,0.003913894324853229,0.0019550342130987292
6,0.0,0.0,0.0,0.0,0.0,0.12598425196850394,0.06274509803921569,0.03131115459882583,0.015640273704789834
7,0.0,0.0,0.0,0.0,0.0,0.0,0.5019607843137255,0.25048923679060664,0.12512218963831867
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5009784735812133,0.5004887585532747
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25024437927663734
