,2way,3way,4way,5way,6way,7way,8way,9way,10way
0,0.4999999999999998,0.33333333333333326,0.25000000000000006,0.19999999999999998,0.16666666666666663,0.14285714285714285,0.12499999999999997,0.1111111111111111,0.09999999999999998
1,0.4999999999999998,0.33333333333333337,0.24999999999999997,0.19999999999999996,0.16666666666666663,0.14285714285714288,0.12499999999999997,0.1111111111111111,0.09999999999999999
2,0.0,0.3333333333333337,0.25000000000000006,0.19999999999999998,0.16666666666666663,0.14285714285714285,0.12499999999999997,0.1111111111111111,0.09999999999999998
3,0.0,0.0,0.25,0.19999999999999996,0.16666666666666663,0.14285714285714285,0.12499999999999997,0.1111111111111111,0.09999999999999998
4,0.0,0.0,0.0,0.20000000000000015,0.16666666666666663,0.14285714285714285,0.12499999999999997,0.11111111111111109,0.09999999999999998
5,0.0,0.0,0.0,0.0,0.16666666666666663,0.14285714285714285,0.12499999999999997,0.1111111111111111,0.09999999999999998
6,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.12499999999999997,0.1111111111111111,0.09999999999999998
7,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999997,0.11111111111111109,0.09999999999999998
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.09999999999999998
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998
