,crim,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b
0,-0.8678035871166571,-1.6043951940643648,0.004173896255156956,-0.23264671983881366,-2.0021057397918,-0.8340372925134719,-0.28237700287531586,-0.13413103612026514,-0.25303391753725984,-0.09013032454533863,-0.49660636248425677
1,-0.8472672890809526,-0.9509416070148077,-0.001467802662032222,-0.4385119323921697,-1.1405453016283655,-0.17260506253126176,-0.26950650010483246,0.021857524816010908,-0.21743132916642138,-0.010811512079878568,-0.17226246878771054
2,-1.0013964777222557,-1.1551018085610623,-0.00811987340183655,-0.5857230094905587,-3.782987816645583,-0.5383036123259932,-0.41069852664795137,-0.02255293938101346,-0.2575632931923777,-0.04266580201709671,-0.18188012124665853
3,-1.0240383197176974,-1.6129650814830876,0.00019317080393110603,-0.6901532747278016,-3.443854063072399,-0.9624821643025135,-0.36903814663471546,-0.10434827855516772,-0.3281718697777511,-0.09639192716043625,-0.23984332600473882
4,-0.8410162747478602,-1.4377968032888309,0.0026488891492036097,-0.5322382388172775,-3.2287621421040797,-0.5408168061305325,-0.31505027429003635,-0.045848304618952375,-0.20399924568631297,0.01613950764230216,-0.2165535877400096
5,-0.8904564540799474,-1.9127289868613964,-0.0033527455238658624,-0.5893492772649953,-1.3169808966280505,-0.7705956201190779,-0.32903714870731826,-0.10019321493912625,-0.25460131404001535,-0.10147560175753073,-0.24522202071108382
6,-0.6931738306442169,1.007113666227111,-0.00375064847794921,0.025706829319073206,1.0927765294756622,-1.2277265692954793,-0.13899053442894377,-0.018228245386734957,-0.03966860060441251,0.12468833758526754,-0.34374021440179453
7,-0.37745863651399764,1.4737075041039438,0.00040592165149716904,0.2223073303646451,0.856411217214975,3.5751713508123313,0.13478088369355787,-0.020765470422581273,0.0603605936004979,0.1042159892694241,-0.18792996440673082
8,0.22950240317034334,1.729412666709179,0.010433214097036512,0.38893110060819824,5.2470442918582405,4.251755848837339,0.7874026528972842,0.01581918594278992,0.223385534702501,0.3204607632473756,-0.014540942702691111
9,-0.3717322135067107,1.1482848179453966,-0.0009077032651329987,0.10594120562749486,1.685718226236717,0.9662113942178966,0.20694801229668583,0.014227570428096135,0.011651438127444553,0.07969822671451993,-0.05603425545479615
10,-0.3114618819998689,1.6634873585222825,0.01364112647893603,0.31531677498185445,-1.1934038423246751,3.1366742091192865,0.4393175307501495,-0.018410571123011307,0.03237171494496987,0.13401469056882667,-0.16914039055118593
11,-0.7048589443714672,0.9251884431860404,-0.008799712116764724,-0.022781202655012503,1.2861068058427017,-0.2023377539536682,0.06938759313751561,-0.04013908723337666,0.012330034644159256,0.03224953781735926,-0.3603389949299008
12,-0.4605146317170912,1.2277794582744184,0.0024090739590374925,0.15325829399630853,1.886003441235419,-1.7445716495346202,-0.04940895338987018,-0.008128481533177492,0.016693946748282198,0.26128638210568056,0.006299839223209777
13,-0.8675325606509396,0.5499126260836005,-0.005177748070698144,-0.3333374825159301,0.8817424981269538,-2.0780723061123245,-0.5941421967303545,-0.07308738481436813,-0.16482947967781617,-0.20181752629091493,-0.48965171997960744
14,-0.7073502991222181,0.48251138199442806,0.004209003271129291,-0.19932240435827644,0.518962593980021,0.11523785544276481,-0.5793333078833466,-0.16993857811455082,-0.11650372554461928,0.031584295587244446,-0.5525500958849945
15,-0.9091316783408614,0.5701715764883583,-0.006597567922345414,-0.312878723600997,1.1874817380347835,-2.165837240824972,-0.6058583970539294,-0.05799584867367986,-0.16981229734449474,-0.23600432206854405,-0.4986305193257197
16,-0.6438845152961112,0.5418813684055931,0.005698801998835948,-0.2645080245495604,0.8667657830801582,-3.4430905150601463,-0.5949181251575283,-0.0948703584955279,-0.17722735238269888,-0.24186035673685274,-0.3794799864385983
17,-0.2456420042576769,0.6884132977025432,0.004060708233981899,-0.11668972379798127,1.5156178853981208,0.1787006539400558,-0.174100212469218,-0.08441906645984909,-0.08184740896282278,-0.007607451437848306,-0.30817995852170826
18,-0.48561055564402317,0.6082256155312835,0.0033433722097201703,-0.2368826938725902,3.9266360643485254,-2.2678338749705733,-0.310107897658778,-0.05525887748880761,-0.017460405879879126,-0.046725990295311326,0.9688819630880375
19,-0.5195872355143061,0.5880044299119493,-0.0010119610998837584,-0.23474773087287248,1.7947667202272393,-1.5525079562669986,-0.33382174929402947,-0.046058892419269484,-0.11152578956298084,-0.13905892455310118,-0.22514419118813211
