,crim,zn,indus,chas,nox,rm,age,dis,tax,ptratio,b
0,-0.9140620553145048,0.09247693141327971,-2.345744131088931,-0.021379793168458238,-0.16159752165295818,-1.4579898481197129,-0.6971605206622215,-0.22727990456721633,-0.34091299692457677,-0.2959083568834779,-0.293335083663632
1,-0.5775125330441008,0.09819610419552202,-1.1450028770464213,-0.03585518829168089,-0.5989161214706111,-1.2100034859428814,0.09858941034938841,-0.25541140387808486,-0.12961072362246606,0.05372105510110409,-0.2583875169821779
2,-0.7057561893217391,0.08138314449582153,-1.3803776354970663,-0.03088385219660387,-0.7174413757732961,-3.169315161690048,-0.7800137369926987,-0.42730272628753563,-0.33285519942055464,-0.05205036841927608,-0.042580179529413516
3,-0.7563356851646856,0.10156178357531899,-2.2899835280221916,-0.020662819113573632,-0.8353267872816794,-2.5834534178540434,-1.2787595244838923,-0.504619474461953,-0.47501066204013603,-0.1471654150110845,-0.18743775077449215
4,-0.3254564164158323,0.07991924536005922,-2.2257738602322514,-0.019760308672008852,-0.8169540498562626,-2.434266540104695,-0.6559537168178566,-0.48490446589559366,-0.35830771554392343,-0.03090487329625223,-0.07633057915779291
5,-0.6773079744390531,0.09503495031261233,-2.4851647067148015,-0.03158152760765772,-0.7296554604116757,-1.0987164681124435,-0.5453161051989444,-0.36998286547834397,-0.4287256781590655,-0.1552890614968862,-0.06898838332615284
6,-0.7934514487906706,0.12629771603352966,1.6801371969327286,-0.015147706166490417,-0.15975044599627636,1.126577368107281,-1.5954192557757496,-0.40827104355217797,-0.14003875819744882,0.4430043137900503,-0.4615312170171867
7,-0.784435759016781,0.3394659094019778,2.1062460206902163,-0.004127964475709886,-0.21441527503134306,0.26844767803678304,3.9603137600762754,0.7484482351660812,-0.13403155599315228,0.2760016695422283,-0.05940599902898904
8,0.18553087840791815,0.8482516814019314,1.8274045651412991,0.026106195188155667,0.1723561500133609,4.312497686310982,4.70747347951026,0.8373284317869063,0.07450251699490505,0.4528483520209833,0.2812067825908849
9,-0.4538295430951951,0.28619685300004677,1.460113602954852,-0.01904063069502822,-0.16270501193370737,1.1870717030095361,1.3566925676714758,0.47874734816150283,-0.18635571975538243,0.19267508726482582,-0.08875953721533683
10,-0.5860468100220979,0.829313845452039,2.0950889873872884,0.010719782122929575,-0.20464400202804095,-1.1592065796547306,3.070789228415488,0.8450667332727869,-0.23983246456744406,0.4493828495693385,-0.27022485057996726
11,-0.7118851647178716,0.07924876699426481,1.6109165417413447,0.0014407762313786792,-0.17303436406596745,0.9000746937586865,-0.41911033797126257,-0.12989467554854955,-0.1782767951007135,0.10696634044429572,-0.5567390623980174
12,-0.5847029457041432,0.2008263139193411,1.5716997528468486,0.010764756130199714,-0.08259201752046241,2.5271919277481967,-2.538783741494816,-0.3229975381977008,-0.09392092862862782,0.5855111977553705,0.1978099425133826
13,-0.7113158658396911,-0.020441736951112458,1.2896911653031953,-0.009048166327685936,-0.26769027778276905,1.3408967011978576,-2.097682782141521,-1.0914617537933373,-0.40246464159821543,-0.7089106910050553,-0.7563652316940771
14,-0.9568578619765831,-0.019258501032893692,1.386550617371059,-0.00966129828274651,-0.14044573446589637,0.007718302151551545,-0.03251207933057064,-0.6244654018761037,-0.3761680974252238,-0.06317084226251814,-0.5528223835024868
15,-0.6475502694092181,-0.031170043827205653,1.3681219552967758,-0.007732541327685942,-0.26706398103231616,2.0386361859279534,-2.547393481493802,-1.0584652287062528,-0.4501631718602532,-0.7653115173819491,-0.6695011868184553
