,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,b
0,-0.8170287050950957,0.01811094425862015,-1.7786434564718574,-2.651710869385588e-05,-0.27065585518926716,-2.2242205170109655,-0.865895098059875,-0.23374966369857553,-0.12531939817790244,-0.26815416556693855,-0.45801084851185114
1,-0.7447476750922926,0.023438310965264355,-1.1697859097089183,-0.0015306789447995285,-0.18267499956566763,-1.2096156566094605,-0.15901843338554414,-0.19624652764537937,0.03127441438704625,-0.18939372618477546,-0.20869239884787363
2,-0.9332708663289047,-0.0652709964270583,-1.3494569329856898,-0.005180259970162085,-0.30664165098716917,-3.937086730030174,-0.5741197788670834,-0.30219984125892196,-0.05442666083049459,-0.21529569623538983,-0.11524386671139075
3,-1.0138943514931145,-0.06071510261257108,-1.6681874473662246,-0.00161494358698703,-0.2900905919916987,-3.8572158857173284,-1.1401810033293949,-0.24589213034563087,-0.09588424204567716,-0.2859331313518273,-0.2154844507919683
4,-0.7403784030121666,-0.0499601578610429,-1.5037278418805593,-0.0015071560200488453,-0.2444158233725444,-3.580202837356489,-0.6196348329756173,-0.21206263986250384,-0.032396702225813076,-0.1839156422075012,-0.23499124385812067
5,-0.7968889197626295,-0.020581009840986264,-2.0353682197922276,0.0007098477969825659,-0.22808851814780312,-1.5205892147136895,-1.0350698736922788,-0.17184967783199587,-0.13109598832250924,-0.31593406321763545,-0.2559376431076225
6,-0.6479330881497857,0.0379694400374646,1.0079964479901007,-0.004799674957301614,-0.17367642569844682,1.0944541837621942,-1.3741162309674035,-0.12425395711020393,-0.0011194387086294012,0.00641814943152271,-0.3321326862619285
7,-0.37915478663694663,0.0949230738640416,1.464811571381819,0.0018051050508168284,0.10358820565086442,0.7074497937960053,3.86612598920681,0.19487015886145262,0.014769057017009037,0.08911945538019703,-0.07290090420448418
8,0.5131737375620148,0.04782255699715416,1.6575666573000947,0.013930778115719527,0.3700541340473114,5.257590082537119,4.289492598751001,0.659940402543774,0.09850881257002893,0.16687315608407285,0.20775380285925021
9,-0.3912954412693587,0.0521596080963953,1.0731859988211392,-0.0029077291737880477,-0.050876318888601876,1.8459517021295642,1.2767930592986445,0.14211811547649278,-0.014030921759431342,0.0041769384992640735,0.026431708137275016
10,-0.4180568363847537,0.14612139883570094,1.8120377120262927,0.016813024575468228,0.08126596996324953,-1.097454507770913,3.607974437928915,0.3996084141554429,0.012712846750648803,0.06401367498073099,0.011170584306776867
