,crim,zn,indus,chas,nox,rm,age,rad,tax,ptratio,b
0,-0.9559801775342599,0.10435423322846425,-1.568513584167879,0.002113337057494428,-0.38252964401629513,-2.091643388440216,-0.9009234937848702,-0.14158581973636725,-0.3507509118475799,-0.13205496450473617,-0.40037886688616525
1,-0.8030122690192948,0.07038015775578571,-1.0589486829265202,0.0033099067398585833,-0.6035612028706849,-1.1156950244227066,-0.217331718805953,0.059728718479892015,-0.26215842111186954,0.0516528766379359,-0.1613576210888368
2,-0.9604028906741667,-0.023002649430973847,-1.2027078943017568,-0.0050353362187877705,-0.7181693901752356,-3.832271352859641,-0.5961503004404606,-0.031228866418158575,-0.3548688219347166,-0.032500284898261546,-0.26095549328024287
3,-1.0770987951344553,-0.08103030763342846,-1.5855457267588369,0.003331248989368044,-0.7701317728955343,-3.521863749418115,-1.1591318213029855,-0.08508632585678808,-0.3729666454804922,-0.036227423964607694,-0.2946419611765566
4,-0.7946964431595056,-0.03644642441186069,-1.4468902484363808,0.0022771866038319866,-0.7136930099948303,-3.336088330380759,-0.6348027369342609,-0.03584854956250058,-0.2551410748188565,0.007721618685813556,-0.1841852682230933
5,-0.8968471687627118,0.0003824180708787395,-1.8497028383053062,0.0023652249395150105,-0.6818274447138747,-1.3567427237745906,-0.9038388773500999,-0.09309968205397674,-0.4109859760465729,0.016238555694363378,-0.2610347683300551
6,-0.687398256362608,0.1571801089547329,1.1970575525712606,0.003638488212208842,-0.15329257355937645,1.1284229510085797,-1.406335463258676,0.009089342535706696,-0.008264003259701808,0.10851030058846725,-0.5412017280630043
7,-0.37793805387832347,0.3449580193251409,1.9051208524552894,0.01775148839138726,0.060100393111948765,0.7696177069276913,3.7425487380008575,0.00015410633011742124,0.06702590268213264,0.187637325669177,0.007030240352149275
8,0.46317069807129146,0.6693635794772024,2.1462373003391293,0.04044932091069537,0.4338529660087357,5.042783507353519,4.212484215713405,0.030339784446857823,0.11978670794758187,0.3877736453173623,0.14326499378181146
9,-0.48325870408007987,0.315481256680616,1.2948454550047903,0.006393211743231465,0.06456022450393531,1.7819802243942533,0.9556828223649739,0.006158393799391659,0.03908256568678064,0.17066043792237084,-0.018279168652690827
