,crim,zn,chas,nox,rm,age,dis,rad,tax,ptratio,b
0,-1.0501528029022698,-0.30489334962213466,0.020929515262515297,0.3217598720640403,-2.3190432363465185,-1.197214872184727,-0.15005144791615307,-0.25896900004863355,-0.5930598247826152,-0.28825956705752653,-0.909638567098387
1,-0.8157192116065639,0.12515582542215223,-0.015021774529818064,-1.3250078947084043,-0.9380397698191373,-0.22751960195487123,-0.06451724401704251,-0.03734581230806385,-0.32448373598809627,-0.029404757144951908,-0.30408930397761447
2,-0.8528768607342943,0.02038308358823746,-0.028554395020438522,-1.434206430631832,-3.6780913324966815,-0.8117258884373774,-0.27685731543928693,-0.1361942314490732,-0.5663444472293415,-0.07118795040022542,-0.12433751238209667
3,-0.9346808049985594,0.004088050157365292,-0.01725872848890244,-1.5751254123461202,-3.6874991915375923,-1.3850464992291343,-0.2842718176139266,-0.09727197321579004,-0.6060244844341475,-0.16747532664309223,-0.18952709228251116
4,-0.44836810104982666,5.331714031134448e-05,-0.03369724544778899,-1.5381358811211008,-3.6511346443657184,-0.7766432039369585,-0.321239995917573,-0.08363563935982596,-0.554170262501135,0.0074825012579497075,0.0008958746692553864
5,-0.8684636895938544,0.11047790771608074,-0.017837440095939967,-1.5344300782461326,-1.528331172293615,-0.8754050380643963,-0.35081997831075007,-0.18833051443838345,-0.8181891949314599,-0.27890782701402317,-0.10505625535993762
6,-0.6047488225128456,0.2909703359895887,-0.009229276407601504,0.49014358558141247,1.828754505014894,-1.8806094173660601,-0.1821105660919991,-0.0012321312142620066,-0.20062721954506182,0.24059558536084505,-0.30929985944132093
7,-0.990076496213518,0.2849187638671854,-0.005172987107704542,0.6476538213303803,0.7513667908678398,4.4793008099031795,0.8994005489089908,-0.07840498657172543,-0.20094993391434554,0.7729229806163497,0.0020474076809548734
8,-0.29205772145778947,0.7010224351670664,0.036534512892295486,0.9689491193134439,4.711856620775232,4.680251426406537,1.7063369340440246,0.14656159139944158,-0.028181857175990623,0.4472824114947395,0.2783512465085888
9,-0.5070090878314587,0.19093786128973353,-0.002847615605495388,0.4947633024923962,1.7805161975643733,1.5095910196087836,0.49726007387236015,-0.11106692952240257,-0.27323101669544086,0.2230725717052533,-0.027779657510512278
10,-0.6217055859472582,0.4282286224226637,-0.0019327093299268045,0.7470137705885741,-1.169991236429791,3.9326233205244345,1.2392706540892324,-0.04300529350116202,-0.21189617925412438,0.15671320274953798,-0.11731184654459274
11,-0.6971155292059545,0.13463705617095872,-0.008178012086557749,0.4432781383095744,2.041320546983614,-0.5350345018557623,0.06979790354236069,-0.028830590524282062,-0.22235997636088475,0.034517054372453726,-0.3609253699779305
12,-0.4358094423300742,0.2724596333135674,-0.010990370945416604,0.5964168552278363,2.6270749431293803,-2.2940606556149397,-0.004135216153841103,0.041062757716884515,-0.19681786504089788,0.36508211468284724,0.13162396538224316
13,-0.7272284250349063,0.06314474910183795,-0.008822686655388969,0.19193027244929556,1.7620913658905475,-2.3933849584863345,-0.6178353525730065,-0.09551314382685043,-0.5003787673115044,-0.5502179954764574,-0.5465783387096452
14,-1.1872083922927263,0.02170630506817728,0.0013450498673237554,0.33554144635833755,0.5676637661055425,0.1850260371080094,-0.3547664192241503,-0.008060862725442238,-0.414440735870578,0.30177639104787757,-0.5592758660747823
15,-0.6815021161371694,0.056087019710832464,-0.014031844550125811,0.24267694016399305,2.407744328992687,-2.6630408963804353,-0.7323656109607426,-0.1365442555400436,-0.5465786503878194,-0.6128196879941123,-0.6055185075494752
