,crim,zn,indus,chas,nox,rm,dis,rad,tax,ptratio,b
0,-1.1891057140221553,0.1442974881537427,-1.8725995956077552,-0.010753982343681946,-0.07170212010601448,-2.0004646151046277,-0.5035396356228312,-0.08628313844255762,-0.42325642752376497,-0.11155286209623069,-0.4470326779165533
1,-0.896414048247341,0.19862015252282925,-1.048662649313138,-0.005690989224724692,-0.7260949493059643,-0.7618731786988598,-0.5318581378756385,0.1362635485060805,-0.2728840128366796,0.05585187752324623,-0.20765089368222076
2,-1.235903109832876,0.09660809320894535,-1.170758927636587,-0.008553359044175403,-0.8504677563239196,-3.682814018111996,-0.6829088130298062,-0.03669777610836597,-0.3693544034986233,0.005133618391733667,-0.26917682864675657
3,-1.3679692575489801,0.08882391928652367,-1.990012187039847,-0.0069663984032779635,-0.9484315876516534,-3.389274852978742,-0.5186902866979665,-0.0835436424049792,-0.36921033461107444,-0.07163682108058413,-0.2563818315018063
4,-1.0184052104403725,0.14535353118436983,-1.8078217239736762,-0.005079830856441082,-0.8719688532277996,-3.0911159402723767,-0.43033879067959546,-0.054033026858427674,-0.2352996726217939,0.00935124242217053,-0.2136350053084819
5,-1.1063414222002517,0.05262401342932645,-2.2105296713989637,-0.0043891595982777296,-0.9430830532901242,-1.2091577628378796,-0.4654785175857504,-0.04520734671814056,-0.33157121599187994,-0.05963919685698469,-0.23131994758348967
6,-1.3282228340174205,0.12582266017341928,1.3168016760299355,-0.01172625926403861,0.3547648635515179,0.5842589775592089,-0.671627262742777,0.03927603679724197,-0.01508465903272243,0.211422141504797,-0.5685786211915951
7,-0.27486684520220533,0.31650074267202166,2.2887469397273255,-0.004680360177890595,0.754745270205549,0.5621488348755627,0.12595899582499093,0.03565247809672644,0.25587901359369214,0.5349476612762982,-0.3293260115244848
8,0.9584275359486222,0.18098180459179708,2.7087420242920484,0.046577218860174005,1.3096670596353452,5.602915519795432,0.850737837091242,0.08498401730068354,0.158932468907853,0.7063427474545915,0.5333984854898879
9,-0.015491151299712253,0.25524261798413916,1.8988101931253687,0.005106771162348665,0.6087308632837881,1.2406073859957922,0.28208375723400786,0.013492377780938996,0.047169246531316,0.4836530585254442,-0.021698400955856404
10,0.1882552578455617,0.3216631316772151,2.7109744392493176,0.0252754925068705,0.9172974186820639,-0.47062582254168794,0.7028733977755897,0.0006271698952020481,0.2335090186157867,0.4074860071946569,-0.05242879153297597
11,-0.8516258917259257,0.16503989817536346,1.6582520044511706,-0.007665946051395666,0.3893593723575566,0.656619144441088,-0.25387257565268684,0.015671004376088263,0.02378670434472104,0.32351843883320347,-0.5538754341816055
12,-0.7042581921058433,0.1328399205385876,1.5403821794372536,0.004735225105800835,0.4884931176451831,1.3806048063267091,-0.6561468725613212,0.040592518795187965,-0.004852054279706527,0.335606846038825,-0.1704907755730997
13,-0.8976718800215571,0.029712543044861105,0.8031692792484738,-0.02931270282695,-0.18370147289878372,0.564614911703086,-1.7468383717723532,-0.014744914749493458,-0.1874607053188112,-0.043336192137054065,-1.02032377490383
14,-0.8015647639402562,0.024065150902611385,0.9851438061070281,-0.02674763245641552,-0.03226384525323182,0.34763150340715016,-1.2249044995654637,-0.02543120982627697,-0.10490584117693086,0.06889615587397599,-0.532212104704603
15,-0.9528772952200688,0.039532341377020865,0.7465869820625552,-0.027184780603875257,-0.24095646958196823,0.8899897435020633,-1.7991957432480294,-0.009392594326552227,-0.13436175159955394,0.03792311409797313,-0.9097568270919785
16,-0.5870397925410102,0.038850309312986865,0.7474783751033776,-0.022557041457120963,-0.11399690690569778,0.5193594456817544,-1.9774154157300219,-0.008793644117141616,-0.15070695335569442,0.06532180335914821,-0.8797934599829815
17,-0.3714294210285942,0.04235318086495373,1.1517220342792311,-0.015796107775355228,0.0885260236413004,1.0449875675410247,-0.3497704977772501,-0.008004883980872717,-0.0561074471414349,0.16538376739635402,-0.3362574966517768
18,-0.8831941590571227,0.05587873610559031,0.6628532006950177,-0.00673593414190924,-0.35045275880244114,3.7394761831632577,-0.8561198174163069,0.011981279994392014,-0.14639812566627344,0.04712610120108093,-0.1717079867077223
19,-0.5699814814425826,0.044419777811638084,0.9542864890446359,-0.02134852916681327,-0.15504250961296245,1.2855813568229364,-0.7490539429358514,-0.007325454406207958,-0.11661967317620717,0.13864052825811135,-0.5131498418291063
20,0.3991656222921166,0.05138627029585399,1.6673330945539258,-0.00648242123740057,0.3661161442355204,4.067462027232965,-0.3778760586445277,0.02591864813818105,0.0368533711617546,0.17162659768797014,0.1990034236511763
21,-0.4390941343650002,0.04535847270554293,1.2671915769754032,-0.011908223138425546,0.11489651665555517,1.0913028403122738,-0.32286925306925035,0.0057789906055508615,-0.06121947017406649,0.19553969999084708,-0.39667029713085294
22,0.7550769941128598,0.04602677683803633,1.8915592321906545,-0.011378631180518455,0.2698715480440896,1.181211273577669,-0.0279808214861239,0.014398960033224058,0.21991661612530014,0.4875434662721632,-0.41783869515977456
23,0.2983028996406637,0.04517770352085814,1.5606958399449016,-0.009298673018079085,0.20064980264401475,1.9317123915403813,0.004957561052264858,0.05469554651950431,0.14250764309370137,0.3214039697570065,-0.15239796532762206
24,-0.31447877654738565,0.04418379407586088,1.2484183555311315,-0.015425089424297963,0.12995249535700001,1.3567543296195226,-0.34621965408029265,0.02908171428179189,0.0010538439904114996,0.22966195764874464,-0.20457625108490926
25,-0.43719814533366635,0.05002457936072779,1.2767565405479073,-0.004874781045385988,0.11917434149519145,3.1547419066668256,-0.6873550500643331,0.04818247212273466,-0.07760501423375171,0.11809942318067798,0.5305604466706275
26,-0.6063569818288157,0.03963546616231193,1.1773885640828037,-0.012980915638573058,0.043094039854488946,1.735078324968262,-1.1414600890351108,0.012794986642369877,-0.06935000315342581,0.08488981338426048,0.23907351392901627
27,-0.08504250596105553,0.03986305920517018,1.5021155774862427,0.0010926262014111705,0.2358786994842482,0.9632788726286335,-0.5411407383455045,0.011666732399998776,0.02058967412026935,0.33385243816206644,1.4471522839861035
28,-0.269426439710231,0.046587092575953365,1.429611280159953,0.007171360129599672,0.2578593591016263,-0.9125427866460318,-0.6276597441139923,0.006111317914713734,0.02123240637780307,0.32928685777263234,-0.37842398419444845
29,-0.1269552175748199,0.07100461960191413,1.1855104812188213,0.007881696182498385,0.2304766875831691,-2.4319821194597036,-0.32386663791283626,0.012030087736926803,0.03870821148969166,0.3532035313487733,-0.28890462084686397
30,0.5986035314315163,0.0452446405753581,1.7393046555470044,0.0007364857349091651,0.4901100283890555,2.500982028664589,0.03971550240215378,0.06120128155608308,0.17839360526392942,0.4081377769383968,1.1305771828645796
31,0.3677302559028325,0.04165188151769667,1.4502326386270388,-0.0028520528747741627,0.22218791925007272,0.420236015976496,-0.31613687243772154,0.00878969834826292,0.015290431227807249,0.3600389150891567,-0.4195621112592758
32,1.4198804888041496,0.0435033933365952,2.488283661133017,0.007808020837143056,0.6409621043437913,2.608925577388388,0.545253299712947,0.1918648633320802,0.24158824611841895,0.5152901917508251,3.1609468726102032
33,0.47564626082079087,0.043550786813548015,1.6691667280334415,0.0029357506547613827,0.3615222680182429,2.487415236154105,-0.3899014880823688,0.04995451426194518,0.09631775386684396,0.33395351022737046,0.7473453985988997
34,1.0392183677307025,0.04016847682642849,1.9455624214790277,0.00118997438357543,0.47253231241035637,1.362485824294472,-0.1970450769350857,0.053666767135498394,0.13413628225210497,0.5182000013454245,1.917591368445085
35,-1.1515894395773871,0.10949847434537262,-1.8572574327836138,-0.03767756355185817,-0.684385994367888,1.9310447521643808,-0.37146565403440823,-0.0980005814637581,-0.24904494355378226,-0.06499629450875523,-0.44001860330074205
36,-0.7436809970276029,0.10908089766293659,-1.980697910303177,-0.03352802016454928,-0.6921721312125624,2.522579497111399,-0.4603165625047643,-0.08199397644404993,-0.1936903376261901,-0.02773361450683309,0.11925987438300051
37,-1.2687990868675056,0.06955045908871726,-1.8894947264150386,-0.03559526090003466,-0.7579271929238056,2.0147181395362614,-0.5185796262786385,-0.10507991021180836,-0.26500362573677433,-0.08238941676111924,-0.47119303316268885
