,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.19512517524003642,-0.002070805862881001,0.011534621515202606,-0.02693633227731472,-0.3765672193255669,-0.00707123070060852,0.018363486682378295,0.40127256284130824,0.0019624838596796665,0.0559235043569072,-0.0045449580698212755,0.011714746038718298,-0.0916504105324589,-0.08537356588782812,-0.5130780800198316,-0.14014043967844794,0.6176949813963365,0.006425226031450342,0.004314893826594064,-0.26970492675890895,0.8929407162176296,0.7515523791729726,0.041341646468098875,-0.0007908949005758332,-0.014619924412985005,0.23257494009853216,-0.005218380725278235,0.0052674559184244995,11.957230063645582,7.903683146693785,-0.06362867263425068,31.992280501089606,25.42445168389932
1,2.168552945067791,-0.001945345746709019,0.006665899983492999,-0.025634446640839848,-0.5156607422132565,-0.005512567814492606,0.02569438519815474,0.003994629154017154,-0.0032015740265230676,0.03548893891863652,0.0012809038659302027,0.004036300792848679,-0.15318115690617065,-0.09789697664106951,-0.7293723247819494,-0.2168699796892202,0.3585130238578353,0.005852311400420298,-0.013779743121673398,-0.38168574022784646,0.22840057107136982,0.044183147208180236,0.012216377063477463,0.007785013327911055,-0.017069606760775347,0.2134199576404693,-0.0050846929165143774,0.005453582807278231,0.7802224520961163,0.8074141703546244,6.03635245378289,-1.3970527000342674,6.42267890713565
2,2.168552945067791,-0.001945345746709019,0.006665899983492999,-0.025634446640839848,-0.5156607422132565,-0.005512567814492606,0.02569438519815474,0.003994629154017154,-0.0032015740265230676,0.03548893891863652,0.0012809038659302027,0.004036300792848679,-0.15318115690617065,-0.09789697664106951,-0.7293723247819494,-0.2168699796892202,0.3585130238578353,0.005852311400420298,-0.013779743121673398,-0.38168574022784646,0.22840057107136982,0.044183147208180236,0.012216377063477463,0.007785013327911055,-0.017069606760775347,0.2134199576404693,-0.0050846929165143774,0.005453582807278231,0.7802224520961163,0.8074141703546244,6.03635245378289,-1.3970527000342674,6.42267890713565
3,2.168552945067791,-0.001945345746709019,0.006665899983492999,-0.025634446640839848,-0.5156607422132565,-0.005512567814492606,0.02569438519815474,0.003994629154017154,-0.0032015740265230676,0.03548893891863652,0.0012809038659302027,0.004036300792848679,-0.15318115690617065,-0.09789697664106951,-0.7293723247819494,-0.2168699796892202,0.3585130238578353,0.005852311400420298,-0.013779743121673398,-0.38168574022784646,0.22840057107136982,0.044183147208180236,0.012216377063477463,0.007785013327911055,-0.017069606760775347,0.2134199576404693,-0.0050846929165143774,0.005453582807278231,0.7802224520961163,0.8074141703546244,6.03635245378289,-1.3970527000342674,6.42267890713565
4,1.3208486641204977,-0.002151388414077294,0.011131331695395432,-0.03333251740637881,-0.791287495064097,-0.0075407530594747895,0.03263302919463478,-0.12902480020805576,-0.00394395980271617,0.04680206135193602,-0.0007111720970315561,-0.00042795892149363225,-0.21930010059849722,-0.1425252306340007,-0.940925886860168,-0.2940398276172716,0.23903621651349577,0.01749521822811411,-0.021069168165695935,-0.43179776388273056,0.15757684602905803,-0.05959062148445729,0.009930994597858202,0.004514341502713935,-0.02226873371978363,0.07113900052881154,-0.006186994333885111,0.005667458547268523,-0.12424905235162954,0.7956699447635718,-4.310425374346097,-1.7817182326128147,7.29433029771271
5,2.275183330372216,-0.0018848765740166226,0.014195070662086862,-0.025689752327942565,-0.5117150260934362,-0.005479072556900168,0.025240349707265002,-0.007323274800818468,-0.0030123038131849413,0.035527848663392265,0.0012542365336304007,0.0042135636146161965,-0.199436404496672,-0.09420046097957872,-0.7182041043929774,-0.21161404446362997,0.3698333934576156,0.0014302736793782005,-0.013389235093654316,-0.3844638306013751,0.23528018121054414,0.04193785503865276,0.01752760289622839,0.00798237062420982,-0.015776898973193277,0.22591480502894432,-0.004861497038654617,0.0055693165768082595,0.05443095267395547,0.7207768765540243,5.770987443431488,-1.0065023786040297,5.880526063290785
6,1.430704612646071,-0.0018659164473317533,0.015389173550153321,-0.023558555787053966,-0.43449722579803063,-0.005318169912986332,0.020598760838394074,0.06117603912845563,-0.003734586011967549,0.03550366526567319,0.0015801319623672567,0.0036765859577761535,-0.18270601950913795,-0.08512836931175462,-0.6437160081214804,-0.19984693095708636,0.4675392741554208,0.0015005787356911237,-0.013253058072944975,-0.3640589840784838,0.22760917873106623,0.04309367002857574,0.01752760289622836,0.007087530050833914,-0.01564521159972186,0.19535650264246354,-0.00576889671075287,0.005558088141613946,-0.006977572667058938,-0.12066164448291718,4.582269053380683,-0.9106676324926994,9.50549270705563
7,1.430704612646071,-0.0018659164473317533,0.015389173550153321,-0.023558555787053966,-0.43449722579803063,-0.005318169912986332,0.020598760838394074,0.06117603912845563,-0.003734586011967549,0.03550366526567319,0.0015801319623672567,0.0036765859577761535,-0.18270601950913795,-0.08512836931175462,-0.6437160081214804,-0.19984693095708636,0.4675392741554208,0.0015005787356911237,-0.013253058072944975,-0.3640589840784838,0.22760917873106623,0.04309367002857574,0.01752760289622836,0.007087530050833914,-0.01564521159972186,0.19535650264246354,-0.00576889671075287,0.005558088141613946,-0.006977572667058938,-0.12066164448291718,4.582269053380683,-0.9106676324926994,9.50549270705563
8,-0.1773684540420706,-0.0017968033471508023,0.01234162796936689,-0.02270809960146878,-0.373861153057212,-0.005251451155541267,0.020073891324027985,0.05394056248578498,-0.003575469028593117,0.03455968650269374,0.0020036319306280834,0.0027027386313280715,-0.16789468865165086,-0.08458833000683462,-0.5898156774981983,-0.18662768110222366,0.3668405701618525,0.0012172032556079433,-0.013922286578950446,-0.3213088921457636,0.19431184829996717,0.052753493978485805,0.017534694752321646,0.0021022432794207684,-0.015226612174805976,0.19034350594258123,-0.005768896710752868,0.0054627544813630625,-1.8707110937800069,-1.0559897573764196,27.608666585245874,-3.73694051943056,11.032759200652588
9,-1.9349992720442126,-0.0015778662281776372,0.007995831322884266,-0.0199497891955392,-0.2019126853085758,-0.004628461008716211,0.01616642683233678,0.29658157749508257,-0.0035664256737074672,0.031439970412228624,-0.0018232912961708837,0.0017744384268076397,-0.10683616882130864,-0.08159604519087417,-0.35919890262156423,-0.14841431090147955,0.3648280836841984,0.002981828425430077,-0.014983981831751671,-0.20910668212357506,0.4060680345749217,0.5061923409550433,0.013252239731158823,0.002267650616759183,-0.014641873481920685,0.172434178471385,-0.005746948804345867,0.0038021650072809308,-3.023411687289463,-2.5745518107088032,35.6805533664484,23.81966077817653,13.62520566515557
