,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,-0.07630169894715204,0.0,0.0,-0.0032073059360730573,-0.2709402092532754,0.0,0.01022089041095892,0.8233573224161461,0.0,0.014236325771229056,0.0,0.27739759969028255,0.10712911754898934,-0.013116049382716051,-0.026645229601707336,0.0357494439577182,0.0,0.0,-0.8880108912581596,0.6076998556998559,0.5668994962411845,0.0,0.010700431034482778,0.004599567099567103,0.1994045954045955,-4.563026930575956,0.0,0.0,12.115782110719476,19.13894498699706,2.6808835036019096,32.688422449241415,16.824078992325926
1,4.0257086814182115,0.0,0.0,0.0,-0.3597457664829478,0.0,0.016161686742506343,0.009629352226720657,0.0,0.009346233744741674,0.0,0.0,-0.05648801972740083,-0.004769920179246602,-0.022161949685534595,0.39771481553283,0.018899013797688515,0.0,-0.41205188241051727,0.3992030834471851,-0.0068074989243346855,0.00759236453201971,0.0,0.0,0.3154854101866486,-1.671654508707016,0.0,0.0,0.18021003140453204,0.2424306940746496,7.527878951769104,-2.0152496625796346,4.8429272630255396
2,4.0257086814182115,0.0,0.0,0.0,-0.3597457664829478,0.0,0.016161686742506343,0.009629352226720657,0.0,0.009346233744741674,0.0,0.0,-0.05648801972740083,-0.004769920179246602,-0.022161949685534595,0.39771481553283,0.018899013797688515,0.0,-0.41205188241051727,0.3992030834471851,-0.0068074989243346855,0.00759236453201971,0.0,0.0,0.3154854101866486,-1.671654508707016,0.0,0.0,0.18021003140453204,0.2424306940746496,7.527878951769104,-2.0152496625796346,4.8429272630255396
3,4.0257086814182115,0.0,0.0,0.0,-0.3597457664829478,0.0,0.016161686742506343,0.009629352226720657,0.0,0.009346233744741674,0.0,0.0,-0.05648801972740083,-0.004769920179246602,-0.022161949685534595,0.39771481553283,0.018899013797688515,0.0,-0.41205188241051727,0.3992030834471851,-0.0068074989243346855,0.00759236453201971,0.0,0.0,0.3154854101866486,-1.671654508707016,0.0,0.0,0.18021003140453204,0.2424306940746496,7.527878951769104,-2.0152496625796346,4.8429272630255396
4,2.0499389540097708,0.0,0.047561512561512496,-0.0032275132275132283,-0.5344578174091645,0.0,0.09790609090530929,-0.3352417887096377,0.0,0.026830182568051683,0.0,0.0,-0.0914935441502043,-0.03212749031266919,-0.17671091756697035,0.3860630142021412,0.02550584025458992,-0.014431544547643652,-0.7896311598509651,0.28514532383924707,-0.03498546264577567,0.00759236453201971,0.0,0.0,0.12333202607215026,-1.6550525261485112,0.0,0.0,-0.5165133030550286,0.4743842574030911,-5.5765228077810445,-1.6862820073871994,8.02667668965019
5,4.114946776656307,0.0,0.0,0.0,-0.3597457664829478,0.0,0.016161686742506343,0.009629352226720657,0.0,0.009346233744741674,0.0,0.0,-0.06857135306073416,-0.004769920179246602,-0.022161949685534595,0.408623906441921,0.018899013797688515,0.0,-0.41205188241051727,0.4053569296010312,-0.0068074989243346855,0.00759236453201971,0.0,0.0,0.4661001288013671,-1.671654508707016,0.0,0.0,0.24382907902357986,0.21249662814058354,6.860339907480059,-2.342579665909638,4.919278911377186
6,2.71267726090258,0.0,0.0,0.0,-0.325231617571163,0.0,0.016161686742506343,0.09012935222672061,0.0,0.009346233744741674,0.0,0.0,-0.042055587294968444,-0.004769920179246602,-0.022161949685534595,0.6181842076471902,0.018899013797688515,0.0,-0.40572376700229135,0.1512972339024971,0.12332440838404328,0.00759236453201971,0.0,0.0,0.29559705292987026,-1.9952869622749527,0.0,0.0,1.0306965539184376,-0.4713293080024082,4.61170664229857,-3.4497358234899846,10.71494129767943
7,2.71267726090258,0.0,0.0,0.0,-0.325231617571163,0.0,0.016161686742506343,0.09012935222672061,0.0,0.009346233744741674,0.0,0.0,-0.042055587294968444,-0.004769920179246602,-0.022161949685534595,0.6181842076471902,0.018899013797688515,0.0,-0.40572376700229135,0.1512972339024971,0.12332440838404328,0.00759236453201971,0.0,0.0,0.29559705292987026,-1.9952869622749527,0.0,0.0,1.0306965539184376,-0.4713293080024082,4.61170664229857,-3.4497358234899846,10.71494129767943
8,-0.7241878265048309,0.0,0.0,0.0,-0.2728497632751711,0.0,0.009890808020647235,0.09012935222672061,0.0,0.009346233744741674,0.0,0.0,-0.03364847956848897,-0.004769920179246602,-0.022161949685534595,0.5177085532706073,0.010616438356164368,0.0,-0.3432482102206368,0.15234502821344925,-0.006901960784313735,0.00759236453201971,0.0,0.0,0.2139800950683303,-6.060812808977274,0.0,0.0,1.2153927709379184,-3.9587424670227005,25.9241140105704,-5.861527060177067,6.821993164660005
9,-1.654523570345454,0.0,0.0,0.0,-0.14339353005857156,0.0,0.0,0.4617798370360291,0.0,0.0,0.0,0.0,-0.022829321598617662,0.0,0.0,0.18554239610361162,0.0,0.0,-0.24680906422363474,0.9395331890331893,0.4739837394489572,0.0,0.0,0.0,0.2500839160839161,-11.662663692667707,0.0,0.0,-1.3182585249008585,-2.425750891908161,36.012102094735354,22.453155023727014,9.022306772740679
