,crim,zn,indus,chas,nox,rm,age,dis,rad,ptratio,b
0,-0.7206032194189754,-0.3163034928277163,-2.2116926786642246,-0.0017516705516705765,0.4484497184755142,-1.2392347569485362,-0.6596838561614617,-0.5340766486636946,-0.4245853385590583,-0.6122912654402458,-0.3771200718723398
1,-0.585454730406286,0.1995759096832516,-0.9555716160185678,-0.030905922471438616,-1.0056426033065842,-0.9535192372765052,-0.04364567235327161,-0.3103376777970359,-0.2647054208901377,-0.00606464896813675,-0.02392166082769844
2,-0.8374266026483831,0.2242427072463704,-1.2501480918927517,-0.02718653205320565,-1.1560089907453805,-2.692606814314628,-0.7490131931743452,-0.4348884747066637,-0.25336919404611813,-0.24359622953702562,-0.13929186476028074
3,-0.8084079526241191,0.18425112176247052,-2.1752434043243203,-0.01589474594428117,-1.1990562694010742,-2.4884311552987457,-1.1875555169897398,-0.5698283422841619,-0.2624985452888547,-0.01660906709875997,-0.3205194031408251
4,-0.3559112846984758,0.21959278221512443,-2.109530412146953,-0.005744901344436593,-1.1195508088846586,-2.4901913001804363,-0.6906331459137632,-0.5169603773215398,-0.15627090516746092,0.14551323099056843,-0.08580615818037995
5,-0.6156574053523329,0.29493597714449965,-2.334762180634117,-0.021478412872038326,-1.1856399014979853,-1.0519419178591773,-0.6156642223628129,-0.5003980131075424,-0.30034345550249775,-0.03238499554492666,-0.2542587530434809
6,-0.9669170146575472,0.31371382756520966,1.941442861943207,-0.028789729716807568,0.5742732924693665,0.5426232315442014,-1.4785662098502261,-0.2277040994910511,-0.09860532843027622,0.07638577452604428,-0.5685498865345316
7,-0.6121918624607894,0.7157810730891073,1.9386636899586178,0.02129272321675952,0.42445208663723777,-0.17041597912004658,2.9584590645062163,0.8469659890354605,-0.36458894752539156,-0.04724497810335599,-0.18976613986622667
8,0.7957942336234527,1.2086742066859695,1.7449922079034097,0.07014793155009293,0.43983190319676135,3.6383610848615113,3.281283476604074,1.5557522847027017,-0.2853065343047808,0.40054683387067147,0.31342909067372376
9,-0.16891226239911447,0.5364717584830597,1.8306827358371125,-0.01399795739708903,0.4465263992128784,0.5046166385700753,0.9452912198560814,0.7036011944323394,-0.2519266598469224,0.06151837401826317,-0.13346472139909427
10,0.6021536808215489,0.7372370132111518,2.2988389202701596,0.022814783389204993,0.5902868231449273,-1.1103129715765447,2.5697987139149454,0.7291476297802161,-0.38197104240273627,-0.06831544636362444,-0.042771384821659694
11,-0.8052668400490568,0.1805969974709034,1.6784976641993195,-0.020655121873670315,0.4584424082161449,0.3098862048776382,-0.598268522245916,0.33521073516686706,-0.14047089289086934,0.10585947612403578,-0.7244253896278072
12,-0.6778996405440378,0.3684853606585528,1.8603199355998226,-0.020314218512325767,0.6024394505097151,1.3581375512080776,-1.7174430575654525,-0.22998020474990977,-0.21112935338407693,0.0808522205158044,0.20483867563142047
13,-0.781911780050002,0.07783996585379825,1.1178988705710025,-0.005310023390253188,-0.12078377786034304,0.6953191717273163,-2.232459044305994,-0.7464383813914013,-0.340443659713472,-0.18135047957035305,-1.0055541425027101
14,-1.176387917919359,0.06409386978393462,1.138858341477485,-0.004020989246298811,0.04136312447890792,-0.1752992854240245,0.013386015861163534,-0.5660357982386212,-0.3275670537699859,0.26901357236992685,-0.6863971600055411
15,-0.845990613684426,0.07638750026383267,1.055882667496654,-0.003952900883130698,-0.10735887080904895,1.137153763490921,-2.5767631245403133,-0.8210699639880112,-0.3044815749791487,-0.13076503397927933,-1.0112351290204598
16,-0.712297628577872,0.08158780259308233,1.1601806973422322,-0.007165449902738531,0.04520217314419799,0.6995841157165412,-3.014333315278068,-0.9735474194538687,-0.31405094093810487,-0.09617216420117321,-0.5265811510766396
17,-0.3009955640037212,0.0757103776713154,1.1518120702757269,-0.009095330855119476,0.09735661841623151,0.911723206898852,-0.8594036381068646,0.08145652498597501,-0.25449483527954714,0.08233725811308404,0.04680003125165623
18,-0.7695991498246166,0.05449663479055136,0.9999007581311827,-0.004549894074995819,-0.03803307887477837,2.2208955246483533,-2.3919797570441044,-0.10877685960923936,-0.07134232247798804,0.0669662512457491,1.5109286124574741
19,-0.5307478195101674,0.07029934980318224,1.1422761043749852,-0.005932781835511649,-0.03261482589475214,1.6137101012133412,-2.309724644305927,-0.38351490887677364,-0.25832400227158836,0.017345560024254476,-0.36626541335345486
20,-0.4848767082912386,-0.019158537511601383,0.9482938772394852,0.0016686198930054464,0.2504197005148589,3.5121792859682706,3.30695746131981,-0.1438639878548218,-0.05293555982423641,0.3398549350391323,-0.2297323671250765
21,-0.6262172455527111,0.05925355388685224,1.1669812949974387,0.013437147381111961,0.07433540312623957,0.546075529722099,1.185985817070798,0.16436814380035744,-0.2166831374557097,0.2960979588841285,-0.7514277464930168
22,0.1633309590658914,0.036440410200673096,1.3346001751393912,0.046755135061389216,0.23137215107542178,-0.022703868549380828,2.5299535758051404,0.3090874030051648,-0.20090649975665423,0.5432113632658705,0.03616591505468003
23,-0.08859558376627125,0.0012557774424503414,1.1827113688322148,0.009831591606870712,0.27060817200786347,1.0799216234999578,3.10409677406544,0.2041370186134425,-0.25345557921970724,0.5541587146498662,-0.2884631583645376
24,-0.7527558994636021,0.032399860727586334,1.1607859299376693,0.002528293862947935,0.21327239492824118,0.734510551921417,3.2879773728914476,-0.4168935731505065,-0.20434570038188224,0.5853595007360557,-0.3718320126417854
25,-1.0071823601838883,0.011103213216932768,1.0726539596799982,-0.0034324669125070147,0.1043427588275697,2.580341030354166,0.41505560817481263,-0.3595501102111593,-0.08971202685688656,0.20930131585659567,1.7494857974219553
26,-0.7197336790876193,0.025711471749863015,1.0259598105800813,-0.01354012469274428,0.07283371638252473,1.1727286721921002,1.4299603234800395,-0.6756646621397561,-0.20517638242240196,0.33181606735632985,-0.41318849403082775
27,-0.4972574837615872,0.056111695073151405,1.2530607221650336,0.01469356483352473,0.31109618178455234,0.24284648813472884,0.9361600928150299,-0.4044642382508463,-0.11607212274093663,0.4796372552930803,1.8785945640218589
28,-0.720708123410258,0.05921429975109512,1.292246716425721,0.030354360265125436,0.28734805158954624,-2.2080621436044483,2.5760937685480716,-0.42194409270377947,-0.23013700787714494,0.8161222283280093,-0.7867213379443474
29,-0.5200817451438904,0.05573412365721533,1.396042192641109,0.037644308149873004,0.17797645396446138,-2.624137955280803,0.799112280230748,-0.08278937473986732,-0.24335832688643122,0.7540372480627751,-0.5052724852876022
30,0.0933932619918333,0.012042089054814688,0.9965561144894283,0.005897433871026238,0.3422355062623796,1.7601107948547459,2.915175501527933,0.3206978604533598,-0.21116594748613232,0.6003080422457208,1.1910560621024813
31,-0.6634435226183293,0.030582859579439636,1.239414715687846,0.017137222434376497,0.4016947365390438,-0.4483242550477069,2.7622625171629505,-0.5091945474804815,-0.2721725644148894,0.5946028589017068,-0.7477533013763699
32,1.559825731195827,0.046283901252996945,1.217269151202459,0.023012593950234386,0.4358576027144842,2.0648242605568,0.47893011047324674,0.8689098334433787,-0.00711585935085254,0.5415497308391832,3.702159663089836
33,-0.15376542568489923,0.008072089054814624,1.029189405628669,0.005897433871026238,0.3632999988708897,1.5601755862510305,2.8264752224484835,-0.01762947564936893,-0.15563427703178695,0.6076948251587424,0.8762313364499894
34,0.440440897731649,0.03541917119180396,1.2368656113010528,0.05481742906057834,0.3241954310416276,0.05442473792550127,2.8759548373603243,-0.13504537110145065,-0.08797997792632647,0.810926162432853,1.9098877903499754
35,-0.6181137344308174,0.22053202882605372,-1.7068363086741698,-0.05105512569171679,-1.1596215574219908,2.161574262872152,-0.5497698804435119,-0.36475931595310845,-0.2519784134258493,-0.04344517989725136,-0.2903200563922021
36,-0.4463578478950414,0.14071007842125355,-1.801909455465888,-0.05224865615298315,-1.1378044757548313,2.9577236138657432,-0.7763606257681686,-0.258905718941294,-0.302419414707931,0.008658086993386514,0.20582113477334182
37,-0.794018905951286,0.22203278411746014,-1.688903850256778,-0.04776796345139662,-1.1235515920761854,2.4668764889752484,-1.328479321947967,-0.1710162482374577,-0.33123182347987473,-0.08702116707601529,-0.2321116812481582
