,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b
0,0.014401247130239405,-3.015325244802023,-0.013914587540442523,-0.2521961394394346,-1.5731940517750627,-0.3645136508350184,-0.249889881125666,-0.4330792845360217,-0.3293115936373498,-0.10770370624241475,-0.6115663878292165
1,0.057571917455141494,-2.247318845041849,-0.008039424141749718,-0.31679943925946286,-0.9534136593161027,0.04016470083059205,-0.15850575075065332,-0.021153550957751427,-0.22938242943320516,0.07039794234059202,-0.36251474235796183
2,-0.10884045190286586,-2.4787575464882137,-0.008543379633991889,-0.4013306328212372,-3.1914715151145776,-0.5865906605084671,-0.4543161020664214,-0.09029676829984491,-0.4562032191260283,-0.15410879281469286,-0.05043421185606981
3,-0.07377092419764342,-2.7603422591073956,-0.012849310369922625,-0.42859427531778266,-2.9441070431850282,-1.265799691469722,-0.3656807647483658,-0.23733529860862293,-0.4392233313664616,-0.13209129527325408,-0.194499086988212
4,-0.047202808718351454,-2.6953909975741617,-0.012029282991836778,-0.37200498216349126,-2.8293243565159467,-0.4858339399200486,-0.44978809467649306,-0.12697315318400834,-0.3465739762657985,0.007718878859930409,-0.10929056748220649
5,0.017387085371518764,-3.2266098406586905,-0.004050793650793656,-0.3833342446181074,-1.185233735787304,-0.3983358982516352,-0.22470280228855874,-0.2837765711533919,-0.5658894124604544,-0.1772612571159869,-0.14378581001900737
6,0.07030227272727277,1.6827244491030922,-0.04559588342357485,-0.6621732862139197,1.1677416176649988,-1.7133205888657124,-0.18451788893823096,0.04762535034808034,-0.040446953511678846,0.2090984652360698,-0.5816308347588091
7,0.08357980390062211,1.8159941964102202,-0.00600023881790829,-0.26602463971993706,0.02619402940138477,4.0634286355689335,0.5885028118916021,-0.1641986874609418,-0.26221092238996846,0.5536812634882787,-0.1809395329046976
8,0.48148506410256425,1.5378017831841364,0.051913041926851054,0.20474699402175256,4.726915199305725,4.416925640011562,1.1561945405839156,-0.06752171213243073,-0.005860893046477434,0.8613745258229415,0.11453253558704858
9,0.10212190476190479,1.5084788843766894,0.005505668003305452,-0.5201149025244551,1.129540898070182,1.3660803511165545,0.7619203619346748,-0.1065914459326805,-0.27322793073418544,0.11094725012458309,-0.19915431982898396
10,0.16492841719562115,2.187634270167231,0.015260952026850683,-0.13879008365533224,-1.6228944581493643,3.451565499865463,1.2493929493615523,-0.11216547328871314,-0.3277833349538724,0.6386558031105852,-0.36469782231243264
11,0.050534772727272706,1.5792506416018728,-0.004530971576970621,-0.6677347858707992,0.9267988839005674,-0.5625970525056279,0.32673792457155704,-0.043235703393459876,-0.18703758806685752,-0.06381142325781348,-0.7020679787621523
12,0.11628568719546153,1.5149312185015578,-0.01019956435552277,-0.537318482382756,2.5141042312930435,-2.766812619538228,-0.13835552848165047,0.06761811636111521,-0.15122827805286768,0.5098391317592501,0.046042807068186045
13,-0.028673920186585707,1.2091821970341798,-0.015149715047222375,-0.7165500322479393,1.248390979037609,-1.9853610459239688,-0.40203991963788926,-0.09650917684116388,-0.42253770715764777,-0.9723599557739369,-0.9075849838878459
14,-0.01311976190476191,1.5725271187197096,0.004523010708161069,-0.7644006274866011,0.045007858759116434,0.08786125744395812,-0.7542344250320161,-0.11012257494119088,-0.38511254565662933,-0.18884777425293278,-0.8380748169892237
15,-0.03162892018658568,1.2258484285188558,-0.011584412740493127,-0.7424355914794353,2.1299197703814094,-2.6085739727920916,-0.37407035554656837,-0.10525558022577965,-0.4883227045796724,-1.083005923890346,-0.8755840180917036
16,-0.023570073348460792,1.1830879648793813,-0.01440057084902923,-0.7280729968483256,1.675156846588581,-4.219829464615057,-0.43572326020750896,-0.09175722423865783,-0.44063041939925757,-0.7304429271585259,-0.3242111554355487
17,0.001150000000000002,1.377210788283769,-0.005767067888520749,-0.616485663103298,1.390076256842303,0.6239616161333037,-0.11634015580343549,-0.08088250876945642,-0.4007016951693876,-0.3721736642991967,0.2502588131415085
18,-0.02409325396825395,0.8539902921249003,-0.0039311363636363676,-0.47438895305799866,5.73186814917937,-3.2432968568799656,-0.9305982393497108,-0.14958891041558023,-0.3894648197490632,-0.28181297228439484,0.4795234201319215
19,-0.006550277777777735,1.3249334592393025,-0.0006754467084639351,-0.7578514141865297,2.7376567370047113,-2.037001235546987,-0.40331528082475954,-0.087780786117449,-0.3809671844279487,-0.669738059220477,-0.11390379206603134
20,-0.026796633620003125,1.079333826350187,-0.031638362224553095,0.07700284683491242,4.906033911588867,4.069220833410083,-0.8017013919292839,-0.014309605048142974,-0.19057698262507097,-0.029360062450846915,-0.712101660918559
