,crim,zn,indus,chas,rm,age,dis,rad,tax,ptratio,b
0,-0.7113564068207899,0.029177489986853076,-2.7553331276527038,-0.005213017749993433,-1.3852432631081575,-0.4045011211268483,-0.5185719172669484,-0.1954889504894549,-0.37298321438561166,-0.46490325574500296,-0.306276496273753
1,-0.5013981358242894,0.15912395482442274,-1.5684455385474494,-0.01551721969098316,-1.110565772404448,0.19201191222251676,-0.2416894264662618,-0.13597812889501001,-0.3848425875901472,-0.10228880624180996,-0.3049035320189518
2,-0.7783560261842054,0.07358669566585405,-1.7501330130165307,-0.024577529843793303,-2.938628136681799,-0.5600487872038826,-0.6344520794069523,-0.27492275027705876,-0.6211732814407603,-0.1935472676319398,-0.06664110461134168
3,-0.6891023767423666,0.06596071575185464,-2.667575233744969,-0.005378630097972209,-2.6128735023919862,-1.1438746024846098,-0.6503637835018294,-0.21118319673840208,-0.6448442473448712,-0.16534056548663215,-0.1906178578506252
4,-0.4091018293219066,0.03906295250088479,-2.5973726570314044,-0.005539829911230835,-2.478815360529059,-0.5917470368445443,-0.5850561307560848,-0.17000748050417502,-0.5602417271970218,-0.048916082097790775,-0.021258098940078563
5,-0.6322813776892325,0.0678198156145296,-2.8448326361955405,-0.0024621428571428615,-1.0612660338930533,-0.5198851073181197,-0.544046779491952,-0.2177182955485197,-0.6706407970932746,-0.14887264725387023,-0.188007278906236
6,-0.8389306762464277,0.08251645661221652,1.5658786607154418,-0.0422127509749451,1.3412691247344448,-1.465978334705121,-0.7187754770095321,-0.06490771248576963,-0.3999190110457202,0.3881195032225888,-0.5905530634495872
7,-0.756914347541991,0.4366815132482502,1.7734225552616845,-0.052139479010334014,0.28383917773697814,3.662136194825762,0.43017197451381023,-0.07655024255077475,-0.24659171340299363,0.5392868034982542,0.31336428278894357
8,0.043475172920876506,0.5030599263397804,1.8959467237702,0.008448444312091805,3.870258215804931,4.574277562691091,0.9725755547441237,0.025419286580844455,0.026942653844565866,0.8254034174523659,0.31439976090671556
9,-0.3971949417381134,0.12928959451401317,1.5397311301828491,-0.01024815157180375,1.416006138784124,1.4240114699006148,0.2972957558151555,-0.1568466756582697,-0.4152792305660191,0.4906495524364846,0.14149207726855545
10,-0.42447153457930714,0.5149438993536096,2.0708497216452324,0.014026110334755787,-1.449321902659344,3.0899577272517598,1.0854221498518366,-0.17689166304112408,-0.35066849954984586,0.6758866380502332,-0.14972592729021686
11,-0.8609402139110994,0.05092050091495643,1.5505098778586703,-0.04352016081228154,1.336048361323992,-0.40717468987793,0.11515078716815669,-0.15178577610826138,-0.359263745568823,0.08439311453208663,-0.3315313361518765
12,-0.43186399650565627,0.18806212647513865,1.7110925224569575,-0.02145123323897918,2.3215232753313644,-2.1130757197716337,-0.6125291550876681,0.03684899063400367,-0.47818119169999457,0.5954078792930756,0.09007322148098139
13,-0.7105947391385375,0.02224912409823939,1.3468227204429128,-0.033898765040538126,1.457862777552063,-1.9291457342542713,-1.2923275268056493,-0.1831573686352029,-0.7197210433268912,-0.4258672902136758,-0.9663154353108597
14,-0.966280845597143,-5.9162479961861305e-05,1.3991347327453536,-0.012242676134197926,0.24328592372375007,0.12083340994284018,-0.6289547456316239,-0.1825222909170728,-0.6273888774282418,0.03623319761724446,-0.5940319464733581
15,-0.7174082008419563,0.011725532708207932,1.3985384752203704,-0.03752098726276036,2.058180827390955,-2.2364463077586563,-1.4070915171852103,-0.1956268824822978,-0.7470431128037105,-0.4727181900686062,-0.7482829175487443
16,-0.6085299570384682,0.04228127079193363,1.565688739942539,-0.007834749253732745,1.3812378073221205,-3.659064635706804,-1.187593841663722,-0.23846037740492723,-0.7209509446841004,-0.2816048145468708,-0.39896177839038
17,-0.2554711597574033,0.018923545688020148,1.5353977228499007,-0.030774963582547398,1.5802040910561943,-0.022235708574864378,-0.23562704041280025,-0.0687939202658326,-0.61147397334052,-0.06479576542411548,-0.1095461088684433
18,-0.6380896063797277,0.018977553518709677,1.279151270217998,-0.0170587238107804,3.430664988505357,-2.748907057833064,-0.3603320981573172,-0.1011416555227062,-0.305258826590947,-0.09149089712707863,1.4179917725471474
19,-0.6040253100844895,-3.451034950956382e-05,1.4450179340986573,-0.03585288500176818,2.39873863645647,-1.9519609648411436,-0.4311783442841136,-0.15891610254151783,-0.6167934129713264,-0.2945077647685022,-0.19928055634516825
20,-0.5794353616727351,-0.025924001068214762,1.1419602978618395,-0.021150896643807468,3.757071600994689,3.651482486267381,-0.3516869630608196,-0.07333219182987978,-0.16509053186542733,0.1332585925923838,-0.2509463122078204
21,-0.7048863444657715,-0.01820135003788884,1.3931439980362177,-0.018244055459398487,1.206852993541583,1.208103068697323,-0.13494605251417077,-0.026651787139120392,-0.4919903848792504,0.09459185579925859,-0.7248652222111944
22,-0.26832549648651394,-0.017884125119949645,1.4656984947284462,0.006851269265785527,0.6227574956707828,2.798476524461522,-0.024251714161709216,-0.08354398986815677,-0.2541522707172308,0.5558817953415701,0.2743987362530418
23,-0.9052154765167165,-0.02373228264171372,1.4226373562371883,-0.019641054633709003,2.1383479033409643,4.350490621624318,-0.34982903790705894,-0.027146465848424478,-0.2625527496534015,0.2731082824567062,-0.5723603770905628
24,-1.0634431105638098,-0.00554745845328293,1.35634154086857,-0.0009632843136089327,1.2220341089521745,3.4331332215186876,-0.6182061625061367,-0.12118653465465397,-0.3619102129693885,0.33856990737470744,-0.5447152958856707
25,-0.9982940845303026,0.0054361111111111,1.2587981708313205,0.03416777521108444,3.191016637159046,0.22249838636810654,-0.299902489165909,0.06189343675093128,-0.2714797719339444,0.1575209884376282,0.8943515591285184
26,-0.9584950035715,-0.012279140655315523,1.3325369988169244,-0.01867625348121065,2.0134229467112754,1.1170338858789943,-0.5565330408900148,-0.04052049410953786,-0.4888803374747143,0.12454676728781351,-0.505749609145125
27,-0.9897503435379682,-0.009340930457469252,1.5385539800766832,-0.0059295108936155035,0.9506401375122795,1.0074569070619446,0.001565882817804098,0.013426892718508977,-0.25753396504501735,0.30026821116884395,1.301049457945596
28,-0.7266029161485219,-0.04913862006944453,1.509510941293842,0.020873076626890533,-2.517949999134324,3.158490274768624,-0.5011479766069667,-0.19638007735092114,-0.4019852272297487,0.6003013745477053,-0.45516413132954564
29,0.08130183302705996,-0.011786542430081506,1.5151244700182183,0.010773516912181999,-3.042146479374558,0.7427261894220232,-0.3326803850594499,-0.022543563117794426,-0.4501271469906908,0.7041292933310519,-0.23376446637037107
30,-0.3151061396963621,-0.01517400106821472,1.3188955631085113,0.015294005745919466,2.2757607663611408,3.3800753846213083,-0.28059952196424726,0.03220862582189991,-0.06422868292364922,0.4312361121080498,1.1576446072532358
31,-0.7015485115610197,-0.014539125119949627,1.4020357906709497,-0.005691687210502392,0.00010805969190395143,3.1762573594484587,-0.3241228099178332,-0.06546767971211741,-0.3426101915712036,0.39979520217724684,-0.7435096875283455
32,0.6987909715986687,0.026738029709185884,2.007405234071833,-0.00989950271084811,2.0086724323812404,1.3132647585269182,0.6417646915173493,0.1383970595734942,-0.005813899915274474,0.503859247973263,3.85512769664176
