,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio
0,-0.8089425640295254,0.08854165985390777,-2.777737188868045,-0.0055455491589518485,-0.26520215651180706,-1.3864765890011654,-0.39989347636750966,-0.3023809493441065,-0.36262175134020136,-0.25796634505286925,-0.2450683708121383
1,-0.5830972498283316,0.10111990416046539,-1.7273947595169834,-0.016736874357809652,-0.5563871492110448,-0.8070194980670006,0.3859200160381939,-0.23753206548670325,-0.20299268676902804,-0.34426965273824867,0.008296735144079512
2,-0.7251625895368055,-0.030018350365138575,-1.8726758640953842,-0.02851834743153271,-0.6299020508132359,-3.1113352546205375,-0.5276303858424578,-0.43562736594696516,-0.09747630863252901,-0.4369071321271407,-0.10803963122068325
3,-0.8291191434625669,-0.022509178824347803,-2.499774300704444,-0.003433074324324324,-0.6680233097036254,-2.6727066153999623,-1.089550416344438,-0.40674005984926925,-0.1859053514745648,-0.3944851921024061,-0.18314663844246368
4,-0.3962431624965451,-0.06314117011996073,-2.390736853222988,-0.005070549158951848,-0.591870773507918,-2.6620688289151206,-0.39716429644038226,-0.33878197925973935,-0.08329541910611535,-0.30330823990072303,-0.09881200850396744
5,-0.764041766017135,0.07596886114763168,-2.8422650557317644,-0.0038305491589518507,-0.6690154005654754,-0.8258224687874116,-0.2719975597042135,-0.2388362343304777,-0.2913826856925081,-0.5082525643640126,-0.10161785742809225
6,-1.0942927413342969,0.03336284743102174,2.0075840677476844,-0.028607864069796908,-0.20316476318618581,0.8142477127411842,-1.7405333715710156,-0.44177243536981053,-0.0159583280268843,0.08076605377003966,0.3775755412356485
7,-1.116968361127929,0.24638349456832484,2.027710376841091,-0.014547430966276797,0.025955917937166215,0.43278910304424584,3.7102978747544766,0.38856686192039036,-0.0515406649538548,0.02337615039143454,0.28478339695851956
8,0.08997805650177396,0.6230403072918331,1.8308530037028257,-0.011882896042363467,0.3369978190641162,4.598610893609544,3.9887399613798356,1.0604252992151857,0.09895358223390152,0.2870835158941632,0.6757071765167766
9,-1.2769808066506243,0.07251878461161491,1.934549677305926,-0.01686749130861392,0.021001850462998854,1.1821151806898262,1.2044514532505108,0.6648131125678911,-0.024097352613265063,-0.11840902538335425,0.10171133643467888
10,-0.8628187123821189,0.42829285743752304,2.79282348472452,0.01393122621750967,-0.015896453485438063,-1.3275349732581163,2.944127457429905,1.0251446298787734,-0.06504019909121128,-0.10839625359915592,0.08527365549539805
11,-1.3525858498447754,0.07670102003576514,2.0032398654025885,-0.012179134159781101,-0.16382761725990844,0.9147381511419744,-0.42681575662203974,-0.015729861385661736,-0.01109511369248112,-0.07466159861871245,0.2103226143706204
12,-0.7496304032761631,0.13113615313241264,1.862436949091416,-0.019180769731365083,-0.22148134122367988,2.2754676225469788,-2.430583922495023,-0.1417298158190591,-0.00010566000955351644,0.005500457197679946,0.42657744995394425
13,-1.1836219457092723,-0.013253191033970891,1.6094889285365857,-0.02576224214527599,-0.518165000263138,1.05922517124818,-2.5189824375417578,-0.8946548042832894,-0.11059322431632503,-0.2021148459392708,-0.473059689184877
14,-1.6002900338352912,0.0022507927110422994,1.5617093882596322,-0.019271671470557226,-0.347365165592705,-0.18490678141243705,0.13889598664117264,-0.5833669680159457,-0.10173951188255373,-0.1516136667548941,0.11230435072012655
15,-1.1721344517751466,-0.025387584973364796,1.5888530931689084,-0.02467935282438364,-0.5019841027525862,1.770080444276957,-2.7374391996109835,-1.1610270480949685,-0.13171561562067277,-0.2096221959110084,-0.3575372665151634
16,-0.8219909496066932,0.008590273122672805,1.6573811159148912,-0.006261228569105524,-0.5335364793210463,1.1165859162339764,-4.0913284264047025,-1.0466614310422675,-0.1281200570589111,-0.16356025465625554,-0.37579175924496777
17,-1.0795237631717636,0.0008385199837695729,1.763442189776784,-0.01997418887931248,-0.29377240809937394,1.3563051138510434,1.1256185216290608,-0.09890300317900902,-0.05676544696160965,-0.10430015422670709,-0.013958661355292367
18,-0.9756278829473973,-0.01656235303210346,1.5138263766887514,-0.01550485676681042,-0.44159135893513835,5.036494808141883,-3.154754282096,-0.4223958334012446,-0.021779057591277386,-0.17124876007422923,-0.3621500806188469
19,-0.9941347687865251,-0.02164092446067486,1.588428254243128,-0.025194780347894234,-0.48298885226716853,2.2717564777893364,-2.4497544215559475,-0.28821299010131457,-0.1427719899569309,-0.14111610478243747,-0.3182631804059846
20,-1.0555430971610409,-0.03544170891776361,1.1111923762389524,-0.0344161616161616,0.1781798637548239,5.131257622657058,3.923772702602624,-0.5793693466758246,0.22430936411507502,-0.0959019485945645,-0.305132947035588
21,-1.3519484462898779,-0.004623572054626788,1.5029030792387323,-0.023672008707881304,-0.30486741212435126,1.3507251990641445,0.8605656439735723,-0.08174242660919329,0.01590149339839435,-0.1117130452706619,0.11187821474933791
22,-0.0669228544907516,-0.004644042326260798,1.7692373597811089,-0.0419455087078813,-0.09318657491600679,0.8748751299832195,2.6937762050137,-0.01285557926591847,-0.025070851693070002,-0.060527937521248916,0.31827137351069745
23,-1.1304742646176862,-0.02078616945722418,1.4572487818519957,0.00812658453879692,-0.11872213341963762,1.6790783444670963,3.8046863491920573,-0.22412207327266287,0.00972877521207355,0.012685898997090465,0.18855662587568972
24,-1.5666775329835492,-0.038937460943515655,1.38997094147342,-0.007508958939463972,-0.12406213213263112,1.0517678555962109,3.6693548636751108,-0.4239312059519586,0.032454169013542825,-0.08198669689257687,0.2779628774530008
25,-1.416279098214145,-0.0068770119480666405,1.3771214594209562,-0.0023352823920265225,-0.011617222888406923,4.515525382689779,0.1450338512609715,-0.1709513111318052,0.14286570976942073,-0.28392521043447727,-0.08015454676460754
26,-1.3029074670480776,-0.02078616945722418,1.4785993300232583,-0.023780212362070258,-0.29823486406510424,1.9604820668892988,0.7843227809825722,-0.22134404647682965,0.06142650290105127,-0.1711379881415861,0.20206678612230103
27,-0.8191682751979077,0.001009234269483858,1.743996629229913,-0.01780800870788131,-0.21748854749596913,0.7605143565527442,1.5003357533933754,-0.17687531765251727,-0.0007570602067785227,-0.1426501687944266,0.2465981239775524
28,-1.2103050286733463,-0.035891279339247795,1.6511851308602876,0.03496094186325323,-0.2583764643385082,-2.437743671122179,3.073411590285336,-0.4628135232109135,-0.25362013478826434,-0.33741106739444915,0.45891022522562125
29,-0.8634961507934101,-0.01854073001623043,1.627260291344894,0.04131871885793076,-0.1371950163554695,-3.6743942394160674,1.1222289312909823,0.17351533864374924,-0.1187611001645669,-0.13013917944172335,0.5745098554175007
30,-0.3136384336667074,-0.028160345281399962,1.4095451098377352,-0.004963928281715884,0.06600100299532005,2.7176346142991425,3.547962726439128,0.16336113249367698,0.06584180434297585,0.025783382760261864,0.30813965342917427
31,-0.5981078025480441,-0.0007107657305161473,1.6527957297781224,-0.01771630019085252,-0.08435545539787712,-0.027012462248344315,3.0317585731184815,-0.828556836590696,-0.0944620620105304,-0.15929293043295858,0.3328670316208041
32,2.357335316982427,0.00043851998376956273,1.8143390450412546,-0.01589355294186537,-0.17312376906511273,2.177730896899945,2.7245190891220723,1.1640526658407142,0.01516394094849177,0.04041274404517056,0.4206318225107232
33,-0.6341433186528729,-0.028160345281399962,1.409392912553089,0.0028919050516174336,0.08176140043121753,2.745782224582015,3.301164947956466,-0.5924931577622415,0.018742399829360785,0.05648716858228309,0.1737805820780553
34,0.46397452705983055,0.0032559009361505372,1.6005956153949743,0.0031570331424808484,0.015221326623397454,0.40911076670659485,3.9591677494577806,-0.0770659420480062,-0.10856592800564636,-0.09713791466169273,0.3594935847617241
35,-0.9172221598225375,0.053564108787477735,-2.4071316500985547,-0.029293323025985165,-0.5879000270917458,2.798412816147274,-0.5609696929040489,-0.19096455722321667,-0.24503532303780798,-0.33824218836933406,-0.11561128399393114
36,-0.3193735270732413,-0.026228934069110903,-2.588656066015928,-0.03875384880689482,-0.7213857087770463,3.7351796618529383,-0.786535005903499,-0.08382941608765868,-0.20641914613748477,-0.34443660707214546,-0.0304546825423428
37,-0.8746216499731593,0.03947733144772669,-2.5135691415730608,-0.022334546796136133,-0.7081712577145927,3.394177549628379,-1.5593529038815015,-0.1960134539630087,-0.22107090411434008,-0.25037414036098155,-0.08934016333173644
38,-0.014138891097860484,0.08224039342433666,-2.5475857848457375,-0.022812895935246852,-0.5988956465937034,2.927468467383164,-2.5200487642647866,0.12576745239927475,-0.16157588024578176,-0.1631536232483842,-0.05825810760768634
39,-0.4433128180308659,-0.3145838192255714,-2.580089634856379,0.004243452380952385,-0.6210317191623647,-1.2395239939889777,-2.095108361764527,-0.32492555756901187,-0.13475257999775717,-0.39214982041761554,-0.06535842800029155
