,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.3987519490229889,0.0036948893499761217,0.02083741231729551,-0.06674346234971155,-0.6515761786880055,0.011795142575816871,0.048271183077040494,0.8338091151877338,-0.0034153322459093164,0.029318966332215462,0.2216359837320838,0.03796666666666669,-0.022833765148548194,0.7949017631485824,-0.34626215526926957,0.26500068617973965,0.49833730302394547,0.033722357649256914,0.06168834462967883,-0.644183317174046,1.8070959014038706,0.9328655285246803,0.024738156380738698,0.0,0.1212076984698479,0.12080463535220574,-2.7246293650550113,0.0,12.256548960139854,10.716562181613376,4.775661353332181,30.713445345549,19.15524042547746
1,4.025404606353539,0.0027188291584576514,0.010858732843605348,-0.0025050138344927396,-0.47131623211891804,0.0,0.02272656532839986,0.11403713786022115,0.018478647609075194,0.019519765639481112,0.0033643670304287277,0.02394941006705711,-0.039414178633700385,-0.011405679513184558,-0.4195788876875297,-0.06362033883082954,0.6784650326628711,0.03347235337166214,0.026737694686491304,-0.4861097173163099,0.37402323876513055,0.039547369601754395,0.004382446758607764,0.00397959183673468,0.0029338889460383297,0.46974775714585376,-2.0844867524774418,0.0,1.6055687228747502,1.9834531750317657,4.904863839784034,-1.3258841033387387,4.140346103600928
2,4.025404606353539,0.0027188291584576514,0.010858732843605348,-0.0025050138344927396,-0.47131623211891804,0.0,0.02272656532839986,0.11403713786022115,0.018478647609075194,0.019519765639481112,0.0033643670304287277,0.02394941006705711,-0.039414178633700385,-0.011405679513184558,-0.4195788876875297,-0.06362033883082954,0.6784650326628711,0.03347235337166214,0.026737694686491304,-0.4861097173163099,0.37402323876513055,0.039547369601754395,0.004382446758607764,0.00397959183673468,0.0029338889460383297,0.46974775714585376,-2.0844867524774418,0.0,1.6055687228747502,1.9834531750317657,4.904863839784034,-1.3258841033387387,4.140346103600928
3,4.025404606353539,0.0027188291584576514,0.010858732843605348,-0.0025050138344927396,-0.47131623211891804,0.0,0.02272656532839986,0.11403713786022115,0.018478647609075194,0.019519765639481112,0.0033643670304287277,0.02394941006705711,-0.039414178633700385,-0.011405679513184558,-0.4195788876875297,-0.06362033883082954,0.6784650326628711,0.03347235337166214,0.026737694686491304,-0.4861097173163099,0.37402323876513055,0.039547369601754395,0.004382446758607764,0.00397959183673468,0.0029338889460383297,0.46974775714585376,-2.0844867524774418,0.0,1.6055687228747502,1.9834531750317657,4.904863839784034,-1.3258841033387387,4.140346103600928
4,3.6521550587361413,0.0027188291584576514,0.12711297920220743,-0.03379216418414306,-0.639662738258019,0.0,0.04252487372137321,0.035599061014153124,0.021930585015930624,0.056901585316801,0.0033643670304287277,0.022758020467739115,-0.10508025279315364,-0.06049811859041773,-0.55446432877822,-0.1071777618000172,0.6345530242219833,0.0671098765605433,0.038941623900856946,-0.5428564935938947,0.33839352799273154,0.06832509857213044,0.014005614799358218,0.00397959183673468,0.20793388894603834,0.33417137868987357,-1.4284569919989323,0.0,1.5946208710078373,2.0101353369840127,-7.005490156808381,-1.3516771437192885,5.656179330554872
5,4.25107343752237,0.0027188291584576514,0.018811113795986285,-0.0025050138344927396,-0.48870753646674425,0.0,0.02272656532839986,0.07202033113753208,0.018478647609075194,0.019519765639481112,0.0033643670304287277,0.02394941006705711,-0.039414178633700385,-0.011405679513184558,-0.4195788876875297,-0.041936128304513764,0.7885980107958491,0.03347235337166214,0.026737694686491304,-0.4861097173163099,0.41705354179543347,0.039547369601754395,0.02082137015405291,0.00397959183673468,0.0029338889460383297,0.5143336157317123,-2.0918200858107747,0.0,1.5922288087501515,1.863176118754709,3.7848503898696557,-1.364386676791922,4.069727055981877
6,3.3261128419195396,0.0027188291584576514,0.018811113795986285,-0.0009566024991556971,-0.4304021367573168,0.0,0.02272656532839986,0.3011537017082967,0.018478647609075194,0.019519765639481112,0.0033643670304287277,0.02466369578134284,-0.027128679492978362,-0.002405679513184572,-0.3670627616328906,-0.041936128304513764,0.7025090976441983,0.030191720960594935,0.026737694686491304,-0.47762722498583265,0.33664387778794347,0.0635492516371934,0.02082137015405291,0.00397959183673468,0.0029338889460383297,0.4054196870677838,-2.228486752477441,0.0,2.300110772632039,1.9535454446610512,2.18892160841315,-3.485263948460841,8.89261475293162
7,3.3261128419195396,0.0027188291584576514,0.018811113795986285,-0.0009566024991556971,-0.4304021367573168,0.0,0.02272656532839986,0.3011537017082967,0.018478647609075194,0.019519765639481112,0.0033643670304287277,0.02466369578134284,-0.027128679492978362,-0.002405679513184572,-0.3670627616328906,-0.041936128304513764,0.7025090976441983,0.030191720960594935,0.026737694686491304,-0.47762722498583265,0.33664387778794347,0.0635492516371934,0.02082137015405291,0.00397959183673468,0.0029338889460383297,0.4054196870677838,-2.228486752477441,0.0,2.300110772632039,1.9535454446610512,2.18892160841315,-3.485263948460841,8.89261475293162
8,-0.08498055134539508,0.0027188291584576514,0.010858732843605348,-0.0009566024991556971,-0.34998999251078594,0.0,0.02272656532839986,0.23535551640546748,0.015563094232435903,0.019519765639481112,0.0033643670304287277,0.012232323232323202,-0.027128679492978362,-0.002405679513184572,-0.27654888880981193,-0.041936128304513764,0.5739198390521354,0.030191720960594935,0.01692904930493277,-0.35787310616864304,0.17587390214954682,0.06363379998644765,0.004382446758607764,0.00397959183673468,0.0029338889460383297,0.3258870334468948,-5.210374495748474,0.0,0.337598524563021,1.0333545327804134,25.11680888977409,-6.678345891137993,6.226965975306609
9,-3.4809941350831535,0.0027188291584576514,0.005256310174342964,-0.0009566024991556971,-0.32500694854261464,0.0,0.010702958276415297,0.4191235920584538,0.007303522844063314,0.019519765639481112,0.0033643670304287277,0.009396825396825365,0.0070827459003157565,0.0,-0.15587403870404312,-0.02349500934442889,0.3847146922790192,0.024490571535307617,0.008862215553888473,-0.15801500264733231,0.47553019148608133,0.30746892978355644,0.004382446758607764,0.0,0.0029338889460383297,0.6656966004688964,-7.526790100286115,0.0,-3.8870251196948904,0.9987843063783483,28.58521244706052,21.683139978453234,9.296730144825203
