,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.5066396634912798,0.020761940247065454,0.01772371512244831,-0.020849535223332237,0.3625795037450194,0.04943440362503045,0.2276874753109003,0.6951321899553402,0.07213877274205915,0.1622039532708372,0.09574608192496972,0.15193266604388045,0.14668323911244616,0.2141009073840478,-0.20796686997092548,0.336851880133368,1.4837548171057717,0.21244776402630863,0.08889888132275674,-0.2643449177414704,0.4124740662877287,0.06650334454990521,0.01293553062213406,-0.00017959697026007207,0.14922421977039702,-0.7753070245860979,-0.003544244341359163,0.015605751259169175,8.57670519908631,7.786197041746478,2.1744292711895907,31.78563445932639,24.972023823637542
1,1.5017908088707783,0.006069695166539034,0.028414991759619833,-0.019987083127544825,-0.43786109360241243,0.008336062383302532,0.10899683972502187,0.08808595163327237,0.03485808261801775,0.09994469622503908,0.03640332111173038,0.05701900563742229,-0.13281703511759768,-0.043725187443352936,-0.6279399656368465,-0.12505414681041113,0.6675660165017365,0.09239165647141265,-0.0004759462571134244,-0.2979581818021916,0.022141434606141736,0.040973473740745045,0.011781201730886945,-0.0070763221828585325,0.2665963423083171,-1.4042405357324317,-0.005730368315095258,0.012373175014774335,2.505443649623617,1.4461610952596717,5.750549122218916,-0.9350837728572315,4.776311389483831
2,1.5017908088707783,0.006069695166539034,0.028414991759619833,-0.019987083127544825,-0.43786109360241243,0.008336062383302532,0.10899683972502187,0.08808595163327237,0.03485808261801775,0.09994469622503908,0.03640332111173038,0.05701900563742229,-0.13281703511759768,-0.043725187443352936,-0.6279399656368465,-0.12505414681041113,0.6675660165017365,0.09239165647141265,-0.0004759462571134244,-0.2979581818021916,0.022141434606141736,0.040973473740745045,0.011781201730886945,-0.0070763221828585325,0.2665963423083171,-1.4042405357324317,-0.005730368315095258,0.012373175014774335,2.505443649623617,1.4461610952596717,5.750549122218916,-0.9350837728572315,4.776311389483831
3,1.5017908088707783,0.006069695166539034,0.028414991759619833,-0.019987083127544825,-0.43786109360241243,0.008336062383302532,0.10899683972502187,0.08808595163327237,0.03485808261801775,0.09994469622503908,0.03640332111173038,0.05701900563742229,-0.13281703511759768,-0.043725187443352936,-0.6279399656368465,-0.12505414681041113,0.6675660165017365,0.09239165647141265,-0.0004759462571134244,-0.2979581818021916,0.022141434606141736,0.040973473740745045,0.011781201730886945,-0.0070763221828585325,0.2665963423083171,-1.4042405357324317,-0.005730368315095258,0.012373175014774335,2.505443649623617,1.4461610952596717,5.750549122218916,-0.9350837728572315,4.776311389483831
4,0.9293520050793389,0.005940956093577848,0.022633083886434206,-0.030812660446023647,-0.5863487132106636,0.004638366865010672,0.13738067808343007,-0.01738499881303155,0.022407220719981653,0.09412678548183238,0.03315443512071924,0.08736457853663492,-0.18367922008962356,-0.07457228109924152,-0.8040527569960475,-0.18372051705244022,0.4820485060671644,0.0868603873347634,-0.012018209034612341,-0.3379339277367428,-0.03829198704137662,0.04116068963699594,0.013151623583812585,-0.005389982315656904,0.06500776281604885,-1.2299244210914835,-0.004534148534885713,0.013922964302037842,1.5359699781090348,1.104616286432214,-3.0898430330524542,-1.810954203764029,5.813983125335012
5,2.766529442752532,0.006191402835644602,0.02901307536034579,-0.019756540210783533,-0.44283846475224614,0.008689146255078365,0.10791815720455904,0.0769878475341392,0.03598229663112324,0.09762916757978131,0.035579220268273606,0.053961285779832516,-0.16316589985908297,-0.043488998388299324,-0.6220860201975961,-0.12423842813038778,0.6412404556092646,0.08823653831476873,0.001897646996176565,-0.2974922395196981,0.05949689104170421,0.03902349807509545,0.01082097313773307,-0.007415954123056119,0.3697497205239959,-1.4372069992399255,-0.005568108414300904,0.013129508414487907,0.92526616673653,1.1321261144110273,5.4338498177593175,-0.5960142209623858,4.79021187378207
6,2.0587642215489597,0.0066452411162335745,0.029657226182331214,-0.01787753248984933,-0.40544346683041027,0.009653773395696329,0.10962696542764441,0.09477427929692085,0.03987240505824257,0.09647543475239116,0.03789425447039863,0.03903102776227594,-0.15106562519796735,-0.03551420069439745,-0.552564209576652,-0.11526059834813805,0.7201499750190363,0.09438540920340906,0.002044560817188416,-0.28515547896091153,0.06652087811829173,0.040113504874090426,0.007979707983994378,-0.007644523297349783,0.21315969213830585,-1.9735174373491007,-0.005695870413468492,0.012360415318485758,0.5869807841137631,0.5917426815096971,4.417519434294845,-0.5223374227241098,8.400982866685895
7,2.0587642215489597,0.0066452411162335745,0.029657226182331214,-0.01787753248984933,-0.40544346683041027,0.009653773395696329,0.10962696542764441,0.09477427929692085,0.03987240505824257,0.09647543475239116,0.03789425447039863,0.03903102776227594,-0.15106562519796735,-0.03551420069439745,-0.552564209576652,-0.11526059834813805,0.7201499750190363,0.09438540920340906,0.002044560817188416,-0.28515547896091153,0.06652087811829173,0.040113504874090426,0.007979707983994378,-0.007644523297349783,0.21315969213830585,-1.9735174373491007,-0.005695870413468492,0.012360415318485758,0.5869807841137631,0.5917426815096971,4.417519434294845,-0.5223374227241098,8.400982866685895
8,-0.14749115166935794,0.006656515487201024,0.026505617558282325,-0.01468461575541374,-0.36720083938410775,0.008969077468227138,0.12561152417316918,0.1002838091716856,0.039250117000862866,0.10498807975380957,0.0389229948073089,0.038686000076066394,-0.11187395536248025,-0.008029011643297904,-0.5010831459932363,-0.07807237196540896,0.7387811091248786,0.09410231495883548,0.0032817526624985124,-0.25377246070765186,0.0746057614222883,0.03723853943379676,0.007900724330387125,-0.008298892923080059,0.17622125234717653,-3.1101468184565126,-0.005675279021155885,0.012248051926372357,-0.3914310876856511,1.3011607173728699,18.42661842206104,-2.430697916675045,9.190683539311221
9,0.9359814179063417,0.009117006032397356,0.029338475613300833,-0.017478015010862043,-0.1905325071397107,0.011551458785851372,0.10575779203224352,0.29368090225838756,0.04628318540635438,0.10156775155997062,0.06415934767916387,0.03816674712363841,-0.06240992804812464,0.0005723574066405725,-0.3057315113753953,-0.0616947009625151,0.9655091887291357,0.10667600408471838,-0.004307305914792806,-0.22657956203221646,0.20014919101461295,0.032487311221070674,0.00686306209541145,-0.007429006848449662,0.2413578159954542,-4.691565552812944,-0.005597862184118224,0.009751139886120912,-1.5132894645978903,2.272065102862096,21.879268066438115,13.649015748365885,13.2115547176359
