,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b
0,-0.6889652689774259,0.028656565058736715,-2.4821602440296746,0.007858849065090585,-0.05070847578534288,-1.455860487262941,-0.7797811165079911,-0.300998999466534,-0.24461552374519008,-0.24234326719075722,-0.15016502989332797,-0.41861028189705307
1,-0.4510690874804777,0.10857521760035477,-1.0734956736370929,-0.009431989537854164,-0.6731813032138063,-0.8763367735576402,-0.1953203827451493,-0.2661371963353075,-0.10812266489589309,-0.29189955828712766,-0.05720059517784725,-0.2395732733645694
2,-0.6002098506590061,0.042740869072570506,-1.3216523450160087,-0.014055040033038953,-0.6833126824074622,-3.2834053054400854,-0.8805776230694538,-0.3840310997940479,-0.20777832978013303,-0.41220396690359185,-0.11526257181511815,-0.18314533478703646
3,-0.53317623481515,0.00422646798322331,-2.287691021817964,-0.013412794039266606,-0.7122628494521408,-2.638526355299269,-1.282651060274022,-0.43020129727524875,-0.12724181990080516,-0.4920465277818937,-0.1363056113809371,-0.22630417657893673
4,-0.3252515721171788,0.0002620612371915663,-2.235986222037342,-0.008469859411974406,-0.6568964686239331,-2.539036466239106,-0.7555389321666733,-0.41879382471478577,-0.03770603451339611,-0.37917216306370355,-0.01186069030836183,-0.005243108673148373
5,-0.5527581277769459,0.0005338766593839153,-2.429504640326593,-0.008408486329502278,-0.7049950090577497,-1.1100952767523087,-0.5105043556769211,-0.3204283164730919,-0.17810417019539385,-0.4325955402943302,-0.14418851706254526,-0.1024447173464118
6,-0.8122341582368878,0.1413101350692153,1.686853618983611,-0.05451651165206468,-0.12676653508907787,1.426004300272857,-1.714519963884792,-0.378969014342597,-0.04337318311755141,-0.06631249872464148,0.24404610236508137,-0.47681557227556415
7,-0.7631172660480792,0.34465973577034215,1.7738368020118136,0.024437828704892042,-0.057536994972306486,0.567936630175749,3.908063309530336,0.5024351587734243,-0.024559309093992995,-0.021115481531365672,0.2436439496840001,-0.13817764363722426
8,0.09707888898495357,0.3491560817224318,2.0709690878633245,-0.003548972673554083,0.20891315754407414,3.7606800425046965,4.987368972230677,0.9951403337589094,-0.007146266970275838,0.014503348455836573,0.3556856851078378,0.29820636083867463
9,-0.6455263587765665,0.06914103565770614,1.6765089487409601,-0.028794507155705706,0.00046161276782439946,1.2495704892018944,1.1710195156547705,0.32720829711392685,-0.057126885045058154,-0.0847497839134877,0.05750808891472527,-0.3552137337933997
10,-0.6230190252453719,0.5176946092915319,2.058002586567451,0.04786159870769654,-0.08514323107517516,-1.0309058354229845,3.2200249640289367,0.9038736803255608,-0.034496693710338255,-0.06769659202229884,0.32329064293479054,-0.15397998501220914
11,-0.8697052171863662,0.06039757413932684,1.7275672456402666,-0.04175976794967841,-0.08514770996462177,1.013705242420391,-0.5580644334935465,0.19559726253830206,-0.012293901467130672,-0.06587197601979611,0.0019498717920632506,-0.6013674710816215
12,-0.39859044022072326,0.12907558985952317,1.6390610291747616,-0.024444292669984623,0.014867654223383937,2.242313211131176,-2.2889625212274876,-0.18392907537440706,-0.06625729095451763,-0.06173636598791538,0.515208345299576,0.10680087611420505
13,-0.9304474359522537,0.003298986232129617,1.2919356398137545,-0.026018319382473874,-0.3128675445462475,1.1939813831465618,-2.306816824718239,-0.9157917046975732,-0.07738139556113859,-0.2688956553807968,-0.44083496944632355,-0.8435554401398115
