,crim,zn,indus,chas,nox,rm,age,dis,rad,ptratio,b
0,-0.835090796941927,-0.1098509394538204,-1.7247486421760767,0.01214644325024381,-0.08924552962271157,-1.5838505071443811,-0.8276326895575394,-0.4475029886774167,-0.264086802007486,-0.3925688019750266,-0.3864620263262584
1,-0.7390463648049302,0.167397554393711,-0.5406776021631172,-0.013341767811206556,-0.8750501632646314,-1.0006661967026835,-0.345567597425186,-0.3872286117103849,-0.10451492302328502,0.004729894942338185,-0.14622750306304044
2,-0.9498710770684242,0.04891558767786649,-0.818266086564946,-0.00011354783523912162,-1.040377680725402,-2.8872401186863805,-0.832032563575783,-0.46125167101114695,-0.18150120767211628,-0.18664849499056532,-0.25090642018024933
3,-1.0665884960285865,0.01631572299735877,-1.7007422577362659,-0.005314365660134716,-1.1686221550963727,-2.6997863271235163,-1.1299605966882944,-0.48157611994225913,-0.18741268743145997,-0.07940755903016988,-0.35669843889270597
4,-0.7122164020480825,0.06745518780950559,-1.545596006615069,0.0007597646720219975,-1.0288378678051386,-2.5439959251577866,-0.7432185933710702,-0.3805107495499465,-0.10963514200825294,0.018205999942812193,-0.18790354650140564
5,-0.9016896562172956,0.11272746866235821,-1.7151581815414516,-0.010234023292623238,-1.121528091582756,-1.1857116822219484,-0.8312576912441697,-0.4576355275325253,-0.14631961762486112,-0.054994569727863735,-0.30579170830924507
6,-0.6996158171756856,0.21346160753662446,1.202011716688058,0.001019110327434733,0.23298987202818083,0.774693033811427,-1.1170066488901664,-0.14687134438338573,-0.0686448785088973,0.04410106007282121,-0.35683099213880665
7,-0.20184661319006075,0.329906198511535,1.704293670460973,0.02866679134333376,0.4133037247901663,0.1991617232842997,3.0299148234930056,0.35953133921175484,-0.14436998799246123,-0.045822159911162036,-0.15133279063380156
8,0.7728085353762841,0.6959397841977502,2.2803934935652688,0.035193078184263274,0.9474009750625242,3.646655120243632,3.3307357751385123,1.1599589905259706,-0.008906302655388963,0.14031961627670353,0.16300765345204662
9,-0.056930356345695536,0.3397453435992588,1.5666238377700925,0.00988606824739407,0.4474228151570429,1.0091028620353957,0.8464011220169623,0.32506968240030737,-0.018847700385508103,0.05123707157839051,-0.05930402670604094
10,0.2986595241150416,0.43999816182165535,2.0590571306604604,0.04077700332125608,0.6918475909940759,-0.9621572738393154,2.7879794095682726,0.6100774955883354,-0.1172837606842443,0.09578620650770575,0.0021652313143519166
11,-0.5934685307450385,0.19109931211016695,1.1005257110857123,0.0018078931300714919,0.1593869347149031,0.7394773938212156,-0.4107076372062498,0.03611865108480082,-0.06550500258920072,0.00624400640343364,-0.38557201244222034
12,-0.4140306489317101,0.2298426133111995,1.478684121295664,0.010045252706396198,0.453752761714647,1.3497380057696322,-1.4557959066095834,-0.1093960475310782,-0.06651291357043546,0.17459318441062127,-0.03261370319776756
13,-0.8456502694108522,0.05431259198327673,0.43422534995145134,-0.001640409898034226,-0.24255125495898922,0.6371952290058418,-1.8698498097105316,-0.7410062089355979,-0.1742029333473887,-0.14202990828669332,-0.6319956570248942
14,-0.9695185585120759,0.06761538478557778,0.5213894236842314,-0.002888150382770854,-0.06665682915678242,0.1494824689130819,0.09083143318656715,-0.6645445209294742,-0.15521159007699006,0.11336159718776975,-0.49285393933155214
