,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CHMIN
0,0.763928707007879,0.0,0.0,-0.016000000000000014,-0.41157362360739697,0.0,0.025439089240909228,0.2828874727040058,-0.002333333333333324,0.010255908926167527,0.09375,0.638,-0.06943670696444196,0.12856274170303136,-0.3961578877454127,0.5296194597449031,0.471724253191626,0.0,0.06002544604518297,-1.0387039038974077,0.16058618575257547,0.7430163019121073,0.0,0.0,0.012255892255892246,0.22621413617479824,-2.54933812551212,0.0,0.0,12.56546020221875,23.871259539652595,7.822333481296215,33.26248313643923
1,3.7600168329680734,0.0,0.0,0.0,-0.7812098520595917,0.0,0.011365015166835196,0.0649979881831275,0.0,0.018097162717876324,0.0,0.013968253968253958,-0.029569492096726192,0.02027972027972027,-0.46688032510519967,-0.02371306471306471,0.6302436065330086,0.0,0.04134906759906763,-0.3951813857739721,0.36850606677060443,0.032833896299410414,0.0,0.0,0.0,0.3813727208929644,-2.6123775465541703,0.0,0.0,0.08260887112176016,0.8105629955074403,3.753116792089899,7.843871049410425
2,3.7600168329680734,0.0,0.0,0.0,-0.7812098520595917,0.0,0.011365015166835196,0.0649979881831275,0.0,0.018097162717876324,0.0,0.013968253968253958,-0.029569492096726192,0.02027972027972027,-0.46688032510519967,-0.02371306471306471,0.6302436065330086,0.0,0.04134906759906763,-0.3951813857739721,0.36850606677060443,0.032833896299410414,0.0,0.0,0.0,0.3813727208929644,-2.6123775465541703,0.0,0.0,0.08260887112176016,0.8105629955074403,3.753116792089899,7.843871049410425
3,3.7600168329680734,0.0,0.0,0.0,-0.7812098520595917,0.0,0.011365015166835196,0.0649979881831275,0.0,0.018097162717876324,0.0,0.013968253968253958,-0.029569492096726192,0.02027972027972027,-0.46688032510519967,-0.02371306471306471,0.6302436065330086,0.0,0.04134906759906763,-0.3951813857739721,0.36850606677060443,0.032833896299410414,0.0,0.0,0.0,0.3813727208929644,-2.6123775465541703,0.0,0.0,0.08260887112176016,0.8105629955074403,3.753116792089899,7.843871049410425
4,2.4351675206614973,0.0,0.0,-0.006745934959349589,-0.9931234358077665,0.0,0.011365015166835196,-0.2335845053467344,0.0,0.018097162717876324,0.0,-0.01269841269841273,-0.08482169426264259,-0.026976043739458395,-0.5783612805500581,-0.06561425167992224,0.6251586668265169,0.05034500466853404,0.040633338883338886,-0.41564715324724055,0.3476399802427534,-0.16499888008599753,0.0,0.0,0.0,0.35200052815622035,-2.404570884104706,0.0,0.0,-0.35497588457745255,0.9327595452617918,-7.5774107175709196,9.870620689251034
5,3.8247787377299773,0.0,0.0,0.0,-0.7812098520595917,0.0,0.011365015166835196,0.06411563524195103,0.0,0.018097162717876324,0.0,0.013968253968253958,-0.029569492096726192,0.02027972027972027,-0.46688032510519967,-0.02371306471306471,0.7902436065330086,0.0,0.04134906759906763,-0.3951813857739721,0.36850606677060443,0.032833896299410414,0.0,0.0,0.0,0.4133727208929644,-2.6123775465541703,0.0,0.0,0.06411027168198424,0.8105629955074403,3.240164411137518,7.719442477981854
6,2.4489056188823453,0.0,0.0,0.0,-0.4440125179366276,0.0,0.011365015166835196,0.19688112756808415,0.0,0.010255908926167527,0.0,0.0,-0.008536523431522253,0.02027972027972027,-0.23612139952331124,-0.02371306471306471,0.7680457216292419,0.0,0.03624084249084254,-0.31047301845449177,0.3727200103263472,0.04963603218613183,0.0,0.0,0.0,0.2568229287982967,-3.406556534650026,0.0,0.0,-0.7295304802377507,-1.395388195926023,-0.15685116303860014,15.744288344863147
7,2.4489056188823453,0.0,0.0,0.0,-0.4440125179366276,0.0,0.011365015166835196,0.19688112756808415,0.0,0.010255908926167527,0.0,0.0,-0.008536523431522253,0.02027972027972027,-0.23612139952331124,-0.02371306471306471,0.7680457216292419,0.0,0.03624084249084254,-0.31047301845449177,0.3727200103263472,0.04963603218613183,0.0,0.0,0.0,0.2568229287982967,-3.406556534650026,0.0,0.0,-0.7295304802377507,-1.395388195926023,-0.15685116303860014,15.744288344863147
8,-4.450369758842665,0.0,0.0,0.0,-0.21931070986744727,0.0,0.011365015166835196,0.1201252747252748,0.0,0.0027061347061347095,0.0,0.0,-0.008536523431522253,0.02027972027972027,-0.14325655918092367,-0.003871794871794876,0.48429644867996846,0.0,0.03624084249084254,-0.1905132189211967,0.30640532939324505,0.002099482184386652,0.0,0.0,0.0,0.1850347249287412,-7.537135625249733,0.0,0.0,-5.9679725301458095,-6.242546106951446,46.80974635622366,7.509471871889466
9,-5.2379750334418524,0.0,0.0,0.0,-0.19557444613118347,0.0,0.0,0.1201252747252748,0.0,0.0027061347061347095,0.0,0.0,-0.008536523431522253,0.02027972027972027,-0.09693837164950084,0.0,0.4302447596282793,0.0,0.03624084249084254,-0.1905132189211967,0.23897675796467366,0.002099482184386652,0.0,0.0,0.0,0.13492885857287476,-7.717181002447692,0.0,0.0,-6.093649546102694,2.2048435127168116,45.0642757062095,18.089905465852894
10,-0.04161819053901914,0.43100037477111186,0.0,-0.02601457334471622,-0.29409875777232997,-0.0890954133202531,0.0,-0.0010590111642743236,0.023038923462527224,0.06988872307838709,-0.0895450356873391,0.0,-0.3870131602619618,-0.3007376162478538,-0.8778269889209616,-0.18373291999331381,0.4439327340346839,-0.0023084577114427874,0.0,-0.2336195174124066,0.014064079533286129,-0.01786686250103235,0.005419247419247412,-0.03701359411543457,-0.07023677292322764,-0.005712864856087366,-0.44355148796037375,-0.0012235576923076954,0.06771458103388246,-5.093729862422287,-1.1509894139053618,-1.9783854001573176,-5.06542083121808
11,-0.04161819053901914,0.6319470947178318,0.0,-0.010181240011382878,-0.29409875777232997,-0.08687319109803089,0.0,-0.0010590111642743236,0.008811650735254509,0.09701650116853922,-0.08297685386915724,0.0,-0.3870131602619618,-0.307196135427158,-0.8768362375217635,-0.18373291999331381,0.4455655179174679,-0.0023084577114427874,0.0,-0.2336195174124066,0.014064079533286129,-0.005604957739127592,0.0034401709401709357,-0.0857869041387446,-0.05924275582921057,-0.005712864856087366,-0.4062853717236689,-0.0012235576923076954,0.06057172389102534,-4.881582120898075,-0.6418726847833498,-1.2201575259805544,-4.9921759492744675
12,-0.04161819053901914,0.0,0.6040114184868199,-0.0648415201118596,-0.4865638336553709,0.0,0.046332404682452685,0.09187058923448974,-0.041309544885283364,0.22695777964986658,0.004014939309056962,-0.005614041556921281,-0.8947877167723487,-0.4683829942070191,-1.4747626983119446,-0.49396854725920347,0.42127604853405637,0.1227621578448582,-0.08885466080014628,-0.2866502523072121,0.271724638838579,-0.11839395804817272,0.024859518561525837,-0.0051979991899622465,-0.2557950666347629,-0.06296716043766241,-0.4935660481801969,-0.07391551815977047,0.002058124694367596,1.0526084321471931,-0.08174773349614196,-1.3121013778377486,-6.633178816386779
