,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,-0.024025357226895406,-0.0020496149055633035,0.028270263969725803,-0.03155045180815233,-0.16343300141848882,-0.007878021769433061,0.034307474006273965,0.7160960375678227,0.04506233770214067,0.05581751153424843,-0.004294947307933969,0.10753123267277069,-0.03476024232702629,-0.11853726178421412,-0.5142049735051558,-0.1084879707854316,0.0015831903108902957,0.00583277432836124,-0.32723394208928613,0.44527018671721874,0.5624658522040342,0.016935240025642787,0.005731301298798072,-0.03968762049045416,0.07897740581896358,-1.184910422964842,-0.008031729341508025,0.0035183621328970503,10.087335456585812,8.191929545644667,1.1690881974571685,37.823517501873205,23.514074059079427
1,1.8431857783158436,-0.0021282556442328354,0.022454391226765964,-0.02900679728935879,-0.6025613333527254,-0.006636896496133214,0.036958381355239996,0.015620295422705018,-0.00475411062201906,0.051303429857723966,-0.004448140087272571,0.04814552667958879,-0.16068081188698966,-0.10606661241531598,-0.802751604814631,-0.2499007038695998,0.004196834389025981,-0.007699953248431262,-0.41755545769218344,0.23896501891620117,-0.01673756599885793,0.012688055405281127,0.0011886306310443149,-0.02789788182257083,0.2838166235636609,-1.2428790240811654,-0.008249230868152607,0.0054836608573665575,0.9269511649352689,1.3731386823286433,6.6942823390819095,-0.596879986614265,6.41271392704339
2,1.8431857783158436,-0.0021282556442328354,0.022454391226765964,-0.02900679728935879,-0.6025613333527254,-0.006636896496133214,0.036958381355239996,0.015620295422705018,-0.00475411062201906,0.051303429857723966,-0.004448140087272571,0.04814552667958879,-0.16068081188698966,-0.10606661241531598,-0.802751604814631,-0.2499007038695998,0.004196834389025981,-0.007699953248431262,-0.41755545769218344,0.23896501891620117,-0.01673756599885793,0.012688055405281127,0.0011886306310443149,-0.02789788182257083,0.2838166235636609,-1.2428790240811654,-0.008249230868152607,0.0054836608573665575,0.9269511649352689,1.3731386823286433,6.6942823390819095,-0.596879986614265,6.41271392704339
3,1.8431857783158436,-0.0021282556442328354,0.022454391226765964,-0.02900679728935879,-0.6025613333527254,-0.006636896496133214,0.036958381355239996,0.015620295422705018,-0.00475411062201906,0.051303429857723966,-0.004448140087272571,0.04814552667958879,-0.16068081188698966,-0.10606661241531598,-0.802751604814631,-0.2499007038695998,0.004196834389025981,-0.007699953248431262,-0.41755545769218344,0.23896501891620117,-0.01673756599885793,0.012688055405281127,0.0011886306310443149,-0.02789788182257083,0.2838166235636609,-1.2428790240811654,-0.008249230868152607,0.0054836608573665575,0.9269511649352689,1.3731386823286433,6.6942823390819095,-0.596879986614265,6.41271392704339
4,0.905062746911793,-0.002329806151947127,0.026072987912485718,-0.03613628941470507,-0.8296500045937552,-0.00702626720353361,0.056058681309493506,-0.054404761757110336,-0.006492552174344814,0.06248291998207155,-0.004234099054405197,0.04541282645379023,-0.23156341184520207,-0.14943018881615447,-1.1435097296514094,-0.4216867410722533,0.011794901898562386,-0.026001141726019444,-0.504752941120787,0.1670187883469712,-0.08884486740940077,0.012826897461433784,-0.0007617586425833771,-0.03285490938807198,0.08912089139769777,-1.2928809691873175,-0.009986316056265673,0.004589127095913076,0.37682347898254925,0.8214601169677483,-3.085501053070398,-0.997900379839788,7.391482196660699
5,1.9585111800474304,-0.0021282556442328354,0.0457237554415524,-0.03210229912723923,-0.6263040081563113,-0.006643378166566067,0.036952353875432865,0.01420723390873438,-0.0040863752818905245,0.05023382518374182,-0.00428090781187782,0.04814552667958879,-0.17687966484421405,-0.1065765363237107,-0.7733540591228394,-0.2456677948556195,0.0018773555685707695,-0.006450112351522515,-0.41892896379612,0.23357642403636023,-0.02078415214879111,0.018590127324029433,-0.0003505837234132157,-0.026272176755046252,0.2798373437056897,-1.3079085901475194,-0.007860170379618748,0.00534023790154773,0.322407526266161,1.3065244251428494,6.365233572440421,-0.29011211536924486,5.933787629689377
6,1.5353932132945511,-0.0021105730673144263,0.04641369739918981,-0.027424407073022964,-0.5743861903497538,-0.006299064479681107,0.035590129122063975,0.06530806328573135,-0.003800352468415208,0.049444953051783765,-0.004119042856724745,0.045498595143081265,-0.16951159117009126,-0.1015870561973206,-0.7372065593194566,-0.22653933608477844,0.0013710310515591497,-0.005064542252842677,-0.4009230933306478,0.20462218390148687,-0.06861779154998686,0.018292001630297844,-0.001566376758611388,-0.026382752830375545,0.21777054458079004,-1.4935853220183712,-0.007813309666717195,0.005241073082316349,0.2854570186260012,0.5664953860049685,4.896935003215044,-0.26615545901201565,9.593518300302994
7,1.5353932132945511,-0.0021105730673144263,0.04641369739918981,-0.027424407073022964,-0.5743861903497538,-0.006299064479681107,0.035590129122063975,0.06530806328573135,-0.003800352468415208,0.049444953051783765,-0.004119042856724745,0.045498595143081265,-0.16951159117009126,-0.1015870561973206,-0.7372065593194566,-0.22653933608477844,0.0013710310515591497,-0.005064542252842677,-0.4009230933306478,0.20462218390148687,-0.06861779154998686,0.018292001630297844,-0.001566376758611388,-0.026382752830375545,0.21777054458079004,-1.4935853220183712,-0.007813309666717195,0.005241073082316349,0.2854570186260012,0.5664953860049685,4.896935003215044,-0.26615545901201565,9.593518300302994
8,-0.10959632085090312,-0.002096307121818756,0.046408378233176964,-0.027087132257182758,-0.5186069616350499,-0.006197264624930593,0.0297768496755906,0.06139143816530768,-0.003898563708779263,0.04857839280867457,-0.0041308874864678085,0.045469212546821146,-0.16460867673462043,-0.09868721353920437,-0.6816907080219868,-0.22141061280552865,0.0018661026484726652,-0.004072064565681402,-0.38283931817411593,0.17605620186867044,-0.03413867175231394,0.018116854830395074,-0.0014597239227880031,-0.025737771325528982,0.19863990294919018,-2.7311594600992373,-0.007693807214862226,0.005189424266741187,-1.6580196102667828,0.057167993185796365,20.69660458169065,-2.0675292256810915,9.449653342125174
9,-0.07756216674208517,-0.0017785803033216713,0.02605495370559435,-0.024891664300217293,-0.36392358316390394,-0.00595651777341055,0.028142373724649374,0.4137237748796997,-0.0033915169812999434,0.04011929022747595,-0.0037992648261951385,0.04264177026784501,-0.11927954339103941,-0.08941648822039097,-0.4881127823332141,-0.18378140000540671,0.0031057473608613415,0.004320039827245409,-0.2468860378512365,0.20728821827703317,0.1991027504691834,0.010239233543844633,-0.0026847274456982964,-0.023899041494068785,0.17644878705782965,-5.3600058395805545,-0.007635017017749169,0.0027315288875379594,-2.561578392549372,0.2088483557548834,25.621500025122184,19.0819520653717,13.102622022707145
