,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.13674239177327613,-0.0027060294060669457,0.018862357590901446,-0.038510802220310315,-0.14280126966449205,-0.0006561732819615054,0.06972767704832304,0.2758597075189647,-0.007637103585502812,0.054714037690493045,-0.0029748355808196757,-0.004003066430872735,-0.16644223683338583,-0.3678691070444704,-0.14181164056568982,0.22009310075234229,0.008193026908302316,-0.0070693409267972036,-0.5758515123699082,0.433820332898381,0.9655912265704774,0.018385310532947688,0.0015266971349247936,-0.01771911494742396,0.15204286531418357,-1.77623850302347,-0.00431068974242377,0.006359829944556217,11.239475287011734,8.750179763445962,3.1421095687540177,33.2189191052323,25.708257512707284
1,1.4878974006755732,-0.0027760134618942385,0.0378661961368393,-0.024456926977101286,-0.5711441397871198,-0.0015953896483879018,0.05022872550406733,0.014185908972234833,-0.003307320297491417,0.04359079779746687,0.002359790301238128,-0.1687446031525547,-0.11938075180666224,-0.7997129567100811,-0.21429401871836762,0.33070982647808533,0.019729271610571104,-0.01013312352874729,-0.4014905555637467,0.23840815604910248,0.015018990325349545,0.007191901959438134,0.0010629615031441317,-0.02096725819566273,0.22005807888711937,-1.2351174528185749,-0.005657698488476811,0.011422855683975866,0.8932520993500389,1.0490691460815924,6.832768363214305,-0.374545278496097,6.35276139032662
2,1.4878974006755732,-0.0027760134618942385,0.0378661961368393,-0.024456926977101286,-0.5711441397871198,-0.0015953896483879018,0.05022872550406733,0.014185908972234833,-0.003307320297491417,0.04359079779746687,0.002359790301238128,-0.1687446031525547,-0.11938075180666224,-0.7997129567100811,-0.21429401871836762,0.33070982647808533,0.019729271610571104,-0.01013312352874729,-0.4014905555637467,0.23840815604910248,0.015018990325349545,0.007191901959438134,0.0010629615031441317,-0.02096725819566273,0.22005807888711937,-1.2351174528185749,-0.005657698488476811,0.011422855683975866,0.8932520993500389,1.0490691460815924,6.832768363214305,-0.374545278496097,6.35276139032662
3,1.4878974006755732,-0.0027760134618942385,0.0378661961368393,-0.024456926977101286,-0.5711441397871198,-0.0015953896483879018,0.05022872550406733,0.014185908972234833,-0.003307320297491417,0.04359079779746687,0.002359790301238128,-0.1687446031525547,-0.11938075180666224,-0.7997129567100811,-0.21429401871836762,0.33070982647808533,0.019729271610571104,-0.01013312352874729,-0.4014905555637467,0.23840815604910248,0.015018990325349545,0.007191901959438134,0.0010629615031441317,-0.02096725819566273,0.22005807888711937,-1.2351174528185749,-0.005657698488476811,0.011422855683975866,0.8932520993500389,1.0490691460815924,6.832768363214305,-0.374545278496097,6.35276139032662
4,0.7692136866077345,-0.003114221144674191,0.026202383195120756,-0.033363628113139567,-0.815110783419684,-0.0018519678464939521,0.060060779169557085,-0.0520274958676553,-0.0052365737666524356,0.0511142039565046,-6.930039620154613e-05,-0.254807119704242,-0.1773125251298824,-0.9900716693010391,-0.3184690955700101,0.222619116047756,0.03694067814494115,-0.029278508951482627,-0.4914770451208919,0.1548776119931944,-0.0682992113308983,0.008569238883122337,0.0005299611729611009,-0.026739389827107093,0.07313837944532511,-1.265219860409323,-0.006676767327805049,0.0164997699950693,0.264085404402762,0.7403562027595255,-3.30307207190163,-0.8066209452466084,7.068869137807622
5,1.5449784808343325,-0.002757083962076957,0.049671019744818336,-0.02383975520103252,-0.5754152708485027,-0.0015926073139661383,0.050445202522946084,0.0176622269145452,-0.0024984976611751664,0.04269322057317311,0.0024392284786143147,-0.21180270727283787,-0.1173139477803288,-0.8031874306365897,-0.2077687093191865,0.3195300514010956,0.011024153050190678,-0.008445170898123756,-0.4016708733706692,0.22063431374881026,0.013446896647676464,0.01788308944279865,0.0013169793921183797,-0.02200075264626046,0.20984012187748488,-1.2912213368015986,-0.005624712681568233,0.011056543410759654,0.4386358632125815,1.0322979065333697,6.704917469768141,-0.38616558609821355,6.097090048144473
6,0.9824335381303289,-0.0026875834522588917,0.05174222670717416,-0.019699582158235193,-0.5079899581359054,-0.0015493384451127567,0.050448376522369484,0.038603689487078284,-0.004093986707732994,0.04182168768009084,0.0026938538920946503,-0.18998329026033622,-0.10878252127754941,-0.7113771326327988,-0.20057152442485301,0.36941547780482176,0.010412837015204566,-0.006212059037298212,-0.3616182747966864,0.19289492468394362,0.07664595198153229,0.017810673951906414,0.00046204827765545413,-0.02301595036594483,0.1595667332119182,-1.6992049122310622,-0.005415181584401856,0.011285372274896083,0.6578363482195196,0.15158996516051865,4.825747414697457,-0.4861200486773387,10.371168597694748
7,0.9824335381303289,-0.0026875834522588917,0.05174222670717416,-0.019699582158235193,-0.5079899581359054,-0.0015493384451127567,0.050448376522369484,0.038603689487078284,-0.004093986707732994,0.04182168768009084,0.0026938538920946503,-0.18998329026033622,-0.10878252127754941,-0.7113771326327988,-0.20057152442485301,0.36941547780482176,0.010412837015204566,-0.006212059037298212,-0.3616182747966864,0.19289492468394362,0.07664595198153229,0.017810673951906414,0.00046204827765545413,-0.02301595036594483,0.1595667332119182,-1.6992049122310622,-0.005415181584401856,0.011285372274896083,0.6578363482195196,0.15158996516051865,4.825747414697457,-0.4861200486773387,10.371168597694748
8,-0.5444343807035885,-0.002678199500105735,0.051484182260416005,-0.019699582158235193,-0.44484814693328917,-0.0015493384451127589,0.04938716985887344,0.053796575268421555,-0.004117411716742591,0.04147738503116268,0.0026938538920946503,-0.179907306735237,-0.10788416764347228,-0.6349432790588302,-0.19703574269173657,0.3437619869064623,0.01069615180029154,-0.005757160280730749,-0.3476716342285894,0.15271921527763208,0.08476765190253564,0.01765646941663429,0.0005267825367605165,-0.02278247194257514,0.18478719390381682,-2.3984053090828694,-0.0054151815844018574,0.011274174690947516,-1.403436324589597,-0.10503956524934585,17.24468945107254,-2.2584646834817708,10.678610015413392
9,-1.2347161422607447,-0.002488892215433906,0.01707812291456348,-0.017243262735214232,-0.32671318694725143,-0.0017447635866366994,0.04874751446922279,0.3468313733537024,-0.003260632200430477,0.030068558610625223,-0.0012496505602073592,-0.11504842402173132,-0.09691110114045072,-0.44447105317377317,-0.1695902782523675,0.31956297253375593,0.0063799879963252265,-0.014291835216604657,-0.23589460720983715,0.3283990392886734,0.6061006733110258,0.016329844658068884,-0.0003211664234340425,-0.018349690090400092,0.17623945197786897,-4.5891746410859495,-0.00504525640768445,0.004730396837919842,-2.0740990276630438,0.5868018095146171,21.0889246688472,18.19164781355004,14.227029756533211
