,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,-0.14658175232326023,0.0,0.0,0.0,-0.3615402733845699,0.0,0.01140541571319603,1.129260711510712,0.0,0.0,0.0,-0.02000000000000002,0.016159243441122687,0.004611528822055143,-0.1181632327961151,-0.008207671957671962,0.16843098987161398,0.0,0.011502304147465454,-0.7565028471500398,0.5050673248320305,1.6459411976911973,0.0,0.0,0.2513324260878441,-4.877802620870927,0.0,0.0,11.773464818052036,10.745097650102348,2.9499478876517298,37.8256611636814,17.905174110083564
1,3.9085103874296556,0.0,0.0,0.0,-0.42886699020338753,0.0,0.0,0.0051771721794605695,0.0,0.0,0.0,0.0,-0.02696974343986313,0.004611528822055143,-0.8426201489338252,-0.02810810810810811,0.41883292682765383,0.008904744255003687,0.011502304147465454,-0.5672660474913045,0.2907744230870301,0.0047681801629169875,0.0,0.0,0.2825050180763662,-1.846276111089593,0.0,0.0,0.8821668348451172,0.5056622594977317,6.073308103018963,-2.1716134143875827,7.0392550545099875
2,3.9085103874296556,0.0,0.0,0.0,-0.42886699020338753,0.0,0.0,0.0051771721794605695,0.0,0.0,0.0,0.0,-0.02696974343986313,0.004611528822055143,-0.8426201489338252,-0.02810810810810811,0.41883292682765383,0.008904744255003687,0.011502304147465454,-0.5672660474913045,0.2907744230870301,0.0047681801629169875,0.0,0.0,0.2825050180763662,-1.846276111089593,0.0,0.0,0.8821668348451172,0.5056622594977317,6.073308103018963,-2.1716134143875827,7.0392550545099875
3,3.9085103874296556,0.0,0.0,0.0,-0.42886699020338753,0.0,0.0,0.0051771721794605695,0.0,0.0,0.0,0.0,-0.02696974343986313,0.004611528822055143,-0.8426201489338252,-0.02810810810810811,0.41883292682765383,0.008904744255003687,0.011502304147465454,-0.5672660474913045,0.2907744230870301,0.0047681801629169875,0.0,0.0,0.2825050180763662,-1.846276111089593,0.0,0.0,0.8821668348451172,0.5056622594977317,6.073308103018963,-2.1716134143875827,7.0392550545099875
4,2.6003613681998314,0.0,0.0,-0.027067929589141164,-0.699400297539282,0.0,0.03847787948131198,-0.12778390918924762,0.0,0.0,0.0,-0.01601465201465199,-0.08997745575656692,-0.03361099200921603,-0.5555344917654668,-0.09657692689951994,0.3000932830625511,0.053154256925568986,0.012946269664706847,-0.6212901103074394,0.11891708236012416,-0.004324247876879469,0.0,-0.0025000000000000005,0.090900378563832,-1.6468898359568676,0.0,0.0,0.6428156521589251,0.5605676826902433,-6.075472260179876,-1.935771857490268,8.758239486673064
5,4.429954831874099,0.0,0.0,0.0,-0.42886699020338753,0.0,0.0,0.025177172179460573,0.0,0.0,0.0,0.0,-0.08151519798531766,0.004611528822055143,-0.7569058632195393,-0.02810810810810811,0.34683292682765365,0.008904744255003687,0.011502304147465454,-0.5672660474913045,0.29007601038861736,0.0047681801629169875,0.0,0.0,0.35361612918747726,-1.846276111089593,0.0,0.0,0.32373759741587954,0.5098289261643982,5.583447673593316,-2.821460111169063,7.042198777453712
6,2.9950223521155332,0.0,0.0,0.0,-0.3665320684209508,0.0,0.0,0.0484678719972838,0.0,0.0,0.0,0.0,-0.02696974343986313,0.004611528822055143,-0.6413666458314222,-0.02810810810810811,0.678416493587691,0.008904744255003687,0.011502304147465454,-0.554394654560094,0.14600674631935334,-0.005898486503749677,0.0,0.0,0.1839499331078278,-2.274328554398406,0.0,0.0,0.569690122706582,0.10305471341704518,3.805756320112396,-3.1678885160974675,12.19436201997757
7,2.9950223521155332,0.0,0.0,0.0,-0.3665320684209508,0.0,0.0,0.0484678719972838,0.0,0.0,0.0,0.0,-0.02696974343986313,0.004611528822055143,-0.6413666458314222,-0.02810810810810811,0.678416493587691,0.008904744255003687,0.011502304147465454,-0.554394654560094,0.14600674631935334,-0.005898486503749677,0.0,0.0,0.1839499331078278,-2.274328554398406,0.0,0.0,0.569690122706582,0.10305471341704518,3.805756320112396,-3.1678885160974675,12.19436201997757
8,-0.18390886587282756,0.0,0.0,0.0,-0.3013970870179532,0.0,0.0,0.03838383838383843,0.0,0.0,0.0,0.0,-0.017979060210049445,0.0,-0.5354896785190736,-0.02810810810810811,0.47539629603498584,0.008904744255003687,0.011502304147465454,-0.5210374652620249,0.14753055584316288,-0.030303248408511566,0.0,0.0,0.1320689807268754,-3.0412881527946696,0.0,0.0,-1.868341504274002,-2.0913345237900876,28.234450805754506,-4.178067060931789,8.63327560324901
9,-1.1951319814688226,0.0,0.0,0.0,-0.17783724267029044,0.0,0.0,0.777309052059052,0.0,0.0,0.0,0.0,-0.012042467138523775,0.0,-0.14019226223331835,0.0,0.15409887042991455,0.0,0.0,-0.21382747738877736,0.5075911343558401,0.8311158008658011,0.0,0.0,0.4598924542949308,-10.12898111271797,0.0,0.0,-3.0971296892488547,-3.601690407017805,33.83266515694316,22.144315354154763,10.78410318998663
