,crim,zn,indus,chas,nox,age,dis,rad,tax,ptratio,b
0,-0.9512404294646212,-1.2601474194038147,-1.3833269037066,-0.008548850980868609,0.1754785199165279,-0.4726827073110688,-0.6320401589145911,-0.7061921498912573,-0.3658034360267289,-0.9506272259449458,-0.1578625189044416
1,-1.0459413930839945,0.6134242529876022,0.03476044972326121,-0.014810738976274426,-0.8707094591278465,-0.11727016526426742,-0.5790648289978684,-0.9874067833248287,-0.4946459823982232,-0.8029997334158901,0.21527110124591983
2,-1.4799490422750758,0.5783891987973192,-0.11378276507695549,-0.013416428885385348,-0.9562309656411263,-0.8380899813478855,-0.7384306907954663,-0.9159929021143186,-0.704965716132987,-0.8378106681149883,-0.9749133190455425
3,-1.6519036629431079,0.6663541193454265,-2.016714638836782,-0.012796421245318622,-0.8050855765375771,-1.2123977997183144,-0.6862655127080923,-0.4233749307818041,-1.1713385635817375,-0.6882185497306866,-0.8251517438944165
4,-1.0859596526528639,0.6638570055228136,-2.0344807036216133,-0.023679221331194097,-0.8333181258678244,-0.5045559694056954,-0.6105005303609915,-0.44425581727759206,-1.1844003130861034,-0.6231372389918168,-0.22026271355953034
5,-1.4381190776110226,0.6574202203668033,-1.9152561490092441,-0.013605855207582784,-0.8369842805838301,-0.42604010310049645,-0.6489192851631873,-0.41613880498262185,-1.1432113625726517,-0.6789357504330413,-0.5518028323355356
6,-0.8906274379867736,1.4658821230453085,1.3146412070770581,-0.0043511036623612755,0.5298236094653329,-1.1828142142403082,-0.6247565204855188,-0.03855083376028399,0.4717352590156899,-0.2184623405636838,-0.5991130285368708
7,-0.30284500681015264,1.9103658861756283,1.2548291928992845,-0.011396242742822329,0.25439231209384233,2.586076585265235,0.9010917448158877,-0.2602227688796838,0.2410794573161319,-0.18268911428994977,-0.6177753264758126
8,1.5451136602302777,1.9930544906796657,1.4712596581477695,0.00748488339992794,0.2474479707878322,4.750666185698278,1.6430221127172104,-0.2866192472450919,0.17687176655551615,0.12203023929944476,1.207374999096758
9,0.07118050464420317,1.7545848422625332,1.440293050671222,0.00709344048169047,0.3279245635893602,0.41467946216430746,0.3847183511605057,-0.07036828337791708,0.3002241293814768,-0.10351218217583075,0.004088840566039314
10,1.4885212710210785,2.1008770681742384,1.3965446646963116,-0.0034783342695687636,0.26036276037007294,2.3036592724456226,0.928900214429865,-0.2634418707327155,0.1942009551165725,0.15060435011874646,-0.6713436320026339
11,-0.9292973768013731,1.4399000409662526,1.2303826009742906,-0.013433517871945539,0.4484447798125865,-0.5761403872531254,0.12244487065511445,-0.01868607980351309,0.25124664926972795,-0.21227460741371054,-0.5034802531667165
12,-0.5453242379323806,1.696565345451225,1.3570779701922269,0.00227390202470817,0.7692010946035526,-1.4033177640976262,-0.28554427716607234,-0.04630464848270376,0.5077426544877854,-0.3789397352440981,-0.1971235844690274
13,-0.30251164490266763,0.44251261137788134,0.37970990815519906,-0.020871870147871303,-0.14056859290008664,-2.031410846991957,-1.5096652323428166,-0.24979457716376294,-0.25799468528528896,1.111668299487884,-0.9164666499189253
14,-0.8479086742374481,0.4320533697508589,0.6110762688322261,-0.007853437591054627,-0.08981023905682979,-0.3295647769477499,-1.1682835684481834,-0.2732387190559222,-0.3520625238263496,1.2370654703411816,-0.8616664503931395
15,-0.3893020457316285,0.43473815974441,0.484825966267306,-0.017653174547722448,-0.08710336922975687,-2.2356331358742896,-1.6239978239911115,-0.2130401907101803,-0.3345118278293105,1.090641637431962,-1.1277574761620885
16,0.1705077356818134,0.4591890920748306,0.5330359723992312,-0.013880823142680418,0.02949493561323501,-2.74628692072954,-1.6612878690085937,-0.25010229606447393,-0.33690360815878617,1.0706780086169452,-1.0011375079143894
17,0.0757569312644898,0.45943636793314596,0.6238479604876741,-0.009840815250089424,0.12995158566974685,-0.32159304277458267,0.1605279441957909,-0.2539384553358679,-0.31050275945098244,1.11474002322884,-0.8308790206005756
18,-0.35175717682364904,0.4041741162461047,0.3190871244239953,2.4147158102278852e-05,-0.0859694232525229,-2.6404799155290024,-0.2701188749034717,-0.13455957257234308,0.03853982212171788,1.1061186716828173,2.2599478008158407
