,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,0.10214815389948281,0.01143637445363159,0.024024211355791494,0.0085453350794699,-0.13128860826797384,0.03800037048539681,0.27335211217725036,0.7087384363579239,0.05584168025166787,0.1983662882290044,0.058751772684370346,0.02804482142476303,0.11541311225247321,0.1316643495949856,-0.2734498984319124,0.3269442318467963,1.4879457425179934,0.1781386002780753,0.10155746805590883,-0.5650589915675337,1.2471686852012986,1.001612665372316,0.05160312300417041,0.03686509809985962,0.3236044457396668,-1.2527385669330529,-0.006915828394227338,0.03147503569597986,7.278323670887767,5.910380539264161,4.787013387133363,33.900933633827755,22.86581692162914
1,2.15327502384544,0.0057698694010247815,0.02700595392027635,-0.016851843147227194,-0.4878253319744388,-0.0009404484946647719,0.09372740694544499,0.07390510880867182,0.033017866488402034,0.0884610459881523,0.02689217977757569,0.004335262917268953,-0.15633848668008188,-0.09042151224384781,-0.6807852394207781,-0.1464572941879324,0.6796931307669999,0.1062585188267542,0.0066232114471320245,-0.44045149780906756,0.3573869363718564,0.057520597057247595,0.0321688569248879,0.01586455879858867,0.007948339833778477,-1.7337714547888787,-0.003835075988970731,0.013282059902915437,2.735369354971214,1.1208128572045037,5.753666400669981,-0.48836918464862705,4.377321201722207
2,2.15327502384544,0.0057698694010247815,0.02700595392027635,-0.016851843147227194,-0.4878253319744388,-0.0009404484946647719,0.09372740694544499,0.07390510880867182,0.033017866488402034,0.0884610459881523,0.02689217977757569,0.004335262917268953,-0.15633848668008188,-0.09042151224384781,-0.6807852394207781,-0.1464572941879324,0.6796931307669999,0.1062585188267542,0.0066232114471320245,-0.44045149780906756,0.3573869363718564,0.057520597057247595,0.0321688569248879,0.01586455879858867,0.007948339833778477,-1.7337714547888787,-0.003835075988970731,0.013282059902915437,2.735369354971214,1.1208128572045037,5.753666400669981,-0.48836918464862705,4.377321201722207
3,2.15327502384544,0.0057698694010247815,0.02700595392027635,-0.016851843147227194,-0.4878253319744388,-0.0009404484946647719,0.09372740694544499,0.07390510880867182,0.033017866488402034,0.0884610459881523,0.02689217977757569,0.004335262917268953,-0.15633848668008188,-0.09042151224384781,-0.6807852394207781,-0.1464572941879324,0.6796931307669999,0.1062585188267542,0.0066232114471320245,-0.44045149780906756,0.3573869363718564,0.057520597057247595,0.0321688569248879,0.01586455879858867,0.007948339833778477,-1.7337714547888787,-0.003835075988970731,0.013282059902915437,2.735369354971214,1.1208128572045037,5.753666400669981,-0.48836918464862705,4.377321201722207
4,1.6163737428635447,0.005611038979339711,0.023666830251194055,-0.02327320665447652,-0.6302012775955237,-0.0019211405574802978,0.09507079185643975,-0.056420934776209124,0.02614232574723729,0.08781983885471625,0.025637836826988954,0.005073789558616343,-0.21114286870263907,-0.13386561782717915,-0.9181580563016658,-0.21892390787011218,0.5565477573371421,0.11251293529435129,-0.005141777527632587,-0.4879142205655331,0.2171776239547337,0.011079509297760233,0.033544513237209285,0.011738657475709534,0.004464424144605947,-1.6342200827689872,-0.004791826321344553,0.014812115510105793,2.154041468149013,1.2813515300162104,-3.368348203101097,-1.2722785110669226,5.228193275487636
5,3.056229804764174,0.005827022308709618,0.02904635780342058,-0.01704721974395112,-0.4907551434936176,-0.000732184379900663,0.09085465166584564,0.049618417279790245,0.033843371955675015,0.08812622135863998,0.025294168768963083,0.004602635179055041,-0.17418022374744177,-0.08969624140173653,-0.6654765821516261,-0.14681971853478137,0.6143810344327335,0.07992765709404832,0.0033770957098477185,-0.44129011805095925,0.3181521509534012,0.048367470515650414,0.03736699843877273,0.01606302849160577,0.005924109823407201,-1.798892361820437,-0.0035638263652378087,0.013193174074142182,1.0821296408417675,0.801625889177994,5.149090081943644,-0.15273453581758953,4.432405546131825
6,2.098178364912118,0.005501259601649434,0.0300232674194891,-0.012851984221675352,-0.44750927381957983,0.000231955338778701,0.09546699070614065,0.1439946181421249,0.0353431250127685,0.09283931608606896,0.028984023880067114,0.004308425252736289,-0.16250262777592914,-0.08175184655535091,-0.5907813312509821,-0.13393727746677284,0.6807661284954392,0.08084570377377225,0.00221894814280982,-0.35213368949112417,0.3264048689718823,0.16294191465152838,0.037453872454376876,0.01268847534375846,0.007323883229645799,-2.4650483243608123,-0.0040649022713276145,0.013207271470298912,0.8236755082935323,0.5946857934700568,4.427988585831757,-0.10461801345422912,8.414385343392812
7,2.098178364912118,0.005501259601649434,0.0300232674194891,-0.012851984221675352,-0.44750927381957983,0.000231955338778701,0.09546699070614065,0.1439946181421249,0.0353431250127685,0.09283931608606896,0.028984023880067114,0.004308425252736289,-0.16250262777592914,-0.08175184655535091,-0.5907813312509821,-0.13393727746677284,0.6807661284954392,0.08084570377377225,0.00221894814280982,-0.35213368949112417,0.3264048689718823,0.16294191465152838,0.037453872454376876,0.01268847534375846,0.007323883229645799,-2.4650483243608123,-0.0040649022713276145,0.013207271470298912,0.8236755082935323,0.5946857934700568,4.427988585831757,-0.10461801345422912,8.414385343392812
8,-1.8534563014692598,0.00560793044148693,0.026036435002427447,-0.011166191943579686,-0.38974149250881907,-0.0003644503387790869,0.11755441291528484,0.1972037329268181,0.03783368431914057,0.09425041890020491,0.030733697026052033,0.0021975004051951047,-0.1325902504909409,-0.07684506849428303,-0.5280018668283057,-0.1344524839644784,0.8937641557179672,0.08097694450410749,0.002662812759579126,-0.2864352124063284,0.29904141826571634,0.17172552632999086,0.034952298262326646,0.012291299440747132,0.003033092276575098,-3.1467854763546126,-0.004064902271327613,0.014461314309817395,0.9896809047907316,0.8005328050543055,18.470124876580186,-0.4138122862371273,7.01730909628507
9,-2.5918827591078215,0.00841891099505044,0.019495796242518574,-0.010780820551870744,-0.3140556788497916,-4.9916141738288317e-05,0.11114150750652452,0.5189639001204177,0.033340736712423956,0.09014752337998128,0.05737378730018057,0.0027901845446305982,-0.08024153822546135,-0.05285518829153063,-0.33264638404650054,-0.11165656590258234,0.915577193944989,0.09449165387184996,0.007814147680031623,-0.26024884074378674,0.45371621626261494,0.3380710580548016,0.026381843825292767,0.012266780217965238,0.004291997843634268,-4.717693648655753,-0.004422426584047035,0.013515232127092935,1.3668638008643714,2.3728642787428766,19.044994926308725,13.15449302427139,11.993777639489384
