,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,b
0,-0.7480193724206867,-0.01687403287176916,-2.910310037016541,0.0,-0.23502415735277243,-1.5550566696027879,-0.28910304277335763,-0.19195453811087634,-0.31339408230955873,-0.286201810262226,-0.47765553791183446
1,-0.5264969362966164,0.06324287926970282,-2.012759615434373,-0.0025889423076923186,-0.24769060246847732,-0.8875338890180418,0.2105427291463496,0.050897948243972826,0.0032267378212468834,-0.25403909162346555,-0.4037944979650165
2,-0.8612838391633532,-0.057306937725091045,-2.3565420298443174,-0.012774292607034539,-0.3081520012923943,-3.04669060602756,-0.4824761225430002,-0.3499669864524953,-0.09876150952052859,-0.3286073545428351,0.04436839908620023
3,-0.7518827288485763,-0.0708793190074085,-2.4950660015444286,-0.004985665573407515,-0.318927480731158,-2.9403922438249137,-1.1575126299144218,-0.3858273427396018,-0.18831291875391507,-0.4225310717316546,-0.13877587796292376
4,-0.42927571442145973,-0.08540975365915965,-2.426402238738072,-0.006086904889646839,-0.2905341136767064,-2.7044766522650368,-0.48058828886773863,-0.43466044404139836,-0.09224934229869797,-0.3219441943718185,-0.13156563340267477
5,-0.5740326015802099,-0.006742517995688287,-3.0875932605032648,0.0022857575757575695,-0.3093820605259103,-1.1369514150894124,-0.3000571743603498,-0.18304364953342694,-0.26185406392324306,-0.4795753627534231,-0.17374693194324112
6,-1.0108244690870172,-0.0007734523809524236,1.6936566788200726,-0.014413868232043573,-0.3919406203659555,1.197850911070617,-1.814019457129827,-0.008658935545879124,0.08499629292345856,0.1297705703785514,-0.37683693108343624
7,-1.0889291404416683,0.18433626623376625,1.895438231088337,0.009526515460389825,0.12102702518617442,0.21236057146931853,4.002280459559446,0.49034814059573084,-0.014204625417216246,0.017422602887733146,0.255800672745576
8,-0.2645953729438219,0.03547333333333342,1.4717426716158901,0.026860665126217365,0.4118810732560764,4.700344190321606,4.801951068080957,1.428665816662313,0.2250579554979905,0.13187959014346248,0.31344572827356404
9,-0.8569267621814188,0.04483560606060605,1.6910563691061207,-0.018860782903891843,-0.1603052440076751,1.5799608555709586,1.313503498127962,0.5380862097745744,-0.03723975052497819,-0.1446643370315263,0.012261057376857995
10,-1.067712456451387,0.34605337575889217,2.1834384733841223,0.03287808936864159,0.1339938609739169,-1.3478640239970425,3.54111052779229,1.0354720526935697,0.022552582825338813,-0.09042921580265273,-0.15328654717810217
11,-1.1021008647547978,-0.0019358766233766472,1.578749335887524,-0.020033973127074143,-0.3534021665383126,1.2297355083364638,-0.555150410464887,0.2058055258827897,0.04205000685263989,-0.03645523331103266,-0.49155513277234864
12,-0.6275808207514155,0.12839834045755835,1.650985736192631,-0.01456816833382355,-0.10099416514956638,2.450915666813164,-2.6889868395190977,0.08463851824933803,0.07113192311121726,-0.0797203450576728,0.16788687335525393
13,-1.1931848049129568,-0.003370238095238121,1.3222322966522984,-0.025241877312303422,-0.4891813275266064,1.1923230340673934,-2.260264383325352,-0.5800492054689245,-0.1505587568354538,-0.2784278315145332,-0.6989701863607345
14,-1.5100118215812235,-0.003090254266806021,1.6274643450923347,-0.029261326970332697,-0.4051333431287494,0.1978374809142132,-0.19454903877275925,-0.21180383561829083,-0.030456802041498844,-0.14655478279374942,-0.36063390146554847
15,-1.4522596050601984,-0.014737445999133313,1.3304485429872257,-0.015131081459313495,-0.48776236793516525,2.112922669975977,-2.6811871260859528,-0.6612052155011044,-0.11515869816628538,-0.34006733384446614,-0.7168556195439943
16,-0.9925039693779096,0.02031122242377463,1.405500440232324,-0.008018230769230856,-0.5998226808578928,1.5045524259488727,-4.504029359225076,-0.3599034562522888,-0.13106732938887114,-0.2571113608104777,-0.2733009825556369
17,-1.062385806123541,-0.0018811111111110901,1.5947762998348782,-0.031241871174982137,-0.3201317720799062,1.7642370951318673,-0.34892989271479385,0.2824558404780528,-0.012362343556648205,-0.23742139349125954,0.21839167417503175
18,-1.3319207046780135,0.0006181349206348788,1.314764980106481,-0.0015253076923077598,-0.09559707875665832,5.344140015126274,-3.277502357765586,-0.05324116801801991,-0.1441834268831217,-0.2633212359693765,0.4415748689772806
