,crim,zn,indus,chas,rm,age,dis,rad,tax,ptratio,b
0,-0.9145018091557151,-0.014733391904914857,-1.8199648853461174,0.007688314419306406,-1.8638259905436,-0.8966782401483974,-0.5509094236314084,-0.09225988843263445,-0.3282384276810157,-0.290862054515803,-0.32640748369210887
1,-0.847125955660168,0.11001122916371432,-0.8331729223741718,0.004036180640664462,-1.1516249772300058,-0.3447152453126107,-0.47837160467100553,0.040798968243564,-0.28176512277216254,-0.017409367222194067,-0.21515446343803524
2,-0.9739051671206588,0.007054869654147435,-1.068878751883665,-0.002753590229041533,-3.3339479259525615,-0.8597086317539666,-0.6531313440169196,-0.10388996563989389,-0.44037633694216194,-0.08226069803545401,-0.25709573871223784
3,-1.0216615805668863,-0.017069176277258874,-1.9847808545132253,0.007128300713649161,-3.024848696334113,-1.2198380695611009,-0.6038434306358945,-0.12204427558113996,-0.5180939120450794,-0.10620294589120079,-0.30393863994015274
4,-0.8004182663271296,0.014011858625921263,-1.8011129471765732,0.006083291570422037,-2.907195206560974,-0.815551418321607,-0.48323049775050264,-0.06868720153602091,-0.37122271012767377,-0.03445135597917191,-0.16721882704908875
5,-0.9013588550906396,0.005254537580229864,-2.054417241589141,0.009564695871711376,-1.4101649011021118,-0.9580893295527786,-0.4914545759743132,-0.07978887443933223,-0.4679028853795077,-0.10445147343468533,-0.30938437752185666
6,-0.7365895450758061,0.07009425506211095,0.9563902851030267,-0.0027456557193884117,1.1159939090716606,-1.1817204537819503,-0.42976032656520635,-0.04838903647210132,-0.17220461903606563,0.15725021142477844,-0.47181230464347756
7,-0.44290041635305555,0.23304235184483343,1.6446619721958295,0.0013517388564237964,0.751487355071024,3.6341718333631947,0.11501059889058239,0.039565881989215665,0.053957667288938096,0.23612547256894745,0.04023226365166688
8,0.27268308606706604,0.2805939488345672,1.7914584199827288,0.022619846365537252,4.451575899184234,4.152736321657051,0.7110508553245211,0.10689471402240637,0.4353093407695163,0.5915798826681684,0.2437044044917963
9,-0.24617340955022204,0.11166353147829655,1.2824795527314503,0.014599136949867891,1.6024147271734894,1.1449219497202174,0.1949142590839347,-0.025923695001716766,0.030567258090827536,0.3072584886875361,0.04218492000390311
10,-0.21795815189067957,0.2885102465042087,1.8778674707857161,0.028995743001487863,-1.1589781616616648,3.2034318922431044,0.62032305742579,-0.019291788548122375,-0.004909229782079462,0.31535622736720487,-0.033340586077409064
11,-0.6532873793524888,0.08449557440951755,1.0206949446353162,0.001923836220879252,1.2622700474986668,-0.20123091960041714,-0.08637713648319659,-0.07330086238082388,-0.10907233458728333,0.08365291319983889,-0.3469619641924203
12,-0.45513964371038146,0.15436331973243114,1.3982612699593038,0.010076706357879031,2.018792974458317,-1.6516096867306778,-0.35505557562136825,-0.023391082757800576,-0.08321431198148958,0.3068767600719819,-0.03405401041064267
13,-0.7878678661600975,0.005989269490368603,0.5378527087593109,-0.004539082991919253,0.9202332218364073,-1.7829871031801618,-0.976322033784831,-0.12235469934896505,-0.3934029728389958,-0.19250516583272242,-0.6381895565808153
14,-0.8059973190163726,0.02363612823878998,0.5872504106745681,0.010069956235468705,0.4135296338888627,0.27943829058369857,-0.7310157197026699,-0.12112433014454244,-0.27250631486890864,-0.06200369187973877,-0.5332703246415643
15,-0.7811512483301352,0.016885904855738362,0.5490161939608673,-0.006500374524759489,1.2500693765137256,-1.8568001094678173,-0.9954783294814317,-0.12695771912998735,-0.37024679382485814,-0.21679142817205835,-0.5557387530317156
16,-0.5369698400159253,0.05456896117056266,0.7301589569733326,0.012006508867308514,0.8139916499730606,-2.9943122694924758,-1.0448994352660008,-0.17957670712432294,-0.3872735969518254,-0.15198098616397485,-0.4295065226021423
17,-0.17168788921331365,0.027519721393205923,0.9022613959446504,0.006341339510050755,1.448446465842998,0.27245522242806225,-0.36783129905013684,-0.03069955360067475,-0.17512954628063762,0.03863709194329692,-0.21450622954991572
18,-0.5911404894599036,0.05537984791504358,0.8090563824448841,0.010779878423241938,3.2007988588669485,-1.926004993690145,-0.3979667552566688,-0.057562393939089816,-0.15239118790023973,-0.004731615658973445,0.9382891876225204
19,-0.4791450273936642,0.018933369229057057,0.6286679536424933,-0.0030267667487152406,1.7057205627780605,-1.3512994086686176,-0.43654623575111784,-0.05544054932884136,-0.24720769596740788,0.02416725088171773,-0.2536167333053877
20,-0.24909858127487794,0.016569568254092868,0.9969756730477638,0.014390418072152938,3.359526590215296,3.064932737030479,-0.1771635242147087,-0.010838941861765266,0.1347889304587336,0.21255729336945867,-0.14643344372902178
21,-0.3358274384917921,0.017516729439653125,0.8381357371437141,0.011766633337004976,1.1472075171421057,1.1194438774967856,-0.34036021347219,-0.04369715790144337,-0.15973568651096579,0.016479670230572157,-0.4880229490458545
22,-0.017372102429962715,0.02001794567137255,1.0471438830824347,0.01777298196634094,0.9883861692454358,2.7848380459853237,-0.14924905325661664,-0.038471273602874584,-0.0019452967703578162,0.416838374140525,0.00794704533594953
23,-0.2976172076999995,0.012218301795331055,0.9920986580004459,0.013818088759681673,2.1427066490495648,3.4173965967439885,-0.23110630246788602,-0.03895270369943616,0.006902717534824521,0.2572050336024674,-0.25056311225140754
24,-0.4656298823743051,0.018382642628563844,0.8583888020823083,0.018185351873448982,1.3333435436780348,2.8740785066435963,-0.5234091475398217,-0.05602020965946744,-0.14204955448160242,0.1452289391050253,-0.4263922725881845
25,-0.4072340178578844,0.0307514920053446,1.0057158136582092,0.025210191166704005,2.6333834763370048,0.5766930862920757,-0.30427693130613914,-0.004266530113040131,-0.09142047639433853,0.015863257553716148,0.7755873580259235
26,-0.6886111639975906,0.020522351699285974,0.828655631645716,0.01297758480198015,1.8327830792110869,1.1886934223477212,-0.6470001105570686,-0.04047681570804768,-0.14239191102679535,0.00763961204256876,-0.36638496109128504
27,-0.3873819914995291,0.02294260266652876,1.038890763341843,0.015969941416088287,0.9890738665094579,1.108642217145369,-0.23492159414555,-0.012877992564213013,-0.15513297817656221,0.22357218475564064,1.2416296999185048
28,-0.4598381258397799,0.0024570544563456698,1.1183165170683027,0.023659345099340902,-1.8019870051408369,2.3814195863310745,-0.5129930000340084,-0.09497069562327548,-0.20483314654923077,0.2806719845318087,-0.29109579493215415
29,-0.1683287561322291,0.02537180567396725,1.0199870707260492,0.027714611424907894,-2.059765207786101,0.7807625102273976,-0.45868689706892596,-0.05569573974121553,-0.1549344817391422,0.3288036027123918,-0.3242217989295109
30,0.0005343642439557665,0.02397250190277171,1.1649073755399155,0.022723485916189036,2.482747191642507,3.074999693877487,-0.07308941784314826,0.057974260887079944,0.21897381898296858,0.3543146724351877,0.6079487717826235
31,-0.40049284921420536,0.017844427984613345,0.8033995284210891,0.012862094073521544,0.4549014679129727,2.680765881300201,-0.328036635878566,-0.13113117112534106,-0.12989716945704677,0.3386778200592035,-0.5381866747088446
32,0.7106309976097228,0.040496913231815014,1.970665552907838,0.013597569988511301,2.481662429992252,1.4982349595078244,0.42889037415344217,0.15401930273164663,0.17107842266688017,0.49285877445276116,3.2161714221248654
33,-0.1377754729828327,0.017863060853248795,0.9502552160538579,0.023707203555654997,2.3072841508434676,2.942220986657527,-0.23011006147354254,0.029608302593845236,0.1570512233686885,0.30173376051260886,0.3730683493850316
34,0.11819564154866889,0.018921354975842696,1.222918736009881,0.022199566468397162,1.120704589506219,2.8591117242616004,-0.11647501057172147,0.019860237405568033,0.010657747500460031,0.4478077304040089,1.3498044018586257
35,-0.9398386506640599,0.03569267965245468,-1.4310256240942627,-0.01562842069391038,1.86173475336703,-0.9372711038055658,-0.5640047003801625,-0.15203932963416739,-0.251746599701957,-0.01587444001982236,-0.3301918446579996
36,-0.48369640726297924,0.014626894538130646,-1.4625536163020307,-0.008227023979601273,2.4623889203126845,-0.8880498716829286,-0.4940596271355652,-0.12279546188971245,-0.20422438722340758,0.012303031869703983,-0.011005731876708369
37,-0.8723629850369468,0.044929550182438,-1.4517764468588539,-0.0033704228253068854,2.108326060171867,-1.653033000024974,-0.5242952119777285,-0.16361728665919992,-0.25595417655101876,-0.04215159499636069,-0.27208776605635054
38,-0.2400194287943994,0.09804262120989524,-1.3142480600263295,0.002777326047518319,1.9845376649073962,-2.091754297009259,-0.36994119472850406,-0.15405845266323465,-0.22881927157578305,-0.01813709273933116,-0.226173095260368
39,-0.9371729786431764,-0.266784648711792,-1.805811654396082,0.013544972250131062,-1.6868689011536986,-1.9845185659300573,-0.6483821260376637,-0.07459478332185736,-0.4772697636061799,-0.048405380022793994,-0.26072945105924594
40,-0.981800764463399,-0.27218890095596193,-1.8664939356836776,0.008715451219455538,-2.9067845024875623,-2.062137839302379,-0.7249723610547548,-0.10283034714788715,-0.5830016799745764,-0.10993413140329517,-0.3237642693783728
41,-0.6790935501388244,0.08286214199858732,-1.0191963517916858,0.00902536385650492,-2.549086294935625,-2.216957920946372,-0.5168142483830047,-0.044783397273881954,-0.401021669572876,-0.04153494324336167,-0.254292410201892
