,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,-0.04556079694305263,-0.002257799406374512,0.010572263466367377,-0.04237552079115504,-0.014118801115674536,0.006514366493502143,0.029093860602857364,0.1551363764410058,-0.004238887828593229,0.09440199146039863,-0.004307453065507064,0.004256429249968847,0.11847214828656358,-0.34905395365955777,-0.13708457621556167,0.33902637299010435,0.012638103034019868,-0.016132479175465796,-0.5615117327650094,0.6298093079969574,0.5592122374271241,0.013524271704546566,0.014005747090053915,-0.006663985070800213,0.18615703729950409,-2.074474765336512,-0.0011547295502998386,0.005096560911118157,10.744350030303668,9.271396645247098,0.23528516076260378,35.93518384044874,23.729061102912983
1,2.1266315130776428,-0.0017994581461032108,0.011507446235584742,-0.02564919813640663,-0.6390142406909214,-0.0017151961771145361,0.06109156139208438,0.002549483520048584,-0.0035854914193659687,0.059973100048873226,-0.004310752657125301,0.0017632343000676292,-0.12926118400134412,-0.8508510509452104,-0.2181330999256607,0.2941561956952034,0.03183474584127309,-0.014252398163004302,-0.4233106778668076,0.2696473359398195,-0.031311500222632016,0.00841990159748824,0.005499200801702881,-0.01801750436493097,0.24214111316360026,-1.402905356233237,-0.0010771163165115946,0.007381938109144963,0.4870255029347978,0.7001718000090354,6.841013204029523,0.011956932650825215,6.046688389125397
2,2.1266315130776428,-0.0017994581461032108,0.011507446235584742,-0.02564919813640663,-0.6390142406909214,-0.0017151961771145361,0.06109156139208438,0.002549483520048584,-0.0035854914193659687,0.059973100048873226,-0.004310752657125301,0.0017632343000676292,-0.12926118400134412,-0.8508510509452104,-0.2181330999256607,0.2941561956952034,0.03183474584127309,-0.014252398163004302,-0.4233106778668076,0.2696473359398195,-0.031311500222632016,0.00841990159748824,0.005499200801702881,-0.01801750436493097,0.24214111316360026,-1.402905356233237,-0.0010771163165115946,0.007381938109144963,0.4870255029347978,0.7001718000090354,6.841013204029523,0.011956932650825215,6.046688389125397
3,2.1266315130776428,-0.0017994581461032108,0.011507446235584742,-0.02564919813640663,-0.6390142406909214,-0.0017151961771145361,0.06109156139208438,0.002549483520048584,-0.0035854914193659687,0.059973100048873226,-0.004310752657125301,0.0017632343000676292,-0.12926118400134412,-0.8508510509452104,-0.2181330999256607,0.2941561956952034,0.03183474584127309,-0.014252398163004302,-0.4233106778668076,0.2696473359398195,-0.031311500222632016,0.00841990159748824,0.005499200801702881,-0.01801750436493097,0.24214111316360026,-1.402905356233237,-0.0010771163165115946,0.007381938109144963,0.4870255029347978,0.7001718000090354,6.841013204029523,0.011956932650825215,6.046688389125397
4,1.0771823957010112,-0.0019182090609842102,0.017543662862176398,-0.03320185297104111,-0.9366032427870076,-0.0024387673117269226,0.05209706724849628,-0.10968052448715573,-0.002625171777534226,0.06669595240396775,-0.005781009935575681,-0.0001901531963565651,-0.2222096587348014,-1.0454095727368666,-0.3281472704614562,0.2427121528639002,0.025746421758745926,-0.0346884778918439,-0.5416383945125659,0.13867561559405048,-0.09374268077479704,0.010172176672414879,0.0071839545885856474,-0.019798969940663956,0.0933918597858819,-1.3256599007840382,-0.002390386160508716,0.00794163952597518,-0.19995834702892637,0.4219483611105179,-3.361240682571043,-0.4188180545293698,7.009108440744272
5,2.099574530560216,-0.0017963273404773212,0.0211636496206783,-0.02557143879762781,-0.6418180483551503,-0.001780103900447188,0.06084996171196198,-0.0018107091510643908,-0.0033597342647729324,0.05713450377637702,-0.004215932879640443,0.0017632343000676292,-0.1520062172898912,-0.8408477783985957,-0.217153605044161,0.28516606364739955,0.029912667461941694,-0.012666485991685229,-0.4234728697868429,0.2772912099125831,-0.02743454265920131,0.009080909955166508,0.005923182111884767,-0.018938904208340917,0.22295266945652856,-1.4294374008215356,-0.0005505783291065054,0.007534999032517287,0.4055599226996571,0.6068278738458015,6.603332946467236,-0.04712604509766672,5.960176770961914
6,1.5682225826566194,-0.0017963273404773214,0.020617124231729945,-0.023792659433373834,-0.5663159052087088,-0.0017372818472801586,0.060363791511423154,-0.0013540999201983057,-0.003193768491934392,0.0585405025581537,-0.004215932879640444,0.0008833267049113813,-0.14357869448448338,-0.7773318593052968,-0.2014834057498829,0.31849145175989824,0.030014837651438035,-0.012545535431683104,-0.4112565866827988,0.25384283627235443,0.05102482603180992,0.00908090995516651,0.005961824323919756,-0.01838483880555657,0.17214186566359851,-1.6194952364843567,-0.0004999098376604484,0.0074253709236246175,0.2689217848549101,-0.0384172773191242,4.9591230984292896,-0.0063968283985829915,9.571398387297938
7,1.5682225826566194,-0.0017963273404773214,0.020617124231729945,-0.023792659433373834,-0.5663159052087088,-0.0017372818472801586,0.060363791511423154,-0.0013540999201983057,-0.003193768491934392,0.0585405025581537,-0.004215932879640444,0.0008833267049113813,-0.14357869448448338,-0.7773318593052968,-0.2014834057498829,0.31849145175989824,0.030014837651438035,-0.012545535431683104,-0.4112565866827988,0.25384283627235443,0.05102482603180992,0.00908090995516651,0.005961824323919756,-0.01838483880555657,0.17214186566359851,-1.6194952364843567,-0.0004999098376604484,0.0074253709236246175,0.2689217848549101,-0.0384172773191242,4.9591230984292896,-0.0063968283985829915,9.571398387297938
8,0.5416428116488413,-0.0017461991560567696,0.02061712423172992,-0.022972825881384613,-0.4771839695068817,-0.001724864995838916,0.051939641248065105,-0.003888133362595716,-0.003140960552675688,0.05821796206165953,-0.004435002533312536,0.0008833267049113821,-0.13590313254726394,-0.7267499678414405,-0.1915065070187774,0.2752070642354399,0.058649339059365875,-0.0110263000780529,-0.3291087622118006,0.21599130702610206,0.053628157136310514,0.00889533334247335,0.006043975829728802,-0.0183935802688755,0.14845073692590494,-2.4235993919556917,-0.00042573420412538997,0.005469070177641953,-0.23515937736622494,-0.4749440392518098,20.459220032226874,-1.113276298388974,8.514587538472492
9,0.25008496322296764,-0.0015302397910849218,0.01971038687906561,-0.019765137049196906,-0.33140888107584376,-0.001865409976512837,0.039878043935835314,0.08339220578446327,-0.002573859780670173,0.0508703117236999,-0.004097990978673162,-0.00010692399033754884,-0.07456959359630119,-0.4480161688767282,-0.1581306223885903,0.3247145000360817,0.05914093532110043,-0.008752476328702736,-0.26484928693678556,0.27032928975155457,0.15493003695122798,0.008087271404357792,0.004967592291390923,-0.017028333466146024,0.1353921602880864,-5.229991585354063,-0.00024552575266063436,0.004318081126397734,-0.5813025519231144,-0.04546461125050731,25.56237587418903,19.370198058919467,11.815567859896888
