,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_sperry,vendor_sratus,vendor_wang,MYCT,MMIN,MMAX,CACH,CHMIN
0,-0.1341738111550424,0.0027188291584576514,0.006632183908045981,-0.013890880202658058,-0.09051321255758736,0.008096451846871359,0.10190195406144127,0.7570100229099053,0.016759791866252906,0.05571185544594979,0.014835079809598495,0.05026322970502753,0.10857938543260588,0.5671302735858036,-0.44403294660316256,0.8874338746490152,0.60035534035812,0.03568720705508907,0.060392813584764074,-1.282612381909761,1.7755380415585937,1.6188863981867458,0.034839469137999964,0.00562959558823529,0.9895386813722821,-3.475935477682359,0.0,0.006241907908701023,8.334992282526068,8.433869067517588,6.2941594992361525,38.90920366467788,14.819010182229121
1,4.635365287947267,0.0027188291584576514,0.02218104668412313,0.0003474363757280585,-0.38527482625020687,0.0,0.03151172644975782,0.06876077353289918,0.019036726278363187,0.021599928833052714,0.012890241354121753,0.0,-0.06228277973636052,-0.011062591958126887,-0.4937015581805627,-0.021463041765592016,0.7856994941119919,0.09150567057121069,0.007885747121815249,-0.5317183138623236,0.3507274107108153,-0.04016772175386222,0.013789555789699544,0.010781110739750443,0.0025310347852787614,-2.1228558560770296,0.0,0.0016172053346149432,1.9592646091588857,1.5529324278815144,4.348858272001121,-1.0440210668630678,4.296801594832406
2,4.635365287947267,0.0027188291584576514,0.02218104668412313,0.0003474363757280585,-0.38527482625020687,0.0,0.03151172644975782,0.06876077353289918,0.019036726278363187,0.021599928833052714,0.012890241354121753,0.0,-0.06228277973636052,-0.011062591958126887,-0.4937015581805627,-0.021463041765592016,0.7856994941119919,0.09150567057121069,0.007885747121815249,-0.5317183138623236,0.3507274107108153,-0.04016772175386222,0.013789555789699544,0.010781110739750443,0.0025310347852787614,-2.1228558560770296,0.0,0.0016172053346149432,1.9592646091588857,1.5529324278815144,4.348858272001121,-1.0440210668630678,4.296801594832406
3,4.635365287947267,0.0027188291584576514,0.02218104668412313,0.0003474363757280585,-0.38527482625020687,0.0,0.03151172644975782,0.06876077353289918,0.019036726278363187,0.021599928833052714,0.012890241354121753,0.0,-0.06228277973636052,-0.011062591958126887,-0.4937015581805627,-0.021463041765592016,0.7856994941119919,0.09150567057121069,0.007885747121815249,-0.5317183138623236,0.3507274107108153,-0.04016772175386222,0.013789555789699544,0.010781110739750443,0.0025310347852787614,-2.1228558560770296,0.0,0.0016172053346149432,1.9592646091588857,1.5529324278815144,4.348858272001121,-1.0440210668630678,4.296801594832406
4,4.178987729231473,0.0027188291584576514,0.027286879447850635,0.0003474363757280585,-0.5045576663299857,0.0,0.038366995627735545,-0.05971832747477149,0.023123641914536468,0.027555011575369492,0.012890241354121753,-0.006722407814226467,-0.10915084069289378,-0.05758732140529404,-0.6446353138926628,-0.07760003336594576,0.7516258886561693,0.11884610348889674,0.02758222352067854,-0.5800635171581827,0.3868841813082468,-0.037031216183635675,0.019619566768294044,0.01166529153071089,0.0025310347852787614,-1.6687986482611439,0.0,0.0016172053346149432,2.05915143713387,1.6440853630347496,-6.926215302917341,-1.4801500434710504,5.361603951926091
5,5.122000208582185,0.0027188291584576514,0.02218104668412313,0.0003474363757280585,-0.38527482625020687,0.0,0.03151172644975782,0.03876077353289917,0.019036726278363187,0.021599928833052714,0.012890241354121753,0.0,-0.06228277973636052,-0.011062591958126887,-0.4937015581805627,-0.021463041765592016,0.7184931449056422,0.03900567057121069,0.007885747121815249,-0.5317183138623236,0.37263217261557713,-0.03883438842052891,0.013789555789699544,0.010781110739750443,0.0025310347852787614,-2.1228558560770296,0.0,0.0016172053346149432,1.6312157691100466,1.522629397578484,3.1595011291439783,-1.363067464909466,4.2833903394211505
6,3.276087830133645,0.0027188291584576514,0.02218104668412313,0.0018958477110651017,-0.353761083394263,0.0,0.03151172644975782,0.17926582403794963,0.019036726278363187,0.021599928833052714,0.012890241354121753,0.0,-0.040617060276214055,-0.011062591958126887,-0.41941396113298407,-0.021463041765592016,0.7860271069313834,0.03900567057121069,0.007885747121815249,-0.3949449124409369,0.26310427567591554,-0.007260889455725561,0.013789555789699544,0.00562959558823529,0.0025310347852787614,-3.235484815353047,0.0,0.0016172053346149432,2.1813651064366595,1.3545888996637998,1.8747659367608558,-2.174864789531871,10.325633383214496
7,3.276087830133645,0.0027188291584576514,0.02218104668412313,0.0018958477110651017,-0.353761083394263,0.0,0.03151172644975782,0.17926582403794963,0.019036726278363187,0.021599928833052714,0.012890241354121753,0.0,-0.040617060276214055,-0.011062591958126887,-0.41941396113298407,-0.021463041765592016,0.7860271069313834,0.03900567057121069,0.007885747121815249,-0.3949449124409369,0.26310427567591554,-0.007260889455725561,0.013789555789699544,0.00562959558823529,0.0025310347852787614,-3.235484815353047,0.0,0.0016172053346149432,2.1813651064366595,1.3545888996637998,1.8747659367608558,-2.174864789531871,10.325633383214496
8,-1.1482054640309385,0.0027188291584576514,0.015548862776077152,0.0,-0.29553607060689036,0.0,0.03151172644975782,0.16467621898322835,0.019036726278363187,0.015321112440827884,0.012890241354121753,0.0,-0.024956676835035475,-0.011062591958126887,-0.31531251809860544,-0.021463041765592016,0.6749324900149317,0.03900567057121069,0.007885747121815249,-0.2478579730957612,0.2185282179998049,0.0174034142674017,0.011368247696021606,0.00562959558823529,0.0,-4.729349614904974,0.0,0.0016172053346149432,1.2860305036525692,0.20384449662167337,24.01854375039156,-2.1180231959443354,4.48953246374532
9,-2.889682981943351,0.0027188291584576514,0.0,0.0,-0.2147818010214841,0.0,0.019488119397773253,0.6886307728417671,0.00988109586627198,0.015321112440827884,0.012890241354121753,0.0,0.00495998983163113,-0.00923840382822765,-0.16824649521847623,-0.021463041765592016,0.4961682130950294,0.01981228463869429,0.007885747121815249,-0.241912377240839,0.44382265811756694,0.34456819254586274,0.004382446758607764,0.00562959558823529,0.0,-7.3870407712415185,0.0,0.0016172053346149432,-1.8440395885670566,3.6282808449706696,26.167216256735987,14.2588726493242,8.808517578910143
