,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b
0,-0.8598238126755353,0.017928256480878143,-1.4838427693306047,0.005303103709766035,-0.23244432970037598,-1.9045361109035135,-1.0661965899541388,-0.37232375128933665,-0.11252940014787778,-0.23169178154427386,-0.15186021500480093,-0.38567588027260374
1,-0.732348215708581,0.06577730483606664,-0.5845576512186383,0.0027417523359240287,-0.484329705419923,-1.1342044492661214,-0.5038315953276017,-0.33735682978340753,0.012180510015822224,-0.2114557895573523,-0.0064400350728989865,-0.21936857646569832
2,-0.8608514381303591,-0.009438739725252441,-0.8972952743833035,0.004298771132165349,-0.6136136427435814,-3.5812243851557373,-0.9582446694592716,-0.45924570941859216,-0.08879630499315902,-0.29177562475450197,-0.04347760574691286,-0.24322865725390583
3,-0.8781822393505796,-0.03729114919234924,-1.6089361554125776,-0.0008290729031386793,-0.6399500845756679,-3.24511671776337,-1.2972689994375028,-0.41111886458149954,-0.059882969024118715,-0.37420088326069567,-0.04195213065492622,-0.2808640144759914
4,-0.6938032386162771,-0.001833914927680038,-1.4503337613933818,0.0031599928790389193,-0.541283176364428,-3.0288950935113417,-0.9312741793610227,-0.3520867696965691,-0.0021149551862343846,-0.24019544578605287,0.02849704519736789,-0.16352978386581415
5,-0.8335051169907176,-0.002753336848069345,-1.7323027646243372,0.0007615061961411488,-0.6018263902957298,-1.37179514175173,-1.0270977139819923,-0.31931308045766627,-0.06236367599480111,-0.29547587831364663,-0.046353278243242875,-0.20146840932662718
6,-0.6447279773603506,0.11297901466989049,1.069701265892054,-0.015446381586540452,-0.12268132339664992,1.2741201714721284,-1.3182331937314666,-0.20274919523859583,-0.016290797772510385,-0.04108336863224303,0.09524370648611445,-0.36612520143428
7,-0.2644063297427638,0.1717757769916035,1.4232251217842293,0.013524695479147945,0.14406717984341544,0.6211643105555401,3.7902411076421165,0.2733420936556003,0.002664393480488729,0.054837634239792585,0.20835748495158585,-0.0782867495131677
8,0.4796924363635305,0.20488103685846165,1.9655433782937495,0.014054531406506305,0.39245888358907705,4.225776078061889,4.523156365490843,0.7844200191991161,-0.0028409761951129924,0.14040197074984084,0.25733159425334373,0.1421314012963345
9,-0.3064070086961023,0.09377238509064233,1.1823364704104617,0.0007302309122573581,0.03319675552315541,1.4898872866868031,0.9278081343820146,0.09997355484954214,0.009594305158581168,0.008157804098996944,0.014645835228052241,-0.1736890342768215
10,-0.2018937036739767,0.26383372133961736,1.8270860150143013,0.034831905259498044,0.18159043934351968,-1.0547753649872513,3.3966106985900044,0.48229135822874597,-0.005191893183454318,0.023261334201650774,0.25885540023737547,-0.1309931910024317
11,-0.6106930893615402,0.07747564769467769,0.985422965841918,-0.010205657868543412,-0.09510856088439704,1.2540345758805502,-0.34708366819832137,-0.007686058011927476,0.004090332773936295,-0.027858395161249275,-0.022133023290107693,-0.4352483500474132
12,-0.33726581687392737,0.10759346065245919,1.3066455900223843,-0.0005239993630115676,0.05325593301560226,2.059441074534419,-1.6478435731835963,-0.10556424479202407,0.005494497164521757,0.02076838966596919,0.20624311690688507,-0.04483770838210372
13,-0.8253024488888941,0.009141468586588252,0.5984533892186804,-0.012840060256383035,-0.3811478629389334,0.9049912094548712,-2.067547563867921,-0.7055877212916332,-0.07307740134944354,-0.1692560630369549,-0.23949496526498795,-0.671725260997411
14,-0.7769283208734536,0.016801917682902033,0.6610075843661307,0.0014376606797383978,-0.2715838586995844,0.4693121664811985,0.03629236417555769,-0.5868669372233907,-0.03752164447879133,-0.1442152751295389,-0.030661584389969916,-0.4913673532232059
15,-0.7350335151824056,0.012159598243507761,0.5755072679293901,-0.007957200149711222,-0.43294468780031387,1.3093343552873562,-2.0792479291068835,-0.6580093911567924,-0.09731735007935113,-0.16572468044413963,-0.19494431552607344,-0.6115154326470128
16,-0.4327101624859435,0.03197319450170866,0.6375155280974627,-0.0031377502580515644,-0.35266629557620144,0.944482235425092,-3.1363947021318106,-0.716922045394018,-0.06694482578826307,-0.14742473152916108,-0.09786614255148152,-0.38769758294174106
17,-0.3001627769390828,0.023467129234608683,0.8188780285710014,-0.0013586539261613698,-0.09055995286226347,1.4228911950445584,-0.036536726848786824,-0.20606304190413055,0.024288431405735368,-0.07563109221122295,0.09020250487127789,-0.1863083250679487
18,-0.5282183543032485,0.02964583263675265,0.7973551688523274,0.006183080980796527,-0.3504608833702814,3.4907444643010184,-2.1677052010445332,-0.456438601839031,0.011693070409641747,-0.15450127707821182,0.06894547402357191,1.0196639457987928
19,-0.4722333826970007,0.0291588593117072,0.6405189222045703,-0.011119236945675709,-0.35424154386481116,1.7082258302889781,-1.6257707374149195,-0.3888616804976805,-0.04610599817773289,-0.1575500988056532,-0.0895937001655896,-0.21612051386862188
20,-0.18593952808077316,0.025287419968768547,1.052158127695556,0.016681892148942522,0.25576365869228534,3.470734331799784,3.464837076025526,-0.32881069745643754,0.03876491426434832,0.08554961662252818,0.14024889557071882,-0.20086898788361687
21,-0.4545294599080168,0.031064369222375567,0.7305637803389583,-0.0020223356193187682,-0.123146994158273,1.1718337034286581,1.1505354311198053,-0.27491784598073304,0.0027565114330268883,-0.05915719249656398,0.07766376730587965,-0.4661370153181941
22,-0.09318156321026821,0.0277640213290281,1.0184720924403063,-0.0037728171266737955,0.02978945845695526,1.0056237513809234,2.7844746857607814,-0.147799253459758,-0.022713620352161144,0.05107604863855095,0.24830629794564302,-0.3002323824357265
23,-0.23956267903332243,0.027349182042349013,1.0464437211135567,0.0073724076483474305,0.059239996640230996,2.008188416646454,3.805553924312812,-0.11660281286085618,-0.019052783388602668,0.009176199684407629,0.33134937973826567,-0.19714823317604477
24,-0.42256274264660987,0.029835274657221324,0.9019723970727059,0.008943537774131273,0.03405717306945061,1.4079701229817316,3.0913521222229656,-0.43247848730731553,-0.0026240001650294073,-0.04287255271268455,0.14892459924098572,-0.3876107248199467
25,-0.5336233860288246,0.03344763686033037,0.9514057873416604,0.004575223361185372,-0.016713470806853595,2.54632403011409,0.6070190960031964,-0.24647462927245883,0.029294633989321788,-0.03237630960887134,0.045433701479500585,0.6926944059353358
26,-0.5997934827119105,0.0270538018286759,0.7500497483954689,0.003417918279290951,-0.10511453331432952,1.6920574320477741,1.1374994955980053,-0.42593741362177057,-0.03336165483831328,-0.06414176009656491,0.06635874465419242,-0.19558157685293423
27,-0.28284725550276724,0.038312678430515265,0.9749367958807579,0.009592410305226456,-0.006923041028362541,1.0855118737706932,1.2756957074532473,-0.1008842547548416,-0.008929187181390415,0.007020573307617029,0.17775087235861753,1.3015695463282673
28,-0.5223877827817841,0.023260829398989467,0.9444124065768313,0.02864160598265081,0.11842079452745201,-1.902487998332438,2.6736822673140286,-0.4674698133580438,-0.06954597591504381,-0.15752238061953758,0.2680692102784724,-0.43936644370395045
29,-0.4043709296302744,0.039476225002467696,0.8614530631486917,0.03084495691878812,0.011337128302440838,-2.4292219751991,0.910807442010704,-0.1394589250601405,-0.019738120323691006,-0.07006554656253464,0.20509496775270453,-0.30885156699247107
30,0.07686386763418201,0.033743758264364924,1.1418191172278451,0.016913138346709464,0.21232031760197267,2.2951181963690095,3.29916008683905,-0.02914509921579135,0.046116616022479316,0.10678226874683594,0.2636542467849371,0.4934602047460172
31,-0.5712820620285599,0.014414768964845443,0.9099904284169824,0.013677299666885336,-0.025313051886088116,0.6789756908961438,3.115984511569066,-0.33476588690370807,-0.013991952664462695,-0.025543111352966198,0.24237862125036136,-0.5258185365609069
32,0.5970932604604369,0.027336934238112873,1.6684951004929252,0.002531139533426163,0.4418741178701717,2.5987809228457825,1.4617902829829894,0.5125257043047404,0.11096698031292938,0.26987312786163037,0.2773441711554316,2.910694977308961
33,-0.07409096412779699,0.028914571693512768,0.9778873787036026,0.016283062906974462,0.2096015789180088,2.0391250010468185,3.08492701731922,-0.18837588876136124,0.028127444885060283,0.06248325279283427,0.2914484282301049,0.29587583576064125
34,-0.006983855286413562,0.0345629088696134,1.1819471967740212,0.021078309743004606,0.22106871184749222,1.1588740249863283,3.0624736416671157,-0.14393111855323157,0.014862004043444416,0.056531011514630955,0.35318632328107596,1.3676375604805047
35,-0.8055472768382999,0.025267433894232083,-1.202564875133749,-0.01570922479987145,-0.5247747096265429,1.7884769189360799,-1.1168924799751803,-0.42005318581223566,-0.07690478551950637,-0.17478339606540902,-0.007054101594068951,-0.29385359809786843
36,-0.5044505748866113,0.030264168969356083,-1.2663687346578805,-0.008288964354420949,-0.5001312816781442,2.330329458165591,-1.0283165361354,-0.3589578842261556,-0.08867312159050458,-0.1398799561635273,-0.006614637458733455,0.055594783384019415
37,-0.6950390119154556,0.033959762819069976,-1.2324032843598562,-0.011381029274278327,-0.6231296787095864,2.0616399275867354,-1.7563813827736732,-0.34327728590679235,-0.14531718125713922,-0.1634034275188622,-0.02529362766926974,-0.282067061653312
38,-0.21485151214693649,0.06937525920726711,-1.1493503454384513,-0.011321836663956662,-0.5106156905679263,1.9166734082390646,-2.2368710032217365,-0.24556385388695018,-0.0661204141858973,-0.1654203780422149,0.03913199006095353,-0.15185890398564397
39,-0.7871209276208967,-0.2287669748816788,-1.6151950190545739,0.007292069271107547,-0.607200375587078,-1.7489047140546266,-2.151518855464134,-0.4152989222498055,-0.02865429114264757,-0.39007274642723216,-0.049357301472892086,-0.20729522194795594
40,-0.8499204710089638,-0.3025952474991262,-1.5978560381397766,0.0070850246605638845,-0.7029631514605417,-3.0123933938678262,-2.1892164969885886,-0.47719888414280326,-0.03693639639392519,-0.425423196260428,-0.09236813687220449,-0.2517068926587629
41,-0.5941664149634385,0.05442012240067773,-0.8441015657541369,0.011095781371972849,-0.5563941843844158,-2.511440115474206,-2.4672803769053595,-0.3321703252902596,-0.010241982561627226,-0.2955145592826883,0.010173971762647196,-0.15137363155154177
42,-0.5289470734788525,0.028348805761970325,-0.8246996828393943,-0.00447310390302169,-0.6355982898819972,0.19807659483943457,-3.2285334933657164,-0.3990950574474259,0.024962045715819333,-0.24777639860979972,0.012672398888760253,-0.29603002631218417
43,-0.4186169876156235,0.05185625357584806,-0.7151045684574354,-0.004138784719846257,-0.5479719416313877,0.16125666516628487,-2.937010354395657,-0.3497024282364871,0.028538935028125035,-0.22528732989750816,0.030610382285350585,-0.19372312173403433
44,-0.4839350091541472,0.05915516501099474,-0.5378828007446742,-0.005709525145651705,-0.3891127105180399,1.3257544034610556,-1.9167786984300397,-0.29277977765294694,0.0728084729149966,-0.206113343444019,0.06670883658258717,-0.11040829351251741
45,-0.2403851257418687,0.05724474530880947,-0.9026748992452955,-0.002286109926414682,-0.41123006062993406,2.913477005399454,-2.3689404690485625,-0.44158648273076545,0.1275576737750918,-0.12134205464788188,0.04835833426866288,-0.14368583741370491
46,0.10877911332838264,0.06883737691673915,-0.43698914146209566,-0.000718079010677995,-0.33670178879924223,3.201919526622628,-2.064163368231429,-0.3827939867741322,0.19987476441687177,-0.06438176538422279,0.08991981602782186,-0.11687574828306227
47,0.09026824493903544,0.06738978147962965,-0.021898575831699928,-0.01680374726741524,0.20207618569205207,2.2504316021053605,1.8253711535011448,0.12176340715049874,0.10110478860241594,-0.09999186202446905,0.14268372060932996,-0.0983879795882905
48,0.4266807326723896,0.06174230666909729,0.08114498152007019,0.03808347665125388,0.2646975604318889,6.87192251191252,4.407926221390341,0.4417853152644178,0.3073975461965147,0.27750623544930947,0.29685115842423243,0.20226867278559485
