,crim,zn,indus,chas,nox,rm,age,dis,tax,ptratio,b
0,-0.8986070977420824,0.06549150181973189,-1.4966803097573327,-0.0072438306440257725,-0.32821425639609053,-1.8989121837196952,-0.9428767467944196,-0.411143200482306,-0.2645541644497667,-0.1402326733367895,-0.3399203191296272
1,-0.8151490542712196,0.1036449067663861,-0.6606788498992084,-0.011657799510729646,-0.5661320921222635,-1.0927757247290186,-0.17983882819944305,-0.4033167412979272,-0.18347274868555186,0.08778087722995018,-0.23859722591339644
2,-0.9050113999421138,0.03511950268993108,-0.817473642652304,-0.008545948408422722,-0.6434891427040252,-3.5289073403667883,-0.7807211943234598,-0.4366814389218404,-0.27680102779484295,-0.005623415421848692,-0.18905823278669726
3,-0.9876030604817017,0.014119134373807919,-1.5409493687585407,-0.008761606875305339,-0.7262398067999419,-3.2372830496673632,-1.2592785888371927,-0.46591202742558435,-0.3708448252207201,-0.061374995957714625,-0.3330650849821645
4,-0.7195902881567106,0.044462389782744485,-1.3810852223120604,-0.0067468194120986116,-0.647288070061928,-3.0857482518237602,-0.7485359582541576,-0.3828404026194249,-0.2561670667382456,0.028690466838896336,-0.19384405787568093
5,-0.8670704277183121,0.04598622712573659,-1.6718784189865523,-0.01404704470903723,-0.6382529606552125,-1.2112759921699738,-1.0496015639094243,-0.42177844051677954,-0.3699524561050595,-0.037239264395105415,-0.26058293859270487
6,-0.6005273779286887,0.13588812256930427,0.9710280913138196,-0.0029128974110075407,-0.13069449377232947,1.2258163360266672,-1.1788583160369404,-0.3172644008800853,-0.0772963791029792,0.15258487601591822,-0.37535684142607806
7,-0.23299399357233486,0.2375647760437651,1.7295888433051518,0.005169596183743026,0.13328642938612933,0.5498254114324153,3.796974126151312,0.15421676252950633,0.0638088428617553,0.10580840433484068,-0.04074247928867952
8,0.6254862780401815,0.39473277935667034,1.9270460172898096,0.014191787006430721,0.5231580511278873,4.718302873227961,4.1843650031705835,0.7470203899095854,0.17743125603546378,0.30606951257854853,0.1077027716244673
9,-0.19993740858678372,0.19769566320713525,1.1801486211785837,-0.0021708819766154755,-0.010490277871026884,1.5280478658178398,1.076279863786027,0.1638105963506366,-0.020393985484580587,0.1631525042305658,-0.025335841284202867
10,-0.14160375945028303,0.4110655063457445,1.6858944277296357,0.0077644355109349064,0.05935762701401487,-1.0542626711979535,3.403319418290921,0.32776302866452417,0.032337017911245075,0.18900862852746642,-0.08023693997868817
11,-0.5048297404717004,0.12251061395415935,0.8985375351648722,0.0012895625145786017,-0.13206494081887785,1.1952199090861457,-0.33449733233904316,-0.21755878858650338,-0.05079639741426388,0.028612681515929668,-0.47671638323770155
12,-0.34700288006542934,0.16856518618317368,1.1738578083922795,0.007039083830436332,0.05617377958453638,2.1997450505748453,-1.836980593008757,-0.24238507619232957,0.0035121959070448503,0.264791748694198,0.02349041546757698
13,-0.680095012370663,0.009698626928901086,0.46135873579046255,-0.006673390408441249,-0.3188045102782081,0.8683515198967453,-1.8983721012438692,-0.7518703811175372,-0.19128178413609245,-0.28130898827827655,-0.6457959954154455
14,-0.7904661047318032,0.020534584889816375,0.46872324305332985,-0.010001313096125957,-0.23389367388011031,0.26219415230208987,0.2563199226873895,-0.5880042136660237,-0.20481938230456634,0.021162826459474364,-0.5828433223458928
15,-0.627788053074493,0.00471268563003378,0.4792158130932609,-0.006557482712489506,-0.3052332967490298,1.2876264179610797,-1.9809457091833063,-0.7156171942704674,-0.22518526993613025,-0.33571381538687856,-0.6121073760040114
16,-0.2486672405308144,0.029305372454960166,0.5934817853504119,-0.005544431937694526,-0.22691938899670758,0.8696885600388243,-2.9283055422849733,-0.7532724143026167,-0.1882859119064516,-0.26073598776032414,-0.41723808075703495
17,-0.26029287964336323,0.024876714627827808,0.7073918711800348,0.0019464805208787373,-0.07352415643229758,1.3275964925321677,0.33220437105339046,-0.24995198398962198,-0.0646357157746382,0.09484225590892792,-0.22994673061570498
18,-0.4171768948460636,0.025167951066113994,0.5968751855893127,0.011983181189136612,-0.32183902213709953,3.632739249723517,-2.1582132711331434,-0.3816412754335113,-0.20508331475431124,0.0418091139635577,0.904485816140079
19,-0.41999734724630633,0.008456027072431793,0.4775507074953997,-0.0004949065446250553,-0.24688975051823983,1.704473691301545,-1.4236307351400623,-0.4460112633835599,-0.1695859758467761,-0.14679638476955637,-0.3226673430526709
20,-0.13916820809770988,0.022500516995754748,1.0618524788795936,0.006721639121306955,0.22140385485116373,3.8702815331952984,3.3410771300889475,-0.23761945304651408,-0.1096802100300754,0.19128252631347994,-0.29274508890366463
21,-0.3789399735633623,0.028263803921897944,0.6536437273275958,-0.006345770431491674,-0.1547136127954127,1.1005640986844065,1.2865987702974837,-0.2756722422516793,-0.09360630348045819,0.057402789030088386,-0.44048856737147263
22,-0.05511427473569979,0.033030296929394805,0.9009576108562642,-0.007203893611499345,-0.008243321048570992,0.8741950004547725,2.5060626640651393,-0.10284414026379678,0.021923083443688395,0.3250726112176368,-0.23082891793972662
23,0.013403154363938274,0.023136592729520074,0.8003970049381632,0.00028479850717428755,0.046577337718492116,2.0529281093913485,3.19958703970437,-0.13230007203467864,-0.02819568493841274,0.19416838680448317,-0.3012799478168498
24,-0.3845039560130727,0.012907691461965699,0.8091219668320881,-0.0010283057550860225,-0.019340544376893073,1.3543412778523676,2.9024695754380656,-0.33207072079152455,-0.08306883428055684,0.1118620980491692,-0.4128835290489285
25,-0.4227664221442813,0.01935139463682988,0.8764546466541009,-0.005742461633823393,-0.019773517176987988,2.6977900545067706,0.6164719136888775,-0.16991306697373929,-0.0728341492482657,0.21199067476237193,0.7979776522957367
26,-0.5206696765429154,0.009553094258202057,0.6912329599287103,-0.011854710032527372,-0.1438629795068467,1.7243997112653295,1.3565377355246881,-0.4485832287517866,-0.1130728775755417,0.014990758217842685,-0.394764067417563
27,-0.2059352142333382,0.026616559962366795,0.8717353662490027,-0.0003578133627395422,-0.03382247919907849,1.0302682574885613,1.2594007798764653,-0.15299119809461123,-0.022459214652747753,0.2005241460198373,1.1636275293138822
28,-0.37321841932830796,0.012069549423005397,0.9933589869739214,0.004084939596815668,-0.03523226794803244,-1.6707763885405984,2.532607692763354,-0.35648547569195477,-0.15151761815900563,0.17676568735092127,-0.3882499670725586
29,-0.3379959518048421,0.02835870046851581,0.7879993594073371,0.008927745229968045,-0.05546693816012618,-2.462186021488983,0.8223762785875279,-0.1230677755482949,-0.09365334017123964,0.27554128303659453,-0.3374266201888765
